MANDT,LIFNR,LAND1,NAME1,NAME2,ORT01,PSTLZ,REGIO,SORTL,STRAS,TELF1,TELFX,ERDAT,ERNAM,KTOKK,SPRAS,LOEVM,SPERR,STCD1
100,0000050279,CL,Ingeniería Pacheco Ltda,,Calama,2094810,AN,INGENIERÍA,Psje. Viviana Albornoz 9,+56 2 3178 0182,,20230101,SAP_MIG,0001,S,,,60563599-9
100,0000050280,CL,Ingeniería Vásquez Ltda,,Antofagasta,3397180,BI,INGENIERÍA,Pedro Montt 705 Dpto. 7260,+56 2 2518 2422,,20230101,SAP_MIG,0001,S,,,68260512-7
100,0000050281,CL,Servicios Manríquez Ltda,,Valparaíso,2462090,RM,SERVICIOS ,Calle Juan Sandoval 7654 Dpto. 03,+56 64 368 6140,,20230101,SAP_MIG,0001,S,,,79665083-6
100,0000050282,CL,Maestranza Cáceres Ltda,,Valparaíso,6170630,AT,MAESTRANZA,Calle Las Lilas 338,+56 67 236 7183,,20230101,SAP_MIG,0001,S,,,57638163-5
100,0000050283,CL,Servicios Miranda Ltda,,Copiapó,2386870,AN,SERVICIOS ,Av. Los Copihues 120,+56 51 399 4653,,20230101,SAP_MIG,0001,S,,,95514432-K
100,0000050284,CL,Tecnologías Vásquez Ltda,,Valparaíso,2891410,RM,TECNOLOGÍA,Av. Pedro Aguirre Cerda 93 Piso 85,+56 45 265 5379,,20230101,SAP_MIG,0001,S,,,94770508-4
100,0000050285,CL,Ingeniería González Ltda,,Santiago,2097000,AT,INGENIERÍA,Pedro Aguirre Cerda 28,+56 600 780 715,,20230101,SAP_MIG,0001,S,,,90220017-0
100,0000050286,CL,Ingeniería Tobar Ltda,,Copiapó,5620170,AT,INGENIERÍA,Calle Daniela González 5531 Of. 833,+56 63 229 3036,,20230101,SAP_MIG,0001,S,,,64175672-2
100,0000050287,CL,Maestranza Leyton Ltda,,Copiapó,9872830,CO,MAESTRANZA,Calle Antonio Varas 5938,+56 2 3108 9487,,20230101,SAP_MIG,0001,S,,,58052013-0
100,0000050288,CL,Servicios Pinilla Ltda,,Santiago,0566410,BI,SERVICIOS ,Los Coihues 103 Piso 66,+56 2 2463 5190,,20230101,SAP_MIG,0001,S,,,61790678-2
100,0000050289,CL,Servicios Videla Ltda,,Calama,6133250,VA,SERVICIOS ,Avenida Benjamín Vicuña Mackenna 60,+56 45 325 0583,,20230101,SAP_MIG,0001,S,,,83572037-8
100,0000050290,CL,Maestranza Carrillo Ltda,,Santiago,9717910,AN,MAESTRANZA,Pasaje Gabriela Mistral 31,+56 2 2270 4961,,20230101,SAP_MIG,0001,S,,,99797550-0
100,0000050291,CL,Servicios Concha Ltda,,Santiago,8046610,AN,SERVICIOS ,Av. Rosario Marín 276 Piso 90,+56 67 223 1109,,20230101,SAP_MIG,0001,S,,,55225271-5
100,0000050292,CL,Tecnologías Aguilar Ltda,,Valparaíso,3928450,RM,TECNOLOGÍA,Las Mandarinas 323 Dpto. 7502,+56 9 4627 4954,,20230101,SAP_MIG,0001,S,,,77140360-K
100,0000050293,CL,Servicios Veloso Ltda,,Antofagasta,8920380,CO,SERVICIOS ,Juan Mackenna 4,+56 2 2653 7795,,20230101,SAP_MIG,0001,S,,,77181258-0
100,0000050294,CL,Maestranza Durán Ltda,,Valparaíso,6521700,AT,MAESTRANZA,Pasaje Ingrid Uribe 833 Of. 4563,+56 2 2250 1508,,20230101,SAP_MIG,0001,S,,,80876580-5
100,0000050295,CL,Ingeniería Morales Ltda,,Antofagasta,7395000,RM,INGENIERÍA,Calle Sofía Vargas 4832,+56 2 2224 1026,,20230101,SAP_MIG,0001,S,,,66328692-6
100,0000050296,CL,Tecnologías Núñez Ltda,,Valparaíso,3473550,RM,TECNOLOGÍA,Bernabé Saldaña 21,+56 2 3623 3865,,20230101,SAP_MIG,0001,S,,,55277916-6
100,0000050297,CL,Maestranza Arriagada Ltda,,Copiapó,3099380,BI,MAESTRANZA,Calle José Santander 88 Dpto. 17,+56 9 8685 7872,,20230101,SAP_MIG,0001,S,,,64869449-5
100,0000050298,CL,Transportes Villegas Ltda,,Valparaíso,8777490,AN,TRANSPORTE,Lidia Castillo 47 Piso 73,+56 67 332 5481,,20230101,SAP_MIG,0001,S,,,92494988-1
100,0000050299,CL,Tecnologías Leal Ltda,,Calama,4785390,VA,TECNOLOGÍA,Los Girasoles 867,+56 58 315 7546,,20230101,SAP_MIG,0001,S,,,73446177-5
