MANDT,VBELN,ERDAT,ERZET,ERNAM,AUDAT,VBTYP,AUART,AUGRU,NETWR,WAERK,VKORG,VTWEG,SPART,VKBUR,VKGRP,KUNNR,BSTNK,BSTDK,LIFSK,FAKSK,KNUMV,VDATU,BUKRS_VF,AEDAT
100,0001000313,20241108,085758,JPEREZ,20241108,C,TA,,6084034.44,USD,3000,10,10,S01,001,0000010002,PO-CLI-89320,20241108,,,0000725398,20241208,3000,20241108
100,0001000314,20241109,131234,ASOTO,20241109,C,TA,,4432580.1,USD,3000,10,10,N02,001,0000010002,PO-CLI-90685,20241109,,,0000473964,20241124,3000,20241109
100,0001000315,20241110,114333,JPEREZ,20241110,C,TA,,587671.92,USD,3000,10,10,S02,002,0000010002,PO-CLI-99435,20241110,,,0000655570,20241124,3000,20241110
100,0001000316,20241111,115423,MROJAS,20241111,C,TA,,1522869.21,USD,3000,10,10,S01,002,0000010000,PO-CLI-78627,20241111,,,0000412273,20241202,3000,20241111
100,0001000317,20241112,121016,JPEREZ,20241112,C,TA,,812647.95,USD,3000,10,10,S01,002,0000010014,PO-CLI-79866,20241112,,,0000798489,20241129,3000,20241112
100,0001000318,20241113,163133,MROJAS,20241113,C,TA,,1360155.3,USD,3000,10,10,S02,005,0000010002,PO-CLI-52516,20241113,,,0000016392,20241209,3000,20241113
100,0001000319,20241114,180205,MROJAS,20241114,C,TA,,912730.48,USD,3000,10,10,N02,004,0000010007,PO-CLI-50315,20241114,,,0000092493,20241201,3000,20241114
100,0001000320,20241115,180618,JPEREZ,20241115,C,TA,,1291071.75,USD,3000,10,10,N01,003,0000010001,PO-CLI-33242,20241115,,,0000478815,20241204,3000,20241115
100,0001000321,20241116,142817,MROJAS,20241116,C,TA,,3158317.86,USD,3000,10,10,N02,002,0000010000,PO-CLI-74580,20241116,,,0000740402,20241203,3000,20241116
100,0001000322,20241117,060209,MROJAS,20241117,C,TA,,1880300.58,USD,3000,10,10,S01,002,0000010000,PO-CLI-86851,20241117,,,0000678786,20241201,3000,20241117
100,0001000323,20241118,092728,ASOTO,20241118,C,TA,,4336047.12,USD,3000,10,10,S02,003,0000010000,PO-CLI-94298,20241118,,,0000433355,20241129,3000,20241118
100,0001000324,20241119,062447,JPEREZ,20241119,C,TA,,1865844.0,USD,3000,10,10,N01,005,0000010002,PO-CLI-42079,20241119,,,0000435545,20241204,3000,20241119
100,0001000325,20241120,120955,ASOTO,20241120,C,TA,,1029579.43,USD,3000,10,10,N01,003,0000010030,PO-CLI-28670,20241120,,,0000648662,20241129,3000,20241120
100,0001000326,20241121,095936,ASOTO,20241121,C,TA,,1857937.8,USD,3000,10,10,C01,002,0000010002,PO-CLI-13836,20241121,,,0000341650,20241203,3000,20241121
100,0001000327,20241122,171550,ASOTO,20241122,C,TA,,774950.43,USD,3000,10,10,C01,002,0000010002,PO-CLI-51969,20241122,,,0000582950,20241208,3000,20241122
100,0001000328,20241123,151128,JPEREZ,20241123,C,TA,,829529.48,USD,3000,10,10,N02,001,0000010036,PO-CLI-53399,20241123,,,0000258463,20241221,3000,20241123
100,0001000329,20241124,063512,JPEREZ,20241124,C,TA,,1304528.94,USD,3000,10,10,N01,001,0000010002,PO-CLI-44774,20241124,,,0000797963,20241218,3000,20241124
100,0001000330,20241125,095924,ASOTO,20241125,C,TA,,684362.25,USD,3000,10,10,N01,005,0000010001,PO-CLI-85215,20241125,,,0000336315,20241205,3000,20241125
100,0001000331,20241126,071343,ASOTO,20241126,C,TA,,1910081.55,USD,3000,10,10,S02,001,0000010000,PO-CLI-89783,20241126,,,0000120765,20241207,3000,20241126
100,0001000332,20241127,084621,ASOTO,20241127,C,TA,,3832868.76,USD,3000,10,10,C01,004,0000010002,PO-CLI-42594,20241127,,,0000207568,20241223,3000,20241127
100,0001000333,20241128,162540,ASOTO,20241128,C,TA,,570815.4,USD,3000,10,10,N02,003,0000010001,PO-CLI-11145,20241128,,,0000604431,20241226,3000,20241128
100,0001000334,20241129,092907,JPEREZ,20241129,C,TA,,1410765.78,USD,3000,10,10,S01,002,0000010047,PO-CLI-65556,20241129,,,0000980596,20241217,3000,20241129
100,0001000335,20241130,061038,ASOTO,20241130,C,TA,,1062826.17,USD,3000,10,10,N01,004,0000010002,PO-CLI-21190,20241130,,,0000452169,20241220,3000,20241130
100,0001000336,20241201,133658,ASOTO,20241201,C,TA,,1211301.21,USD,3000,10,10,S02,003,0000010043,PO-CLI-65468,20241201,,,0000936423,20241217,3000,20241201
100,0001000337,20241202,185032,JPEREZ,20241202,C,TA,,1429862.07,USD,3000,10,10,N01,002,0000010000,PO-CLI-13492,20241202,,,0000845254,20250101,3000,20241202
100,0001000338,20241203,072145,JPEREZ,20241203,C,TA,,486583.35,USD,3000,10,10,S02,001,0000010028,PO-CLI-35622,20241203,,,0000533058,20241211,3000,20241203
100,0001000339,20241204,145533,ASOTO,20241204,C,TA,,2657603.4,USD,3000,10,10,S01,004,0000010000,PO-CLI-65824,20241204,,,0000737577,20241224,3000,20241204
100,0001000340,20241205,175430,JPEREZ,20241205,C,TA,,726024.0,USD,3000,10,10,N01,001,0000010027,PO-CLI-44865,20241205,,,0000422560,20241225,3000,20241205
100,0001000341,20241206,154844,ASOTO,20241206,C,TA,,474460.2,USD,3000,10,10,S01,005,0000010037,PO-CLI-10396,20241206,,,0000330351,20241220,3000,20241206
100,0001000342,20241207,153547,MROJAS,20241207,C,TA,,451163.58,USD,3000,10,10,N01,004,0000010033,PO-CLI-60070,20241207,,,0000104414,20241218,3000,20241207
100,0001000343,20241208,085627,ASOTO,20241208,C,TA,,906232.54,USD,3000,10,10,N02,001,0000010038,PO-CLI-38094,20241208,,,0000489967,20241216,3000,20241208
100,0001000344,20241209,145649,ASOTO,20241209,C,TA,,714052.5,USD,3000,10,10,S02,002,0000010005,PO-CLI-24674,20241209,,,0000087557,20241230,3000,20241209
100,0001000345,20241210,143247,JPEREZ,20241210,C,TA,,2029845.51,USD,3000,10,10,C01,004,0000010000,PO-CLI-76433,20241210,,,0000391957,20241231,3000,20241210
100,0001000346,20241211,162735,ASOTO,20241211,C,TA,,2917533.42,USD,3000,10,10,N02,004,0000010001,PO-CLI-61393,20241211,,,0000606702,20250108,3000,20241211
100,0001000347,20241212,155154,ASOTO,20241212,C,TA,,3011310.3,USD,3000,10,10,S02,002,0000010000,PO-CLI-48384,20241212,,,0000671088,20241220,3000,20241212
100,0001000348,20241213,085922,ASOTO,20241213,C,TA,,1022270.76,USD,3000,10,10,N02,004,0000010000,PO-CLI-46073,20241213,,,0000568978,20250106,3000,20241213
100,0001000349,20241214,155748,ASOTO,20241214,C,TA,,5109430.23,USD,3000,10,10,N02,003,0000010000,PO-CLI-96662,20241214,,,0000792190,20250109,3000,20241214
100,0001000350,20241215,181931,JPEREZ,20241215,C,TA,,1707892.56,USD,3000,10,10,S01,001,0000010002,PO-CLI-90777,20241215,,,0000102091,20250104,3000,20241215
100,0001000351,20241216,160234,ASOTO,20241216,C,TA,,2060052.48,USD,3000,10,10,N01,004,0000010002,PO-CLI-70519,20241216,,,0000873808,20250109,3000,20241216
100,0001000352,20241217,151944,JPEREZ,20241217,C,TA,,5619766.47,USD,3000,10,10,S01,003,0000010002,PO-CLI-87116,20241217,,,0000273908,20250103,3000,20241217
100,0001000353,20241218,182513,MROJAS,20241218,C,TA,,3775861.08,USD,3000,10,10,S01,002,0000010000,PO-CLI-63843,20241218,,,0000743815,20250114,3000,20241218
100,0001000354,20241219,165517,ASOTO,20241219,C,TA,,494875.71,USD,3000,10,10,C01,005,0000010016,PO-CLI-67004,20241219,,,0000452293,20250110,3000,20241219
100,0001000355,20241220,105125,MROJAS,20241220,C,TA,,2298704.52,USD,3000,10,10,N02,002,0000010001,PO-CLI-64884,20241220,,,0000352854,20250118,3000,20241220
100,0001000356,20241221,150424,JPEREZ,20241221,C,TA,,3068974.95,USD,3000,10,10,N01,001,0000010000,PO-CLI-33183,20241221,,,0000294578,20250119,3000,20241221
100,0001000357,20241222,130845,MROJAS,20241222,C,TA,,1371276.35,USD,3000,10,10,S01,002,0000010030,PO-CLI-93701,20241222,,,0000851433,20250111,3000,20241222
100,0001000358,20241223,144448,JPEREZ,20241223,C,TA,,2771219.19,USD,3000,10,10,C01,003,0000010002,PO-CLI-43189,20241223,,,0000379616,20250107,3000,20241223
100,0001000359,20241224,181315,ASOTO,20241224,C,TA,,1891821.92,USD,3000,10,10,S01,002,0000010009,PO-CLI-74131,20241224,,,0000177966,20241231,3000,20241224
100,0001000360,20241225,095619,JPEREZ,20241225,C,TA,,4890422.25,USD,3000,10,10,N01,001,0000010002,PO-CLI-77463,20241225,,,0000072482,20250123,3000,20241225
100,0001000361,20241226,083429,ASOTO,20241226,C,TA,,1460190.5,USD,3000,10,10,C01,003,0000010023,PO-CLI-80630,20241226,,,0000771062,20250114,3000,20241226
100,0001000362,20241227,144724,ASOTO,20241227,C,TA,,484430.38,USD,3000,10,10,S01,002,0000010006,PO-CLI-45101,20241227,,,0000138623,20250109,3000,20241227
100,0001000363,20241228,173635,JPEREZ,20241228,C,TA,,728225.64,USD,3000,10,10,N02,002,0000010036,PO-CLI-25876,20241228,,,0000046958,20250107,3000,20241228
100,0001000364,20241229,095735,MROJAS,20241229,C,TA,,3001755.87,USD,3000,10,10,S01,002,0000010002,PO-CLI-94037,20241229,,,0000989233,20250107,3000,20241229
100,0001000365,20241230,110157,ASOTO,20241230,C,TA,,2504086.47,USD,3000,10,10,N01,004,0000010000,PO-CLI-66734,20241230,,,0000940454,20250127,3000,20241230
100,0001000366,20241231,063339,JPEREZ,20241231,C,TA,,2299150.47,USD,3000,10,10,S01,005,0000010000,PO-CLI-35512,20241231,,,0000450780,20250120,3000,20241231
100,0001000367,20250101,135404,ASOTO,20250101,C,TA,,4192654.71,USD,3000,10,10,S02,004,0000010002,PO-CLI-13063,20250101,,,0000726887,20250127,3000,20250101
100,0001000368,20250102,074247,JPEREZ,20250102,C,TA,,3962107.74,USD,3000,10,10,S02,003,0000010000,PO-CLI-60475,20250102,,,0000631372,20250114,3000,20250102
100,0001000369,20250103,075235,MROJAS,20250103,C,TA,,1200988.8,USD,3000,10,10,S01,003,0000010001,PO-CLI-73714,20250103,,,0000873925,20250111,3000,20250103
100,0001000370,20250104,131132,JPEREZ,20250104,C,TA,,2624008.32,USD,3000,10,10,C01,005,0000010002,PO-CLI-53004,20250104,,,0000930532,20250203,3000,20250104
100,0001000371,20250105,110039,JPEREZ,20250105,C,TA,,1713699.99,USD,3000,10,10,S02,001,0000010002,PO-CLI-96106,20250105,,,0000090360,20250122,3000,20250105
100,0001000372,20250106,075632,ASOTO,20250106,C,TA,,1345375.2,USD,3000,10,10,S01,005,0000010000,PO-CLI-52890,20250106,,,0000733088,20250122,3000,20250106
100,0001000373,20250107,180402,MROJAS,20250107,C,TA,,1449326.17,USD,3000,10,10,S01,001,0000010026,PO-CLI-30149,20250107,,,0000368884,20250131,3000,20250107
100,0001000374,20250108,131237,ASOTO,20250108,C,TA,,1696450.68,USD,3000,10,10,N02,003,0000010000,PO-CLI-49265,20250108,,,0000976171,20250201,3000,20250108
100,0001000375,20250109,072325,JPEREZ,20250109,C,TA,,3017858.25,USD,3000,10,10,N02,005,0000010000,PO-CLI-33956,20250109,,,0000764608,20250116,3000,20250109
100,0001000376,20250110,081040,JPEREZ,20250110,C,TA,,836768.01,USD,3000,10,10,S02,005,0000010029,PO-CLI-58621,20250110,,,0000964037,20250124,3000,20250110
100,0001000377,20250111,175911,MROJAS,20250111,C,TA,,326638.8,USD,3000,10,10,C01,003,0000010044,PO-CLI-67691,20250111,,,0000664500,20250206,3000,20250111
100,0001000378,20250112,184600,JPEREZ,20250112,C,TA,,910677.07,USD,3000,10,10,C01,001,0000010037,PO-CLI-10393,20250112,,,0000290911,20250130,3000,20250112
100,0001000379,20250113,123136,ASOTO,20250113,C,TA,,4393037.79,USD,3000,10,10,N01,001,0000010000,PO-CLI-62138,20250113,,,0000598940,20250202,3000,20250113
100,0001000380,20250114,132448,JPEREZ,20250114,C,TA,,843027.28,USD,3000,10,10,S01,003,0000010036,PO-CLI-11055,20250114,,,0000228555,20250126,3000,20250114
100,0001000381,20250115,160222,JPEREZ,20250115,C,TA,,3120861.78,USD,3000,10,10,N01,005,0000010002,PO-CLI-82847,20250115,,,0000957900,20250204,3000,20250115
100,0001000382,20250116,061453,JPEREZ,20250116,C,TA,,3369093.9,USD,3000,10,10,S02,002,0000010002,PO-CLI-11110,20250116,,,0000927722,20250214,3000,20250116
100,0001000383,20250117,074150,ASOTO,20250117,C,TA,,295935.2,USD,3000,10,10,N02,001,0000010035,PO-CLI-56212,20250117,,,0000950959,20250209,3000,20250117
100,0001000384,20250118,064849,MROJAS,20250118,C,TA,,4200326.31,USD,3000,10,10,N02,004,0000010000,PO-CLI-80120,20250118,,,0000802778,20250216,3000,20250118
100,0001000385,20250119,141339,MROJAS,20250119,C,TA,,200195.2,USD,3000,10,10,C01,002,0000010008,PO-CLI-91955,20250119,,,0000971633,20250202,3000,20250119
100,0001000386,20250120,174409,JPEREZ,20250120,C,TA,,4665567.6,USD,3000,10,10,N02,002,0000010001,PO-CLI-67528,20250120,,,0000522220,20250207,3000,20250120
100,0001000387,20250121,150639,ASOTO,20250121,C,TA,,1600185.6,USD,3000,10,10,N02,002,0000010002,PO-CLI-19311,20250121,,,0000717003,20250128,3000,20250121
100,0001000388,20250122,145217,JPEREZ,20250122,C,TA,,417772.92,USD,3000,10,10,C01,004,0000010002,PO-CLI-61364,20250122,,,0000170082,20250202,3000,20250122
100,0001000389,20250123,110319,ASOTO,20250123,C,TA,,3926350.65,USD,3000,10,10,S01,003,0000010000,PO-CLI-49387,20250123,,,0000687895,20250131,3000,20250123
100,0001000390,20250124,101350,MROJAS,20250124,C,TA,,187384.4,USD,3000,10,10,N02,003,0000010024,PO-CLI-95792,20250124,,,0000581756,20250222,3000,20250124
100,0001000391,20250125,171958,ASOTO,20250125,C,TA,,402485.76,USD,3000,10,10,N01,005,0000010039,PO-CLI-84828,20250125,,,0000715862,20250213,3000,20250125
100,0001000392,20250126,101252,JPEREZ,20250126,C,TA,,523019.2,USD,3000,10,10,N02,001,0000010042,PO-CLI-20313,20250126,,,0000740721,20250213,3000,20250126
100,0001000393,20250127,122336,MROJAS,20250127,C,TA,,2147356.71,USD,3000,10,10,S01,004,0000010001,PO-CLI-60680,20250127,,,0000976427,20250226,3000,20250127
100,0001000394,20250128,152425,MROJAS,20250128,C,TA,,790787.34,USD,3000,10,10,S02,002,0000010039,PO-CLI-24790,20250128,,,0000894906,20250211,3000,20250128
100,0001000395,20250129,104920,MROJAS,20250129,C,TA,,350553.2,USD,3000,10,10,N02,001,0000010037,PO-CLI-69350,20250129,,,0000594094,20250218,3000,20250129
100,0001000396,20250130,102010,JPEREZ,20250130,C,TA,,1832365.8,USD,3000,10,10,S01,003,0000010000,PO-CLI-33097,20250130,,,0000453977,20250222,3000,20250130
100,0001000397,20250131,152725,ASOTO,20250131,C,TA,,520691.2,USD,3000,10,10,S01,004,0000010047,PO-CLI-34680,20250131,,,0000204451,20250221,3000,20250131
100,0001000398,20250201,090727,JPEREZ,20250201,C,TA,,2174963.49,USD,3000,10,10,C01,003,0000010002,PO-CLI-39715,20250201,,,0000601531,20250302,3000,20250201
100,0001000399,20250202,110846,MROJAS,20250202,C,TA,,2527134.0,USD,3000,10,10,C01,003,0000010002,PO-CLI-96412,20250202,,,0000716058,20250215,3000,20250202
100,0001000400,20250203,132505,JPEREZ,20250203,C,TA,,750238.32,USD,3000,10,10,C01,004,0000010014,PO-CLI-15971,20250203,,,0000536295,20250215,3000,20250203
100,0001000401,20250204,182530,JPEREZ,20250204,C,TA,,5697552.39,USD,3000,10,10,S01,004,0000010002,PO-CLI-44426,20250204,,,0000137389,20250215,3000,20250204
100,0001000402,20250205,121553,ASOTO,20250205,C,TA,,2441796.93,USD,3000,10,10,S02,002,0000010002,PO-CLI-18738,20250205,,,0000896621,20250304,3000,20250205
100,0001000403,20250206,082542,JPEREZ,20250206,C,TA,,170491.29,USD,3000,10,10,C01,003,0000010020,PO-CLI-97027,20250206,,,0000418693,20250220,3000,20250206
100,0001000404,20250207,100404,ASOTO,20250207,C,TA,,208086.88,USD,3000,10,10,S01,003,0000010042,PO-CLI-66133,20250207,,,0000284814,20250214,3000,20250207
100,0001000405,20250208,130608,ASOTO,20250208,C,TA,,2655472.5,USD,3000,10,10,N01,002,0000010001,PO-CLI-50302,20250208,,,0000076852,20250221,3000,20250208
100,0001000406,20250209,082841,MROJAS,20250209,C,TA,,2601644.76,USD,3000,10,10,N01,004,0000010001,PO-CLI-54448,20250209,,,0000729236,20250306,3000,20250209
100,0001000407,20250210,080210,JPEREZ,20250210,C,TA,,1741480.68,USD,3000,10,10,C01,001,0000010001,PO-CLI-56133,20250210,,,0000883074,20250217,3000,20250210
100,0001000408,20250211,125212,MROJAS,20250211,C,TA,,3326861.07,USD,3000,10,10,S01,004,0000010002,PO-CLI-14426,20250211,,,0000269413,20250228,3000,20250211
100,0001000409,20250212,082322,JPEREZ,20250212,C,TA,,3943271.52,USD,3000,10,10,N02,005,0000010000,PO-CLI-31115,20250212,,,0000485148,20250304,3000,20250212
100,0001000410,20250213,171419,ASOTO,20250213,C,TA,,1490767.68,USD,3000,10,10,S01,001,0000010001,PO-CLI-50023,20250213,,,0000641715,20250223,3000,20250213
100,0001000411,20250214,063721,ASOTO,20250214,C,TA,,517366.85,USD,3000,10,10,S02,002,0000010016,PO-CLI-89356,20250214,,,0000758069,20250308,3000,20250214
100,0001000412,20250215,111218,ASOTO,20250215,C,TA,,1339221.75,USD,3000,10,10,S02,003,0000010048,PO-CLI-54129,20250215,,,0000495576,20250312,3000,20250215
100,0001000413,20250216,144538,MROJAS,20250216,C,TA,,2469484.08,USD,3000,10,10,N02,003,0000010002,PO-CLI-86329,20250216,,,0000353771,20250315,3000,20250216
100,0001000414,20250217,142303,JPEREZ,20250217,C,TA,,512542.23,USD,3000,10,10,S01,002,0000010001,PO-CLI-34968,20250217,,,0000869075,20250309,3000,20250217
100,0001000415,20250218,155517,MROJAS,20250218,C,TA,,1880614.66,USD,3000,10,10,C01,001,0000010045,PO-CLI-30052,20250218,,,0000929166,20250317,3000,20250218
100,0001000416,20250219,122111,MROJAS,20250219,C,TA,,860173.44,USD,3000,10,10,S01,002,0000010010,PO-CLI-36079,20250219,,,0000210808,20250302,3000,20250219
100,0001000417,20250220,135427,JPEREZ,20250220,C,TA,,2178472.2,USD,3000,10,10,S02,005,0000010001,PO-CLI-89948,20250220,,,0000364248,20250309,3000,20250220
100,0001000418,20250221,102904,ASOTO,20250221,C,TA,,560160.36,USD,3000,10,10,N01,001,0000010000,PO-CLI-69535,20250221,,,0000752563,20250305,3000,20250221
100,0001000419,20250222,163414,ASOTO,20250222,C,TA,,1588388.39,USD,3000,10,10,S02,002,0000010030,PO-CLI-98819,20250222,,,0000491951,20250321,3000,20250222
100,0001000420,20250223,154904,JPEREZ,20250223,C,TA,,382948.8,USD,3000,10,10,N01,002,0000010009,PO-CLI-21080,20250223,,,0000090128,20250303,3000,20250223
100,0001000421,20250224,153916,ASOTO,20250224,C,TA,,1339786.53,USD,3000,10,10,S01,002,0000010000,PO-CLI-88404,20250224,,,0000333804,20250326,3000,20250224
100,0001000422,20250225,095812,ASOTO,20250225,C,TA,,4001307.84,USD,3000,10,10,N01,005,0000010000,PO-CLI-35624,20250225,,,0000212187,20250313,3000,20250225
100,0001000423,20250226,082527,ASOTO,20250226,C,TA,,1495864.81,USD,3000,10,10,N02,002,0000010039,PO-CLI-88346,20250226,,,0000777080,20250315,3000,20250226
100,0001000424,20250227,083718,JPEREZ,20250227,C,TA,,734747.43,USD,3000,10,10,N01,003,0000010008,PO-CLI-63806,20250227,,,0000228974,20250307,3000,20250227
100,0001000425,20250228,161639,ASOTO,20250228,C,TA,,488094.75,USD,3000,10,10,N01,005,0000010042,PO-CLI-54517,20250228,,,0000101813,20250313,3000,20250228
100,0001000426,20250301,144258,JPEREZ,20250301,C,TA,,564495.15,USD,3000,10,10,S01,005,0000010000,PO-CLI-30139,20250301,,,0000911979,20250321,3000,20250301
100,0001000427,20250302,155932,MROJAS,20250302,C,TA,,613383.75,USD,3000,10,10,S02,005,0000010001,PO-CLI-72972,20250302,,,0000256432,20250319,3000,20250302
100,0001000428,20250303,141350,JPEREZ,20250303,C,TA,,2011932.66,USD,3000,10,10,S01,004,0000010000,PO-CLI-76988,20250303,,,0000961583,20250328,3000,20250303
100,0001000429,20250304,120147,ASOTO,20250304,C,TA,,1224105.12,USD,3000,10,10,N02,001,0000010002,PO-CLI-18177,20250304,,,0000005645,20250322,3000,20250304
100,0001000430,20250305,171059,MROJAS,20250305,C,TA,,524476.2,USD,3000,10,10,C01,002,0000010002,PO-CLI-96505,20250305,,,0000816163,20250330,3000,20250305
100,0001000431,20250306,082529,JPEREZ,20250306,C,TA,,1365535.06,USD,3000,10,10,N02,004,0000010032,PO-CLI-82371,20250306,,,0000319505,20250316,3000,20250306
100,0001000432,20250307,170125,MROJAS,20250307,C,TA,,510419.07,USD,3000,10,10,S02,004,0000010046,PO-CLI-22448,20250307,,,0000682249,20250315,3000,20250307
100,0001000433,20250308,171922,ASOTO,20250308,C,TA,,4911723.81,USD,3000,10,10,S02,002,0000010001,PO-CLI-98546,20250308,,,0000017445,20250406,3000,20250308
100,0001000434,20250309,155538,JPEREZ,20250309,C,TA,,3822974.1,USD,3000,10,10,S02,003,0000010002,PO-CLI-92234,20250309,,,0000498262,20250320,3000,20250309
100,0001000435,20250310,091853,MROJAS,20250310,C,TA,,4132940.01,USD,3000,10,10,C01,003,0000010001,PO-CLI-37034,20250310,,,0000418034,20250409,3000,20250310
100,0001000436,20250311,062525,MROJAS,20250311,C,TA,,791266.8,USD,3000,10,10,C01,005,0000010000,PO-CLI-18022,20250311,,,0000018957,20250404,3000,20250311
100,0001000437,20250312,060959,MROJAS,20250312,C,TA,,4656407.07,USD,3000,10,10,S01,001,0000010001,PO-CLI-16192,20250312,,,0000000663,20250325,3000,20250312
100,0001000438,20250313,160733,MROJAS,20250313,C,TA,,5664948.78,USD,3000,10,10,N02,004,0000010001,PO-CLI-94245,20250313,,,0000842684,20250321,3000,20250313
100,0001000439,20250314,072058,MROJAS,20250314,C,TA,,3298146.45,USD,3000,10,10,C01,005,0000010001,PO-CLI-67172,20250314,,,0000914613,20250405,3000,20250314
100,0001000440,20250315,135305,JPEREZ,20250315,C,TA,,1388013.51,USD,3000,10,10,S01,003,0000010019,PO-CLI-55573,20250315,,,0000228759,20250325,3000,20250315
100,0001000441,20250316,114543,MROJAS,20250316,C,TA,,2938792.02,USD,3000,10,10,C01,003,0000010001,PO-CLI-32409,20250316,,,0000189735,20250410,3000,20250316
100,0001000442,20250317,092249,JPEREZ,20250317,C,TA,,3993573.99,USD,3000,10,10,S01,004,0000010000,PO-CLI-79327,20250317,,,0000767349,20250416,3000,20250317
100,0001000443,20250318,120555,JPEREZ,20250318,C,TA,,725901.0,USD,3000,10,10,N02,002,0000010002,PO-CLI-94450,20250318,,,0000546482,20250413,3000,20250318
100,0001000444,20250319,095920,ASOTO,20250319,C,TA,,2878391.67,USD,3000,10,10,N02,004,0000010001,PO-CLI-77090,20250319,,,0000052432,20250329,3000,20250319
100,0001000445,20250320,165027,MROJAS,20250320,C,TA,,3264114.81,USD,3000,10,10,S01,001,0000010000,PO-CLI-89900,20250320,,,0000616083,20250414,3000,20250320
100,0001000446,20250321,105718,JPEREZ,20250321,C,TA,,1911859.2,USD,3000,10,10,S01,004,0000010002,PO-CLI-46298,20250321,,,0000771881,20250413,3000,20250321
100,0001000447,20250322,165304,JPEREZ,20250322,C,TA,,1842257.68,USD,3000,10,10,S01,005,0000010008,PO-CLI-80837,20250322,,,0000196641,20250418,3000,20250322
100,0001000448,20250323,180536,JPEREZ,20250323,C,TA,,1230044.03,USD,3000,10,10,C01,004,0000010010,PO-CLI-80617,20250323,,,0000083663,20250407,3000,20250323
100,0001000449,20250324,114732,ASOTO,20250324,C,TA,,358967.24,USD,3000,10,10,N01,004,0000010037,PO-CLI-11558,20250324,,,0000806148,20250421,3000,20250324
100,0001000450,20250325,142052,ASOTO,20250325,C,TA,,566291.75,USD,3000,10,10,N01,005,0000010030,PO-CLI-26124,20250325,,,0000044792,20250410,3000,20250325
100,0001000451,20250326,123615,JPEREZ,20250326,C,TA,,1351416.96,USD,3000,10,10,S01,002,0000010001,PO-CLI-91091,20250326,,,0000063286,20250424,3000,20250326
100,0001000452,20250327,115056,JPEREZ,20250327,C,TA,,596336.8,USD,3000,10,10,N01,004,0000010024,PO-CLI-48034,20250327,,,0000258054,20250415,3000,20250327
100,0001000453,20250328,181616,JPEREZ,20250328,C,TA,,892704.96,USD,3000,10,10,S02,001,0000010001,PO-CLI-14582,20250328,,,0000936695,20250407,3000,20250328
100,0001000454,20250329,071640,MROJAS,20250329,C,TA,,2887783.98,USD,3000,10,10,S01,004,0000010002,PO-CLI-25212,20250329,,,0000554559,20250423,3000,20250329
100,0001000455,20250330,095353,MROJAS,20250330,C,TA,,2784359.58,USD,3000,10,10,C01,004,0000010002,PO-CLI-27797,20250330,,,0000886947,20250421,3000,20250330
100,0001000456,20250331,092518,MROJAS,20250331,C,TA,,4714579.92,USD,3000,10,10,S02,001,0000010000,PO-CLI-42908,20250331,,,0000098874,20250414,3000,20250331
100,0001000457,20250401,060345,ASOTO,20250401,C,TA,,1296084.25,USD,3000,10,10,S02,005,0000010004,PO-CLI-45666,20250401,,,0000104549,20250426,3000,20250401
100,0001000458,20250402,180911,MROJAS,20250402,C,TA,,2997299.52,USD,3000,10,10,N01,003,0000010002,PO-CLI-94631,20250402,,,0000706163,20250415,3000,20250402
100,0001000459,20250403,125751,MROJAS,20250403,C,TA,,1826173.44,USD,3000,10,10,N02,001,0000010000,PO-CLI-84873,20250403,,,0000377898,20250416,3000,20250403
100,0001000460,20250404,162810,JPEREZ,20250404,C,TA,,1269822.3,USD,3000,10,10,N01,001,0000010001,PO-CLI-36764,20250404,,,0000566793,20250423,3000,20250404
100,0001000461,20250405,092603,JPEREZ,20250405,C,TA,,657907.08,USD,3000,10,10,N02,003,0000010007,PO-CLI-48421,20250405,,,0000898450,20250416,3000,20250405
100,0001000462,20250406,095908,MROJAS,20250406,C,TA,,4356694.08,USD,3000,10,10,S02,001,0000010001,PO-CLI-95399,20250406,,,0000488237,20250502,3000,20250406
100,0001000463,20250407,185658,ASOTO,20250407,C,TA,,1140796.73,USD,3000,10,10,S02,002,0000010034,PO-CLI-38035,20250407,,,0000486130,20250426,3000,20250407
100,0001000464,20250408,160853,JPEREZ,20250408,C,TA,,3046356.51,USD,3000,10,10,S01,002,0000010002,PO-CLI-46516,20250408,,,0000566580,20250423,3000,20250408
100,0001000465,20250409,142415,MROJAS,20250409,C,TA,,629184.4,USD,3000,10,10,S02,004,0000010012,PO-CLI-41361,20250409,,,0000622586,20250419,3000,20250409
100,0001000466,20250410,173902,MROJAS,20250410,C,TA,,4904042.52,USD,3000,10,10,N01,005,0000010002,PO-CLI-54150,20250410,,,0000314785,20250504,3000,20250410
100,0001000467,20250411,072005,ASOTO,20250411,C,TA,,261548.4,USD,3000,10,10,C01,005,0000010046,PO-CLI-94641,20250411,,,0000387324,20250510,3000,20250411
100,0001000468,20250412,103756,ASOTO,20250412,C,TA,,3178542.6,USD,3000,10,10,S01,004,0000010000,PO-CLI-66615,20250412,,,0000463069,20250423,3000,20250412
100,0001000469,20250413,145604,MROJAS,20250413,C,TA,,691983.84,USD,3000,10,10,S01,003,0000010032,PO-CLI-27818,20250413,,,0000490282,20250427,3000,20250413
