MANDT,EBELN,EBELP,TXZ01,MATNR,MENGE,MEINS,NETPR,PEINH,BRTWR,WAERS,BUKRS,WERKS,LGORT,MATKL,LOEKZ,STATU,PSTYP,KNTTP,BANFN,BNFPO,ELIKZ,RETPO,AEDAT
100,4500000361,00020,Material 10299,10299,10,UN,380.94,1,3809.4,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20241226
100,4500000361,00030,Material 10054,10054,34,UN,1819.36,1,61858.24,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20241226
100,4500000361,00040,Material 10279,10279,41,UN,1431.39,1,58686.99,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20241226
100,4500000362,00010,Material 10107,10107,34,UN,280.01,1,9520.34,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20241227
100,4500000362,00020,Material 80024,80024,5,AU,125.56,1,627.8,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20241227
100,4500000362,00030,Material 30016,30016,32,L,78.19,1,2502.08,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20241227
100,4500000363,00010,Material 10196,10196,12,UN,276.42,1,3317.04,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20241228
100,4500000363,00020,Material 10165,10165,19,UN,362.17,1,6881.23,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20241228
100,4500000364,00010,Material 10073,10073,43,UN,237.47,1,10211.21,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20241229
100,4500000364,00020,Material 10002,10002,32,UN,677.4,1,21676.8,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20241229
100,4500000365,00010,Material 80019,80019,22,AU,1889.72,1,41573.84,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20241230
100,4500000366,00010,Material 10026,10026,29,UN,1354.0,1,39266.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20241231
100,4500000367,00010,Material 30028,30028,12,L,50.34,1,604.08,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250101
100,4500000368,00010,Material 10263,10263,3,UN,729.08,1,2187.24,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250102
100,4500000368,00020,Material 10223,10223,17,UN,548.34,1,9321.78,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250102
100,4500000368,00030,Material 10270,10270,47,UN,765.7,1,35987.9,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250102
100,4500000368,00040,Material 10138,10138,8,UN,193.81,1,1550.48,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250102
100,4500000369,00010,Material 10168,10168,28,UN,572.48,1,16029.44,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250103
100,4500000370,00010,Material 10289,10289,4,UN,577.92,1,2311.68,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250104
100,4500000370,00020,Material 30027,30027,20,L,494.49,1,9889.8,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250104
100,4500000371,00010,Material 10257,10257,8,UN,267.64,1,2141.12,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250105
100,4500000371,00020,Material 10003,10003,49,UN,113.07,1,5540.43,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250105
100,4500000371,00030,Material 10262,10262,24,UN,570.03,1,13680.72,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250105
100,4500000372,00010,Material 10164,10164,10,UN,54.29,1,542.9,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250106
100,4500000372,00020,Material 10083,10083,46,UN,72.9,1,3353.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250106
100,4500000372,00030,Material 10154,10154,3,UN,164.11,1,492.33,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250106
100,4500000372,00040,Material 10259,10259,42,UN,277.04,1,11635.68,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250106
100,4500000373,00010,Material 10278,10278,5,UN,568.27,1,2841.35,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250107
100,4500000373,00020,Material 10237,10237,12,UN,754.62,1,9055.44,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250107
100,4500000373,00030,Material 10063,10063,16,UN,546.56,1,8744.96,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250107
100,4500000374,00010,Material 30005,30005,41,L,482.54,1,19784.14,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250108
100,4500000374,00020,Material 10097,10097,10,UN,589.49,1,5894.9,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250108
100,4500000374,00030,Material 80035,80035,2,AU,719.32,1,1438.64,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20250108
100,4500000375,00010,Material 10004,10004,50,UN,213.74,1,10687.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250109
100,4500000375,00020,Material 10002,10002,12,UN,548.83,1,6585.96,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250109
100,4500000375,00030,Material 10000,10000,47,UN,172.85,1,8123.95,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250109
100,4500000375,00040,Material 10002,10002,26,UN,216.74,1,5635.24,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250109
100,4500000376,00010,Material 10126,10126,49,UN,710.86,1,34832.14,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250110
100,4500000376,00020,Material 10123,10123,35,UN,367.93,1,12877.55,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250110
100,4500000376,00030,Material 10020,10020,29,UN,405.57,1,11761.53,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250110
100,4500000377,00010,Material 10154,10154,4,UN,778.51,1,3114.04,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250111
100,4500000377,00020,Material 10255,10255,32,UN,697.44,1,22318.08,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250111
100,4500000377,00030,Material 10020,10020,29,UN,537.72,1,15593.88,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250111
100,4500000377,00040,Material 10149,10149,45,UN,88.82,1,3996.9,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250111
100,4500000378,00010,Material 10001,10001,19,UN,778.45,1,14790.55,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250112
100,4500000378,00020,Material 10001,10001,23,UN,308.86,1,7103.78,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250112
100,4500000378,00030,Material 10002,10002,19,UN,856.82,1,16279.58,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250112
100,4500000378,00040,Material 10004,10004,38,UN,663.82,1,25225.16,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250112
100,4500000379,00010,Material 10282,10282,11,UN,646.28,1,7109.08,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250113
100,4500000380,00010,Material 10264,10264,2,UN,408.58,1,817.16,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250114
100,4500000380,00020,Material 10020,10020,18,UN,185.48,1,3338.64,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250114
100,4500000380,00030,Material 10180,10180,30,UN,629.95,1,18898.5,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250114
100,4500000380,00040,Material 10040,10040,34,UN,510.65,1,17362.1,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250114
100,4500000381,00010,Material 80033,80033,13,AU,289.06,1,3757.78,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20250115
100,4500000382,00010,Material 10253,10253,31,UN,331.22,1,10267.82,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250116
100,4500000383,00010,Material 10101,10101,23,UN,392.05,1,9017.15,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250117
100,4500000383,00020,Material 10213,10213,46,UN,768.64,1,35357.44,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250117
100,4500000383,00030,Material 30043,30043,5,L,228.26,1,1141.3,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20250117
100,4500000383,00040,Material 10166,10166,38,UN,318.8,1,12114.4,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250117
100,4500000384,00010,Material 10189,10189,38,UN,299.61,1,11385.18,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250118
100,4500000384,00020,Material 10100,10100,13,UN,580.99,1,7552.87,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250118
100,4500000385,00010,Material 80037,80037,45,AU,315.79,1,14210.55,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20250119
100,4500000385,00020,Material 30010,30010,7,L,69.43,1,486.01,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20250119
100,4500000386,00010,Material 30025,30025,39,L,57.36,1,2237.04,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250120
100,4500000386,00020,Material 10171,10171,47,UN,72.83,1,3423.01,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250120
100,4500000386,00030,Material 10251,10251,16,UN,422.47,1,6759.52,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250120
100,4500000387,00010,Material 10020,10020,46,UN,199.04,1,9155.84,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250121
100,4500000387,00020,Material 80047,80047,12,AU,212.36,1,2548.32,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20250121
100,4500000387,00030,Material 10279,10279,8,UN,154.95,1,1239.6,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250121
100,4500000387,00040,Material 10225,10225,5,UN,715.13,1,3575.65,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250121
100,4500000388,00010,Material 80045,80045,29,AU,606.29,1,17582.41,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20250122
100,4500000388,00020,Material 30033,30033,21,L,707.99,1,14867.79,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250122
100,4500000388,00030,Material 10061,10061,5,UN,727.37,1,3636.85,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250122
100,4500000389,00010,Material 10036,10036,6,UN,279.36,1,1676.16,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250123
100,4500000389,00020,Material 10105,10105,16,UN,792.9,1,12686.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250123
100,4500000390,00010,Material 10221,10221,47,UN,625.14,1,29381.58,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250124
100,4500000391,00010,Material 10260,10260,2,UN,232.59,1,465.18,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250125
100,4500000392,00010,Material 10002,10002,5,UN,695.78,1,3478.9,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250126
100,4500000392,00020,Material 10004,10004,6,UN,462.96,1,2777.76,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250126
100,4500000393,00010,Material 80028,80028,41,AU,193.67,1,7940.47,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20250127
100,4500000393,00020,Material 10032,10032,19,UN,475.9,1,9042.1,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250127
100,4500000393,00030,Material 10244,10244,1,UN,207.22,1,207.22,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250127
100,4500000393,00040,Material 10010,10010,18,UN,190.78,1,3434.04,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250127
100,4500000394,00010,Material 10022,10022,27,UN,320.92,1,8664.84,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250128
100,4500000395,00010,Material 10000,10000,13,UN,169.76,1,2206.88,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250129
100,4500000395,00020,Material 10002,10002,22,UN,924.04,1,20328.88,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250129
100,4500000395,00030,Material 10004,10004,20,UN,179.84,1,3596.8,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250129
100,4500000396,00010,Material 10066,10066,43,UN,113.81,1,4893.83,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250130
100,4500000396,00020,Material 30049,30049,5,L,583.08,1,2915.4,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250130
100,4500000396,00030,Material 30041,30041,39,L,718.42,1,28018.38,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250130
100,4500000396,00040,Material 10298,10298,36,UN,422.61,1,15213.96,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250130
100,4500000397,00010,Material 10111,10111,33,UN,410.29,1,13539.57,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250131
100,4500000398,00010,Material 80014,80014,30,AU,532.42,1,15972.6,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20250201
100,4500000398,00020,Material 10082,10082,3,UN,258.3,1,774.9,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250201
100,4500000399,00010,Material 10261,10261,6,UN,533.9,1,3203.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250202
100,4500000399,00020,Material 10233,10233,47,UN,217.51,1,10222.97,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250202
100,4500000399,00030,Material 10275,10275,36,UN,724.12,1,26068.32,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250202
100,4500000399,00040,Material 10255,10255,38,UN,542.99,1,20633.62,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250202
100,4500000400,00010,Material 10163,10163,33,UN,298.59,1,9853.47,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250203
100,4500000400,00020,Material 10291,10291,7,UN,625.42,1,4377.94,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250203
100,4500000400,00030,Material 80026,80026,21,AU,228.82,1,4805.22,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20250203
100,4500000400,00040,Material 30018,30018,9,L,74.73,1,672.57,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250203
100,4500000401,00010,Material 80045,80045,37,AU,287.15,1,10624.55,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20250204
100,4500000402,00010,Material 10071,10071,4,UN,604.16,1,2416.64,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250205
100,4500000403,00010,Material 10002,10002,44,UN,643.99,1,28335.56,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250206
100,4500000403,00020,Material 10002,10002,49,UN,257.14,1,12599.86,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250206
100,4500000403,00030,Material 10002,10002,19,UN,903.28,1,17162.32,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250206
100,4500000404,00010,Material 80029,80029,46,AU,723.12,1,33263.52,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20250207
100,4500000404,00020,Material 10054,10054,49,UN,743.74,1,36443.26,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250207
100,4500000405,00010,Material 10253,10253,49,UN,777.43,1,38094.07,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250208
100,4500000405,00020,Material 10088,10088,19,UN,351.9,1,6686.1,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250208
100,4500000405,00030,Material 10227,10227,24,UN,551.5,1,13236.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250208
100,4500000406,00010,Material 10247,10247,6,UN,441.36,1,2648.16,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250209
100,4500000406,00020,Material 10139,10139,10,UN,769.95,1,7699.5,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250209
100,4500000406,00030,Material 30044,30044,19,L,275.46,1,5233.74,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250209
100,4500000406,00040,Material 10030,10030,45,UN,244.07,1,10983.15,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250209
100,4500000407,00010,Material 30048,30048,1,L,223.2,1,223.2,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250210
100,4500000407,00020,Material 10167,10167,30,UN,632.42,1,18972.6,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250210
100,4500000407,00030,Material 10146,10146,43,UN,270.32,1,11623.76,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250210
100,4500000407,00040,Material 30036,30036,2,L,397.69,1,795.38,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250210
100,4500000408,00010,Material 30036,30036,14,L,529.32,1,7410.48,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20250211
100,4500000409,00010,Material 10133,10133,26,UN,681.11,1,17708.86,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250212
100,4500000409,00020,Material 10145,10145,30,UN,66.75,1,2002.5,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250212
100,4500000410,00010,Material 10125,10125,9,UN,235.6,1,2120.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250213
100,4500000410,00020,Material 10135,10135,23,UN,567.0,1,13041.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250213
100,4500000410,00030,Material 10190,10190,7,UN,432.58,1,3028.06,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250213
100,4500000411,00010,Material 10002,10002,16,UN,873.18,1,13970.88,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250214
100,4500000411,00020,Material 10002,10002,13,UN,715.96,1,9307.48,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250214
100,4500000412,00010,Material 10107,10107,25,UN,153.55,1,3838.75,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250215
100,4500000412,00020,Material 80032,80032,43,AU,166.13,1,7143.59,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20250215
100,4500000412,00030,Material 10037,10037,22,UN,243.38,1,5354.36,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250215
100,4500000413,00010,Material 10052,10052,16,UN,602.75,1,9644.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250216
100,4500000413,00020,Material 10298,10298,14,UN,89.57,1,1253.98,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250216
100,4500000413,00030,Material 10184,10184,9,UN,182.4,1,1641.6,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250216
100,4500000413,00040,Material 10158,10158,17,UN,172.96,1,2940.32,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250216
100,4500000414,00010,Material 10161,10161,50,UN,368.32,1,18416.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250217
100,4500000414,00020,Material 10209,10209,7,UN,772.49,1,5407.43,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250217
100,4500000415,00010,Material 30009,30009,6,L,450.45,1,2702.7,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20250218
100,4500000415,00020,Material 10168,10168,21,UN,207.24,1,4352.04,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250218
100,4500000415,00030,Material 30046,30046,21,L,451.49,1,9481.29,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20250218
100,4500000415,00040,Material 10205,10205,34,UN,145.44,1,4944.96,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250218
100,4500000416,00010,Material 10016,10016,12,UN,649.3,1,7791.6,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250219
100,4500000416,00020,Material 10099,10099,23,UN,466.37,1,10726.51,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250219
100,4500000416,00030,Material 10117,10117,23,UN,433.38,1,9967.74,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250219
100,4500000417,00010,Material 10014,10014,32,UN,287.11,1,9187.52,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250220
100,4500000417,00020,Material 10254,10254,46,UN,549.24,1,25265.04,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250220
100,4500000417,00030,Material 10299,10299,44,UN,711.89,1,31323.16,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250220
100,4500000418,00010,Material 10092,10092,18,UN,577.81,1,10400.58,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250221
100,4500000418,00020,Material 10252,10252,32,UN,411.82,1,13178.24,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250221
100,4500000418,00030,Material 30048,30048,18,L,474.12,1,8534.16,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20250221
100,4500000419,00010,Material 10024,10024,28,UN,56.53,1,1582.84,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250222
100,4500000420,00010,Material 10186,10186,24,UN,651.75,1,15642.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250223
100,4500000420,00020,Material 10236,10236,38,UN,220.9,1,8394.2,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250223
100,4500000420,00030,Material 10287,10287,23,UN,727.41,1,16730.43,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250223
100,4500000420,00040,Material 10148,10148,42,UN,653.35,1,27440.7,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250223
100,4500000421,00010,Material 10002,10002,17,UN,788.84,1,13410.28,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250224
100,4500000421,00020,Material 10001,10001,39,UN,451.56,1,17610.84,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250224
100,4500000422,00010,Material 10239,10239,2,UN,380.27,1,760.54,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250225
100,4500000422,00020,Material 10203,10203,9,UN,320.43,1,2883.87,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250225
100,4500000422,00030,Material 10053,10053,46,UN,407.69,1,18753.74,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250225
100,4500000423,00010,Material 30033,30033,44,L,783.9,1,34491.6,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250226
100,4500000423,00020,Material 10299,10299,20,UN,234.89,1,4697.8,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250226
100,4500000424,00010,Material 10079,10079,44,UN,743.49,1,32713.56,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250227
100,4500000424,00020,Material 10046,10046,32,UN,493.65,1,15796.8,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250227
100,4500000424,00030,Material 10291,10291,27,UN,594.43,1,16049.61,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250227
100,4500000425,00010,Material 10088,10088,29,UN,593.85,1,17221.65,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250228
100,4500000426,00010,Material 10067,10067,10,UN,748.83,1,7488.3,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250301
100,4500000426,00020,Material 10012,10012,11,UN,209.96,1,2309.56,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250301
100,4500000427,00010,Material 30013,30013,2,L,624.83,1,1249.66,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20250302
100,4500000427,00020,Material 10020,10020,18,UN,596.3,1,10733.4,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250302
100,4500000427,00030,Material 10172,10172,43,UN,324.94,1,13972.42,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250302
100,4500000428,00010,Material 10003,10003,9,UN,580.51,1,5224.59,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250303
100,4500000428,00020,Material 10067,10067,35,UN,588.84,1,20609.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250303
100,4500000428,00030,Material 10019,10019,31,UN,631.21,1,19567.51,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250303
100,4500000429,00010,Material 10226,10226,50,UN,748.44,1,37422.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250304
100,4500000429,00020,Material 10251,10251,31,UN,645.94,1,20024.14,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250304
100,4500000430,00010,Material 80027,80027,30,AU,195.14,1,5854.2,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20250305
100,4500000430,00020,Material 10068,10068,46,UN,380.35,1,17496.1,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250305
100,4500000431,00010,Material 10061,10061,3,UN,58.94,1,176.82,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250306
100,4500000431,00020,Material 10000,10000,32,UN,380.77,1,12184.64,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250306
100,4500000431,00030,Material 10034,10034,17,UN,195.28,1,3319.76,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250306
100,4500000432,00010,Material 10175,10175,14,UN,705.94,1,9883.16,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250307
100,4500000432,00020,Material 10184,10184,23,UN,407.3,1,9367.9,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250307
100,4500000432,00030,Material 10013,10013,23,UN,186.14,1,4281.22,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250307
100,4500000432,00040,Material 10290,10290,36,UN,195.91,1,7052.76,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250307
100,4500000433,00010,Material 10119,10119,30,UN,386.97,1,11609.1,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250308
100,4500000433,00020,Material 10116,10116,7,UN,786.8,1,5507.6,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250308
100,4500000434,00010,Material 30000,30000,45,L,390.4,1,17568.0,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20250309
100,4500000434,00020,Material 80010,80010,41,AU,672.09,1,27555.69,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20250309
100,4500000435,00010,Material 10077,10077,12,UN,70.64,1,847.68,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250310
100,4500000435,00020,Material 80021,80021,31,AU,114.04,1,3535.24,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20250310
100,4500000435,00030,Material 30035,30035,8,L,441.84,1,3534.72,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250310
100,4500000435,00040,Material 30035,30035,18,L,310.38,1,5586.84,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250310
100,4500000436,00010,Material 10000,10000,21,UN,789.62,1,16582.02,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250311
100,4500000436,00020,Material 10004,10004,34,UN,709.43,1,24120.62,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20250311
100,4500000437,00010,Material 10282,10282,34,UN,453.82,1,15429.88,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250312
100,4500000438,00010,Material 30025,30025,18,L,141.32,1,2543.76,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20250313
100,4500000438,00020,Material 10012,10012,4,UN,382.78,1,1531.12,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20250313
