MANDT,VBELN,POSNR,PARVW,KUNNR,LIFNR,LAND1,ADRNR
100,0001000259,000000,AG,0000010006,,JP,0000040678
100,0001000259,000000,WE,0000010006,,JP,0000066417
100,0001000259,000000,RE,0000010006,,JP,0000021751
100,0001000259,000000,RG,0000010006,,JP,0000001450
100,0001000260,000000,AG,0000010029,,CN,0000020098
100,0001000260,000000,WE,0000010029,,CN,0000049536
100,0001000260,000000,RE,0000010029,,CN,0000043274
100,0001000260,000000,RG,0000010029,,CN,0000086589
100,0001000261,000000,AG,0000010000,,CN,0000000075
100,0001000261,000000,WE,0000010000,,CN,0000008681
100,0001000261,000000,RE,0000010000,,CN,0000021417
100,0001000261,000000,RG,0000010000,,CN,0000004911
100,0001000262,000000,AG,0000010021,,KR,0000032152
100,0001000262,000000,WE,0000010021,,KR,0000029649
100,0001000262,000000,RE,0000010021,,KR,0000002914
100,0001000262,000000,RG,0000010021,,KR,0000056869
100,0001000263,000000,AG,0000010000,,CN,0000010634
100,0001000263,000000,WE,0000010000,,CN,0000031785
100,0001000263,000000,RE,0000010000,,CN,0000021293
100,0001000263,000000,RG,0000010000,,CN,0000081666
100,0001000264,000000,AG,0000010021,,KR,0000077785
100,0001000264,000000,WE,0000010021,,KR,0000049395
100,0001000264,000000,RE,0000010021,,KR,0000010864
100,0001000264,000000,RG,0000010021,,KR,0000013194
100,0001000265,000000,AG,0000010001,,CN,0000014096
100,0001000265,000000,WE,0000010001,,CN,0000035040
100,0001000265,000000,RE,0000010001,,CN,0000077775
100,0001000265,000000,RG,0000010001,,CN,0000038199
100,0001000266,000000,AG,0000010001,,CN,0000092175
100,0001000266,000000,WE,0000010001,,CN,0000020345
100,0001000266,000000,RE,0000010001,,CN,0000004824
100,0001000266,000000,RG,0000010001,,CN,0000010415
100,0001000267,000000,AG,0000010027,,JP,0000051061
100,0001000267,000000,WE,0000010027,,JP,0000024454
100,0001000267,000000,RE,0000010027,,JP,0000065224
100,0001000267,000000,RG,0000010027,,JP,0000060753
100,0001000268,000000,AG,0000010000,,CN,0000082777
100,0001000268,000000,WE,0000010000,,CN,0000047282
100,0001000268,000000,RE,0000010000,,CN,0000093241
100,0001000268,000000,RG,0000010000,,CN,0000044953
100,0001000269,000000,AG,0000010002,,CN,0000062196
100,0001000269,000000,WE,0000010002,,CN,0000054690
100,0001000269,000000,RE,0000010002,,CN,0000060758
100,0001000269,000000,RG,0000010002,,CN,0000079792
100,0001000270,000000,AG,0000010002,,CN,0000054625
100,0001000270,000000,WE,0000010002,,CN,0000002143
100,0001000270,000000,RE,0000010002,,CN,0000065766
100,0001000270,000000,RG,0000010002,,CN,0000096044
100,0001000271,000000,AG,0000010024,,KR,0000026751
100,0001000271,000000,WE,0000010024,,KR,0000095573
100,0001000271,000000,RE,0000010024,,KR,0000021484
100,0001000271,000000,RG,0000010024,,KR,0000047374
100,0001000272,000000,AG,0000010004,,CN,0000046300
100,0001000272,000000,WE,0000010004,,CN,0000023121
100,0001000272,000000,RE,0000010004,,CN,0000050841
100,0001000272,000000,RG,0000010004,,CN,0000024812
100,0001000273,000000,AG,0000010002,,CN,0000086118
100,0001000273,000000,WE,0000010002,,CN,0000064799
100,0001000273,000000,RE,0000010002,,CN,0000073068
100,0001000273,000000,RG,0000010002,,CN,0000060012
100,0001000274,000000,AG,0000010001,,CN,0000041559
100,0001000274,000000,WE,0000010001,,CN,0000032249
100,0001000274,000000,RE,0000010001,,CN,0000040903
100,0001000274,000000,RG,0000010001,,CN,0000070397
100,0001000275,000000,AG,0000010001,,CN,0000012200
100,0001000275,000000,WE,0000010001,,CN,0000018013
100,0001000275,000000,RE,0000010001,,CN,0000068807
100,0001000275,000000,RG,0000010001,,CN,0000079025
100,0001000276,000000,AG,0000010001,,CN,0000040881
100,0001000276,000000,WE,0000010001,,CN,0000055073
100,0001000276,000000,RE,0000010001,,CN,0000012186
100,0001000276,000000,RG,0000010001,,CN,0000086232
100,0001000277,000000,AG,0000010000,,CN,0000016602
100,0001000277,000000,WE,0000010000,,CN,0000022200
100,0001000277,000000,RE,0000010000,,CN,0000096714
100,0001000277,000000,RG,0000010000,,CN,0000089450
100,0001000278,000000,AG,0000010002,,CN,0000065232
100,0001000278,000000,WE,0000010002,,CN,0000000191
100,0001000278,000000,RE,0000010002,,CN,0000015023
100,0001000278,000000,RG,0000010002,,CN,0000053156
100,0001000279,000000,AG,0000010046,,CN,0000044743
100,0001000279,000000,WE,0000010046,,CN,0000027045
100,0001000279,000000,RE,0000010046,,CN,0000058599
100,0001000279,000000,RG,0000010046,,CN,0000018925
100,0001000280,000000,AG,0000010040,,US,0000056793
100,0001000280,000000,WE,0000010040,,US,0000060763
100,0001000280,000000,RE,0000010040,,US,0000020789
100,0001000280,000000,RG,0000010040,,US,0000008049
100,0001000281,000000,AG,0000010030,,KR,0000028689
100,0001000281,000000,WE,0000010030,,KR,0000072319
100,0001000281,000000,RE,0000010030,,KR,0000066808
100,0001000281,000000,RG,0000010030,,KR,0000084134
100,0001000282,000000,AG,0000010001,,CN,0000063049
100,0001000282,000000,WE,0000010001,,CN,0000025352
100,0001000282,000000,RE,0000010001,,CN,0000024560
100,0001000282,000000,RG,0000010001,,CN,0000014217
100,0001000283,000000,AG,0000010001,,CN,0000026865
100,0001000283,000000,WE,0000010001,,CN,0000061222
100,0001000283,000000,RE,0000010001,,CN,0000054049
100,0001000283,000000,RG,0000010001,,CN,0000070121
100,0001000284,000000,AG,0000010001,,CN,0000095508
100,0001000284,000000,WE,0000010001,,CN,0000000834
100,0001000284,000000,RE,0000010001,,CN,0000064167
100,0001000284,000000,RG,0000010001,,CN,0000028359
100,0001000285,000000,AG,0000010000,,CN,0000015451
100,0001000285,000000,WE,0000010000,,CN,0000095125
100,0001000285,000000,RE,0000010000,,CN,0000094905
100,0001000285,000000,RG,0000010000,,CN,0000026761
100,0001000286,000000,AG,0000010026,,US,0000088755
100,0001000286,000000,WE,0000010026,,US,0000069582
100,0001000286,000000,RE,0000010026,,US,0000077554
100,0001000286,000000,RG,0000010026,,US,0000076759
100,0001000287,000000,AG,0000010001,,CN,0000085152
100,0001000287,000000,WE,0000010001,,CN,0000076109
100,0001000287,000000,RE,0000010001,,CN,0000093383
100,0001000287,000000,RG,0000010001,,CN,0000096681
100,0001000288,000000,AG,0000010000,,CN,0000019376
100,0001000288,000000,WE,0000010000,,CN,0000081900
100,0001000288,000000,RE,0000010000,,CN,0000057980
100,0001000288,000000,RG,0000010000,,CN,0000009364
100,0001000289,000000,AG,0000010049,,JP,0000063017
100,0001000289,000000,WE,0000010049,,JP,0000012880
100,0001000289,000000,RE,0000010049,,JP,0000057538
100,0001000289,000000,RG,0000010049,,JP,0000070652
100,0001000290,000000,AG,0000010032,,CN,0000041172
100,0001000290,000000,WE,0000010032,,CN,0000049735
100,0001000290,000000,RE,0000010032,,CN,0000061457
100,0001000290,000000,RG,0000010032,,CN,0000005294
100,0001000291,000000,AG,0000010001,,CN,0000005489
100,0001000291,000000,WE,0000010001,,CN,0000072423
100,0001000291,000000,RE,0000010001,,CN,0000093624
100,0001000291,000000,RG,0000010001,,CN,0000005162
100,0001000292,000000,AG,0000010000,,CN,0000065333
100,0001000292,000000,WE,0000010000,,CN,0000032639
100,0001000292,000000,RE,0000010000,,CN,0000067590
100,0001000292,000000,RG,0000010000,,CN,0000025410
100,0001000293,000000,AG,0000010033,,CN,0000051103
100,0001000293,000000,WE,0000010033,,CN,0000020536
100,0001000293,000000,RE,0000010033,,CN,0000046489
100,0001000293,000000,RG,0000010033,,CN,0000098343
100,0001000294,000000,AG,0000010030,,KR,0000091411
100,0001000294,000000,WE,0000010030,,KR,0000065664
100,0001000294,000000,RE,0000010030,,KR,0000067994
100,0001000294,000000,RG,0000010030,,KR,0000023391
100,0001000295,000000,AG,0000010018,,CN,0000029083
100,0001000295,000000,WE,0000010018,,CN,0000018536
100,0001000295,000000,RE,0000010018,,CN,0000013393
100,0001000295,000000,RG,0000010018,,CN,0000011805
100,0001000296,000000,AG,0000010000,,CN,0000072424
100,0001000296,000000,WE,0000010000,,CN,0000094410
100,0001000296,000000,RE,0000010000,,CN,0000068744
100,0001000296,000000,RG,0000010000,,CN,0000001099
100,0001000297,000000,AG,0000010001,,CN,0000017554
100,0001000297,000000,WE,0000010001,,CN,0000007595
100,0001000297,000000,RE,0000010001,,CN,0000009995
100,0001000297,000000,RG,0000010001,,CN,0000040794
100,0001000298,000000,AG,0000010000,,CN,0000095778
100,0001000298,000000,WE,0000010000,,CN,0000038529
100,0001000298,000000,RE,0000010000,,CN,0000017047
100,0001000298,000000,RG,0000010000,,CN,0000068116
100,0001000299,000000,AG,0000010000,,CN,0000079617
100,0001000299,000000,WE,0000010000,,CN,0000011585
100,0001000299,000000,RE,0000010000,,CN,0000099974
100,0001000299,000000,RG,0000010000,,CN,0000003575
100,0001000300,000000,AG,0000010022,,CN,0000081420
100,0001000300,000000,WE,0000010022,,CN,0000027638
100,0001000300,000000,RE,0000010022,,CN,0000068747
100,0001000300,000000,RG,0000010022,,CN,0000034575
100,0001000301,000000,AG,0000010001,,CN,0000076133
100,0001000301,000000,WE,0000010001,,CN,0000092740
100,0001000301,000000,RE,0000010001,,CN,0000008499
100,0001000301,000000,RG,0000010001,,CN,0000037926
100,0001000302,000000,AG,0000010036,,JP,0000032533
100,0001000302,000000,WE,0000010036,,JP,0000019259
100,0001000302,000000,RE,0000010036,,JP,0000043301
100,0001000302,000000,RG,0000010036,,JP,0000074101
100,0001000303,000000,AG,0000010000,,CN,0000084140
100,0001000303,000000,WE,0000010000,,CN,0000057933
100,0001000303,000000,RE,0000010000,,CN,0000022796
100,0001000303,000000,RG,0000010000,,CN,0000098210
100,0001000304,000000,AG,0000010035,,JP,0000071992
100,0001000304,000000,WE,0000010035,,JP,0000019300
100,0001000304,000000,RE,0000010035,,JP,0000053246
100,0001000304,000000,RG,0000010035,,JP,0000077400
100,0001000305,000000,AG,0000010000,,CN,0000098360
100,0001000305,000000,WE,0000010000,,CN,0000015754
100,0001000305,000000,RE,0000010000,,CN,0000033022
100,0001000305,000000,RG,0000010000,,CN,0000025172
100,0001000306,000000,AG,0000010010,,CN,0000025341
100,0001000306,000000,WE,0000010010,,CN,0000080202
100,0001000306,000000,RE,0000010010,,CN,0000043889
100,0001000306,000000,RG,0000010010,,CN,0000003341
100,0001000307,000000,AG,0000010000,,CN,0000007627
100,0001000307,000000,WE,0000010000,,CN,0000093627
100,0001000307,000000,RE,0000010000,,CN,0000058855
100,0001000307,000000,RG,0000010000,,CN,0000018315
100,0001000308,000000,AG,0000010003,,CN,0000026564
100,0001000308,000000,WE,0000010003,,CN,0000059490
100,0001000308,000000,RE,0000010003,,CN,0000030424
100,0001000308,000000,RG,0000010003,,CN,0000011690
100,0001000309,000000,AG,0000010000,,CN,0000061307
100,0001000309,000000,WE,0000010000,,CN,0000064979
100,0001000309,000000,RE,0000010000,,CN,0000071581
100,0001000309,000000,RG,0000010000,,CN,0000075162
100,0001000310,000000,AG,0000010010,,CN,0000014193
100,0001000310,000000,WE,0000010010,,CN,0000018583
100,0001000310,000000,RE,0000010010,,CN,0000060714
100,0001000310,000000,RG,0000010010,,CN,0000097114
100,0001000311,000000,AG,0000010001,,CN,0000075029
100,0001000311,000000,WE,0000010001,,CN,0000098340
100,0001000311,000000,RE,0000010001,,CN,0000058936
100,0001000311,000000,RG,0000010001,,CN,0000096835
100,0001000312,000000,AG,0000010001,,CN,0000070658
100,0001000312,000000,WE,0000010001,,CN,0000058627
100,0001000312,000000,RE,0000010001,,CN,0000013750
100,0001000312,000000,RG,0000010001,,CN,0000090014
100,0001000313,000000,AG,0000010002,,CN,0000030121
100,0001000313,000000,WE,0000010002,,CN,0000086811
100,0001000313,000000,RE,0000010002,,CN,0000071079
100,0001000313,000000,RG,0000010002,,CN,0000056774
100,0001000314,000000,AG,0000010002,,CN,0000049867
100,0001000314,000000,WE,0000010002,,CN,0000010223
100,0001000314,000000,RE,0000010002,,CN,0000080482
100,0001000314,000000,RG,0000010002,,CN,0000008321
100,0001000315,000000,AG,0000010002,,CN,0000048324
100,0001000315,000000,WE,0000010002,,CN,0000006799
100,0001000315,000000,RE,0000010002,,CN,0000091161
100,0001000315,000000,RG,0000010002,,CN,0000035302
100,0001000316,000000,AG,0000010000,,CN,0000077804
100,0001000316,000000,WE,0000010000,,CN,0000051652
100,0001000316,000000,RE,0000010000,,CN,0000025705
100,0001000316,000000,RG,0000010000,,CN,0000018397
100,0001000317,000000,AG,0000010014,,US,0000094690
100,0001000317,000000,WE,0000010014,,US,0000063348
100,0001000317,000000,RE,0000010014,,US,0000023318
100,0001000317,000000,RG,0000010014,,US,0000045004
100,0001000318,000000,AG,0000010002,,CN,0000042001
100,0001000318,000000,WE,0000010002,,CN,0000099089
100,0001000318,000000,RE,0000010002,,CN,0000063933
100,0001000318,000000,RG,0000010002,,CN,0000089143
100,0001000319,000000,AG,0000010007,,KR,0000038490
100,0001000319,000000,WE,0000010007,,KR,0000059465
100,0001000319,000000,RE,0000010007,,KR,0000014094
100,0001000319,000000,RG,0000010007,,KR,0000042831
100,0001000320,000000,AG,0000010001,,CN,0000080704
100,0001000320,000000,WE,0000010001,,CN,0000069365
100,0001000320,000000,RE,0000010001,,CN,0000015993
100,0001000320,000000,RG,0000010001,,CN,0000091237
100,0001000321,000000,AG,0000010000,,CN,0000066875
100,0001000321,000000,WE,0000010000,,CN,0000044209
100,0001000321,000000,RE,0000010000,,CN,0000097099
100,0001000321,000000,RG,0000010000,,CN,0000087729
100,0001000322,000000,AG,0000010000,,CN,0000009536
100,0001000322,000000,WE,0000010000,,CN,0000030989
100,0001000322,000000,RE,0000010000,,CN,0000017188
100,0001000322,000000,RG,0000010000,,CN,0000084234
100,0001000323,000000,AG,0000010000,,CN,0000097898
100,0001000323,000000,WE,0000010000,,CN,0000000835
100,0001000323,000000,RE,0000010000,,CN,0000017005
100,0001000323,000000,RG,0000010000,,CN,0000048011
100,0001000324,000000,AG,0000010002,,CN,0000064165
100,0001000324,000000,WE,0000010002,,CN,0000020992
100,0001000324,000000,RE,0000010002,,CN,0000026734
100,0001000324,000000,RG,0000010002,,CN,0000094051
100,0001000325,000000,AG,0000010030,,KR,0000066969
100,0001000325,000000,WE,0000010030,,KR,0000087790
100,0001000325,000000,RE,0000010030,,KR,0000097243
100,0001000325,000000,RG,0000010030,,KR,0000059451
100,0001000326,000000,AG,0000010002,,CN,0000022616
100,0001000326,000000,WE,0000010002,,CN,0000020342
100,0001000326,000000,RE,0000010002,,CN,0000075583
100,0001000326,000000,RG,0000010002,,CN,0000074302
100,0001000327,000000,AG,0000010002,,CN,0000034968
100,0001000327,000000,WE,0000010002,,CN,0000054772
100,0001000327,000000,RE,0000010002,,CN,0000016012
100,0001000327,000000,RG,0000010002,,CN,0000064108
100,0001000328,000000,AG,0000010036,,JP,0000078106
100,0001000328,000000,WE,0000010036,,JP,0000061409
100,0001000328,000000,RE,0000010036,,JP,0000099582
100,0001000328,000000,RG,0000010036,,JP,0000069075
100,0001000329,000000,AG,0000010002,,CN,0000064088
100,0001000329,000000,WE,0000010002,,CN,0000079506
100,0001000329,000000,RE,0000010002,,CN,0000089918
100,0001000329,000000,RG,0000010002,,CN,0000061028
100,0001000330,000000,AG,0000010001,,CN,0000060322
100,0001000330,000000,WE,0000010001,,CN,0000008705
100,0001000330,000000,RE,0000010001,,CN,0000045468
100,0001000330,000000,RG,0000010001,,CN,0000021366
100,0001000331,000000,AG,0000010000,,CN,0000052143
100,0001000331,000000,WE,0000010000,,CN,0000006347
100,0001000331,000000,RE,0000010000,,CN,0000083007
100,0001000331,000000,RG,0000010000,,CN,0000019783
100,0001000332,000000,AG,0000010002,,CN,0000097882
100,0001000332,000000,WE,0000010002,,CN,0000095641
100,0001000332,000000,RE,0000010002,,CN,0000028062
100,0001000332,000000,RG,0000010002,,CN,0000004853
100,0001000333,000000,AG,0000010001,,CN,0000042814
100,0001000333,000000,WE,0000010001,,CN,0000017647
100,0001000333,000000,RE,0000010001,,CN,0000019678
100,0001000333,000000,RG,0000010001,,CN,0000078162
100,0001000334,000000,AG,0000010047,,CN,0000072050
100,0001000334,000000,WE,0000010047,,CN,0000042814
100,0001000334,000000,RE,0000010047,,CN,0000070732
100,0001000334,000000,RG,0000010047,,CN,0000048063
100,0001000335,000000,AG,0000010002,,CN,0000077439
100,0001000335,000000,WE,0000010002,,CN,0000002934
100,0001000335,000000,RE,0000010002,,CN,0000054047
100,0001000335,000000,RG,0000010002,,CN,0000029911
100,0001000336,000000,AG,0000010043,,KR,0000081646
100,0001000336,000000,WE,0000010043,,KR,0000008505
100,0001000336,000000,RE,0000010043,,KR,0000048614
100,0001000336,000000,RG,0000010043,,KR,0000058041
100,0001000337,000000,AG,0000010000,,CN,0000054077
100,0001000337,000000,WE,0000010000,,CN,0000072594
100,0001000337,000000,RE,0000010000,,CN,0000030128
100,0001000337,000000,RG,0000010000,,CN,0000013157
100,0001000338,000000,AG,0000010028,,US,0000053555
100,0001000338,000000,WE,0000010028,,US,0000059371
100,0001000338,000000,RE,0000010028,,US,0000013326
100,0001000338,000000,RG,0000010028,,US,0000032310
100,0001000339,000000,AG,0000010000,,CN,0000078140
100,0001000339,000000,WE,0000010000,,CN,0000033261
100,0001000339,000000,RE,0000010000,,CN,0000065035
100,0001000339,000000,RG,0000010000,,CN,0000003891
100,0001000340,000000,AG,0000010027,,JP,0000055780
100,0001000340,000000,WE,0000010027,,JP,0000013130
100,0001000340,000000,RE,0000010027,,JP,0000040712
100,0001000340,000000,RG,0000010027,,JP,0000043298
100,0001000341,000000,AG,0000010037,,JP,0000087519
100,0001000341,000000,WE,0000010037,,JP,0000092764
100,0001000341,000000,RE,0000010037,,JP,0000008622
100,0001000341,000000,RG,0000010037,,JP,0000041507
100,0001000342,000000,AG,0000010033,,CN,0000028349
100,0001000342,000000,WE,0000010033,,CN,0000063565
100,0001000342,000000,RE,0000010033,,CN,0000037573
100,0001000342,000000,RG,0000010033,,CN,0000006437
100,0001000343,000000,AG,0000010038,,CN,0000067577
100,0001000343,000000,WE,0000010038,,CN,0000060391
100,0001000343,000000,RE,0000010038,,CN,0000070852
100,0001000343,000000,RG,0000010038,,CN,0000022483
100,0001000344,000000,AG,0000010005,,CN,0000002938
100,0001000344,000000,WE,0000010005,,CN,0000095808
100,0001000344,000000,RE,0000010005,,CN,0000070452
100,0001000344,000000,RG,0000010005,,CN,0000066015
100,0001000345,000000,AG,0000010000,,CN,0000001512
100,0001000345,000000,WE,0000010000,,CN,0000070661
100,0001000345,000000,RE,0000010000,,CN,0000022620
100,0001000345,000000,RG,0000010000,,CN,0000008090
100,0001000346,000000,AG,0000010001,,CN,0000062540
100,0001000346,000000,WE,0000010001,,CN,0000087109
100,0001000346,000000,RE,0000010001,,CN,0000083282
100,0001000346,000000,RG,0000010001,,CN,0000006557
100,0001000347,000000,AG,0000010000,,CN,0000079266
100,0001000347,000000,WE,0000010000,,CN,0000055265
100,0001000347,000000,RE,0000010000,,CN,0000092014
100,0001000347,000000,RG,0000010000,,CN,0000083841
100,0001000348,000000,AG,0000010000,,CN,0000016392
100,0001000348,000000,WE,0000010000,,CN,0000000045
100,0001000348,000000,RE,0000010000,,CN,0000065868
100,0001000348,000000,RG,0000010000,,CN,0000075219
100,0001000349,000000,AG,0000010000,,CN,0000083899
100,0001000349,000000,WE,0000010000,,CN,0000021397
100,0001000349,000000,RE,0000010000,,CN,0000026814
100,0001000349,000000,RG,0000010000,,CN,0000093682
100,0001000350,000000,AG,0000010002,,CN,0000041666
100,0001000350,000000,WE,0000010002,,CN,0000085235
100,0001000350,000000,RE,0000010002,,CN,0000004138
100,0001000350,000000,RG,0000010002,,CN,0000025330
100,0001000351,000000,AG,0000010002,,CN,0000019066
100,0001000351,000000,WE,0000010002,,CN,0000012701
100,0001000351,000000,RE,0000010002,,CN,0000035586
100,0001000351,000000,RG,0000010002,,CN,0000010436
100,0001000352,000000,AG,0000010002,,CN,0000086496
100,0001000352,000000,WE,0000010002,,CN,0000006462
100,0001000352,000000,RE,0000010002,,CN,0000014503
100,0001000352,000000,RG,0000010002,,CN,0000016269
100,0001000353,000000,AG,0000010000,,CN,0000016485
100,0001000353,000000,WE,0000010000,,CN,0000013109
100,0001000353,000000,RE,0000010000,,CN,0000067459
100,0001000353,000000,RG,0000010000,,CN,0000075926
100,0001000354,000000,AG,0000010016,,KR,0000053800
100,0001000354,000000,WE,0000010016,,KR,0000006554
100,0001000354,000000,RE,0000010016,,KR,0000042845
100,0001000354,000000,RG,0000010016,,KR,0000057122
100,0001000355,000000,AG,0000010001,,CN,0000037905
100,0001000355,000000,WE,0000010001,,CN,0000007104
100,0001000355,000000,RE,0000010001,,CN,0000014209
100,0001000355,000000,RG,0000010001,,CN,0000051969
100,0001000356,000000,AG,0000010000,,CN,0000013097
100,0001000356,000000,WE,0000010000,,CN,0000012098
100,0001000356,000000,RE,0000010000,,CN,0000048826
100,0001000356,000000,RG,0000010000,,CN,0000065977
100,0001000357,000000,AG,0000010030,,KR,0000009980
100,0001000357,000000,WE,0000010030,,KR,0000019304
100,0001000357,000000,RE,0000010030,,KR,0000095742
100,0001000357,000000,RG,0000010030,,KR,0000014537
100,0001000358,000000,AG,0000010002,,CN,0000006180
100,0001000358,000000,WE,0000010002,,CN,0000004121
100,0001000358,000000,RE,0000010002,,CN,0000088582
100,0001000358,000000,RG,0000010002,,CN,0000056261
100,0001000359,000000,AG,0000010009,,KR,0000025118
100,0001000359,000000,WE,0000010009,,KR,0000072757
100,0001000359,000000,RE,0000010009,,KR,0000070635
100,0001000359,000000,RG,0000010009,,KR,0000049743
100,0001000360,000000,AG,0000010002,,CN,0000051949
100,0001000360,000000,WE,0000010002,,CN,0000057743
100,0001000360,000000,RE,0000010002,,CN,0000062151
100,0001000360,000000,RG,0000010002,,CN,0000066212
100,0001000361,000000,AG,0000010023,,CN,0000081540
100,0001000361,000000,WE,0000010023,,CN,0000074436
100,0001000361,000000,RE,0000010023,,CN,0000075928
100,0001000361,000000,RG,0000010023,,CN,0000055783
100,0001000362,000000,AG,0000010006,,JP,0000072974
100,0001000362,000000,WE,0000010006,,JP,0000085027
100,0001000362,000000,RE,0000010006,,JP,0000029673
100,0001000362,000000,RG,0000010006,,JP,0000077647
100,0001000363,000000,AG,0000010036,,JP,0000001954
100,0001000363,000000,WE,0000010036,,JP,0000024264
100,0001000363,000000,RE,0000010036,,JP,0000030150
100,0001000363,000000,RG,0000010036,,JP,0000023034
100,0001000364,000000,AG,0000010002,,CN,0000077285
100,0001000364,000000,WE,0000010002,,CN,0000066891
100,0001000364,000000,RE,0000010002,,CN,0000098975
100,0001000364,000000,RG,0000010002,,CN,0000006209
100,0001000365,000000,AG,0000010000,,CN,0000051110
100,0001000365,000000,WE,0000010000,,CN,0000055324
100,0001000365,000000,RE,0000010000,,CN,0000035216
100,0001000365,000000,RG,0000010000,,CN,0000012063
100,0001000366,000000,AG,0000010000,,CN,0000071859
100,0001000366,000000,WE,0000010000,,CN,0000026517
100,0001000366,000000,RE,0000010000,,CN,0000038562
100,0001000366,000000,RG,0000010000,,CN,0000072609
100,0001000367,000000,AG,0000010002,,CN,0000031031
100,0001000367,000000,WE,0000010002,,CN,0000016582
100,0001000367,000000,RE,0000010002,,CN,0000002920
100,0001000367,000000,RG,0000010002,,CN,0000011401
100,0001000368,000000,AG,0000010000,,CN,0000009782
100,0001000368,000000,WE,0000010000,,CN,0000012658
100,0001000368,000000,RE,0000010000,,CN,0000071017
100,0001000368,000000,RG,0000010000,,CN,0000088209
100,0001000369,000000,AG,0000010001,,CN,0000041807
100,0001000369,000000,WE,0000010001,,CN,0000057032
100,0001000369,000000,RE,0000010001,,CN,0000066296
100,0001000369,000000,RG,0000010001,,CN,0000016570
100,0001000370,000000,AG,0000010002,,CN,0000036700
100,0001000370,000000,WE,0000010002,,CN,0000000663
100,0001000370,000000,RE,0000010002,,CN,0000007657
100,0001000370,000000,RG,0000010002,,CN,0000011661
100,0001000371,000000,AG,0000010002,,CN,0000024371
100,0001000371,000000,WE,0000010002,,CN,0000056021
100,0001000371,000000,RE,0000010002,,CN,0000010600
100,0001000371,000000,RG,0000010002,,CN,0000097981
100,0001000372,000000,AG,0000010000,,CN,0000029754
100,0001000372,000000,WE,0000010000,,CN,0000084655
100,0001000372,000000,RE,0000010000,,CN,0000018462
100,0001000372,000000,RG,0000010000,,CN,0000074382
100,0001000373,000000,AG,0000010026,,US,0000087031
100,0001000373,000000,WE,0000010026,,US,0000080056
100,0001000373,000000,RE,0000010026,,US,0000052859
100,0001000373,000000,RG,0000010026,,US,0000029070
100,0001000374,000000,AG,0000010000,,CN,0000065980
100,0001000374,000000,WE,0000010000,,CN,0000025590
100,0001000374,000000,RE,0000010000,,CN,0000071718
100,0001000374,000000,RG,0000010000,,CN,0000039799
100,0001000375,000000,AG,0000010000,,CN,0000077866
100,0001000375,000000,WE,0000010000,,CN,0000004459
100,0001000375,000000,RE,0000010000,,CN,0000070890
100,0001000375,000000,RG,0000010000,,CN,0000043688
100,0001000376,000000,AG,0000010029,,CN,0000041305
100,0001000376,000000,WE,0000010029,,CN,0000035134
100,0001000376,000000,RE,0000010029,,CN,0000091572
100,0001000376,000000,RG,0000010029,,CN,0000010900
100,0001000377,000000,AG,0000010044,,CN,0000044537
100,0001000377,000000,WE,0000010044,,CN,0000004194
100,0001000377,000000,RE,0000010044,,CN,0000057418
100,0001000377,000000,RG,0000010044,,CN,0000037031
100,0001000378,000000,AG,0000010037,,JP,0000016523
100,0001000378,000000,WE,0000010037,,JP,0000004120
100,0001000378,000000,RE,0000010037,,JP,0000028117
100,0001000378,000000,RG,0000010037,,JP,0000056153
100,0001000379,000000,AG,0000010000,,CN,0000071762
100,0001000379,000000,WE,0000010000,,CN,0000007706
100,0001000379,000000,RE,0000010000,,CN,0000009659
100,0001000379,000000,RG,0000010000,,CN,0000071662
100,0001000380,000000,AG,0000010036,,JP,0000082954
100,0001000380,000000,WE,0000010036,,JP,0000045606
100,0001000380,000000,RE,0000010036,,JP,0000001449
100,0001000380,000000,RG,0000010036,,JP,0000009553
100,0001000381,000000,AG,0000010002,,CN,0000066904
100,0001000381,000000,WE,0000010002,,CN,0000033198
100,0001000381,000000,RE,0000010002,,CN,0000031848
100,0001000381,000000,RG,0000010002,,CN,0000001828
100,0001000382,000000,AG,0000010002,,CN,0000018543
100,0001000382,000000,WE,0000010002,,CN,0000059976
100,0001000382,000000,RE,0000010002,,CN,0000048503
100,0001000382,000000,RG,0000010002,,CN,0000046364
100,0001000383,000000,AG,0000010035,,JP,0000016318
100,0001000383,000000,WE,0000010035,,JP,0000068453
100,0001000383,000000,RE,0000010035,,JP,0000075085
100,0001000383,000000,RG,0000010035,,JP,0000064073
100,0001000384,000000,AG,0000010000,,CN,0000079151
100,0001000384,000000,WE,0000010000,,CN,0000028305
100,0001000384,000000,RE,0000010000,,CN,0000008804
100,0001000384,000000,RG,0000010000,,CN,0000071761
100,0001000385,000000,AG,0000010008,,JP,0000017731
100,0001000385,000000,WE,0000010008,,JP,0000086834
100,0001000385,000000,RE,0000010008,,JP,0000020381
100,0001000385,000000,RG,0000010008,,JP,0000007755
100,0001000386,000000,AG,0000010001,,CN,0000016672
100,0001000386,000000,WE,0000010001,,CN,0000091155
100,0001000386,000000,RE,0000010001,,CN,0000013532
100,0001000386,000000,RG,0000010001,,CN,0000031943
100,0001000387,000000,AG,0000010002,,CN,0000085428
100,0001000387,000000,WE,0000010002,,CN,0000021221
100,0001000387,000000,RE,0000010002,,CN,0000078410
100,0001000387,000000,RG,0000010002,,CN,0000011752
100,0001000388,000000,AG,0000010002,,CN,0000074382
