MANDT,EBELN,BUKRS,BSTYP,BSART,LIFNR,AEDAT,WAERS
100,4500000995,2000,F,NB,50094,2024-07-15,USD
100,4500000996,1000,F,NB,50060,2024-07-15,USD
100,4500000997,2000,F,NB,50010,2024-07-15,USD
100,4500000998,2000,F,NB,50051,2024-07-15,USD
100,4500000999,2000,F,NB,50003,2024-07-15,USD
100,4500001000,2000,F,NB,50286,2024-07-15,USD
100,4500001001,2000,F,NB,50209,2024-07-15,USD
100,4500001002,1000,F,NB,50245,2024-07-15,USD
100,4500001003,2000,F,NB,50086,2024-07-15,USD
100,4500001004,2000,F,NB,50137,2024-07-15,USD
100,4500001005,2000,F,NB,50146,2024-07-15,USD
100,4500001006,1000,F,NB,50198,2024-07-16,USD
100,4500001007,2000,F,NB,50257,2024-07-16,USD
100,4500001008,1000,F,NB,50053,2024-07-16,USD
100,4500001009,2000,F,NB,50034,2024-07-16,USD
100,4500001010,1000,F,NB,50111,2024-07-16,USD
100,4500001011,2000,F,NB,50010,2024-07-17,USD
100,4500001012,1000,F,NB,50010,2024-07-17,USD
100,4500001013,2000,F,NB,50080,2024-07-17,USD
100,4500001014,1000,F,NB,50010,2024-07-17,USD
100,4500001015,1000,F,NB,50010,2024-07-17,USD
100,4500001016,1000,F,NB,50010,2024-07-17,USD
100,4500001017,2000,F,NB,50010,2024-07-17,USD
100,4500001018,2000,F,NB,50194,2024-07-18,USD
100,4500001019,2000,F,NB,50010,2024-07-18,USD
100,4500001020,2000,F,NB,50010,2024-07-18,USD
100,4500001021,1000,F,NB,50280,2024-07-18,USD
100,4500001022,1000,F,NB,50235,2024-07-18,USD
100,4500001023,1000,F,NB,50248,2024-07-18,USD
100,4500001024,1000,F,NB,50039,2024-07-18,USD
100,4500001025,1000,F,NB,50154,2024-07-18,USD
100,4500001026,1000,F,NB,50236,2024-07-18,USD
100,4500001027,1000,F,NB,50072,2024-07-19,USD
100,4500001028,1000,F,NB,50112,2024-07-19,USD
100,4500001029,1000,F,NB,50286,2024-07-19,USD
100,4500001030,2000,F,NB,50010,2024-07-19,USD
100,4500001031,1000,F,NB,50010,2024-07-19,USD
100,4500001032,1000,F,NB,50044,2024-07-19,USD
100,4500001033,1000,F,NB,50010,2024-07-19,USD
100,4500001034,2000,F,NB,50010,2024-07-20,USD
100,4500001035,1000,F,NB,50010,2024-07-20,USD
100,4500001036,2000,F,NB,50010,2024-07-20,USD
100,4500001037,1000,F,NB,50010,2024-07-20,USD
100,4500001038,1000,F,NB,50010,2024-07-20,USD
100,4500001039,2000,F,NB,50171,2024-07-20,USD
100,4500001040,2000,F,NB,50166,2024-07-20,USD
100,4500001041,1000,F,NB,50052,2024-07-20,USD
100,4500001042,1000,F,NB,50009,2024-07-20,USD
100,4500001043,1000,F,NB,50207,2024-07-20,USD
100,4500001044,2000,F,NB,50173,2024-07-21,USD
100,4500001045,1000,F,NB,50097,2024-07-21,USD
100,4500001046,1000,F,NB,50033,2024-07-21,USD
100,4500001047,2000,F,NB,50006,2024-07-21,USD
100,4500001048,1000,F,NB,50259,2024-07-21,USD
100,4500001049,2000,F,NB,50010,2024-07-21,USD
100,4500001050,1000,F,NB,50010,2024-07-21,USD
100,4500001051,1000,F,NB,50123,2024-07-21,USD
100,4500001052,1000,F,NB,50010,2024-07-21,USD
100,4500001053,2000,F,NB,50124,2024-07-22,USD
100,4500001054,2000,F,NB,50010,2024-07-22,USD
100,4500001055,2000,F,NB,50288,2024-07-22,USD
100,4500001056,2000,F,NB,50091,2024-07-22,USD
100,4500001057,1000,F,NB,50010,2024-07-22,USD
100,4500001058,2000,F,NB,50010,2024-07-23,USD
100,4500001059,1000,F,NB,50048,2024-07-23,USD
100,4500001060,1000,F,NB,50192,2024-07-23,USD
100,4500001061,1000,F,NB,50263,2024-07-23,USD
100,4500001062,1000,F,NB,50274,2024-07-23,USD
100,4500001063,2000,F,NB,50142,2024-07-23,USD
100,4500001064,2000,F,NB,50010,2024-07-24,USD
100,4500001065,1000,F,NB,50010,2024-07-24,USD
100,4500001066,1000,F,NB,50010,2024-07-24,USD
100,4500001067,2000,F,NB,50037,2024-07-24,USD
100,4500001068,2000,F,NB,50010,2024-07-24,USD
100,4500001069,2000,F,NB,50201,2024-07-24,USD
100,4500001070,2000,F,NB,50051,2024-07-25,USD
100,4500001071,2000,F,NB,50010,2024-07-25,USD
100,4500001072,2000,F,NB,50010,2024-07-25,USD
100,4500001073,1000,F,NB,50010,2024-07-25,USD
100,4500001074,1000,F,NB,50136,2024-07-25,USD
100,4500001075,2000,F,NB,50171,2024-07-25,USD
100,4500001076,2000,F,NB,50257,2024-07-25,USD
100,4500001077,2000,F,NB,50174,2024-07-25,USD
100,4500001078,2000,F,NB,50093,2024-07-25,USD
100,4500001079,1000,F,NB,50010,2024-07-25,USD
100,4500001080,1000,F,NB,50010,2024-07-26,USD
100,4500001081,1000,F,NB,50040,2024-07-26,USD
100,4500001082,1000,F,NB,50258,2024-07-26,USD
100,4500001083,2000,F,NB,50075,2024-07-26,USD
100,4500001084,2000,F,NB,50010,2024-07-26,USD
100,4500001085,1000,F,NB,50188,2024-07-26,USD
100,4500001086,1000,F,NB,50095,2024-07-27,USD
100,4500001087,1000,F,NB,50097,2024-07-27,USD
100,4500001088,2000,F,NB,50010,2024-07-27,USD
100,4500001089,1000,F,NB,50235,2024-07-27,USD
100,4500001090,1000,F,NB,50081,2024-07-27,USD
100,4500001091,2000,F,NB,50283,2024-07-27,USD
100,4500001092,2000,F,NB,50134,2024-07-27,USD
100,4500001093,2000,F,NB,50010,2024-07-28,USD
100,4500001094,2000,F,NB,50117,2024-07-28,USD
100,4500001095,1000,F,NB,50029,2024-07-28,USD
100,4500001096,2000,F,NB,50010,2024-07-28,USD
100,4500001097,1000,F,NB,50010,2024-07-28,USD
100,4500001098,2000,F,NB,50010,2024-07-29,USD
100,4500001099,2000,F,NB,50295,2024-07-29,USD
100,4500001100,1000,F,NB,50195,2024-07-29,USD
100,4500001101,1000,F,NB,50010,2024-07-29,USD
100,4500001102,2000,F,NB,50288,2024-07-29,USD
100,4500001103,2000,F,NB,50293,2024-07-29,USD
100,4500001104,1000,F,NB,50180,2024-07-29,USD
100,4500001105,2000,F,NB,50056,2024-07-29,USD
100,4500001106,1000,F,NB,50056,2024-07-29,USD
100,4500001107,1000,F,NB,50148,2024-07-29,USD
100,4500001108,2000,F,NB,50157,2024-07-29,USD
100,4500001109,2000,F,NB,50010,2024-07-29,USD
100,4500001110,2000,F,NB,50265,2024-07-30,USD
100,4500001111,1000,F,NB,50010,2024-07-30,USD
100,4500001112,2000,F,NB,50075,2024-07-30,USD
100,4500001113,1000,F,NB,50104,2024-07-30,USD
100,4500001114,2000,F,NB,50040,2024-07-30,USD
100,4500001115,2000,F,NB,50043,2024-07-30,USD
100,4500001116,1000,F,NB,50010,2024-07-30,USD
100,4500001117,1000,F,NB,50010,2024-07-30,USD
100,4500001118,2000,F,NB,50276,2024-07-30,USD
100,4500001119,1000,F,NB,50143,2024-07-30,USD
100,4500001120,1000,F,NB,50010,2024-07-31,USD
100,4500001121,1000,F,NB,50010,2024-07-31,USD
100,4500001122,2000,F,NB,50034,2024-07-31,USD
100,4500001123,1000,F,NB,50218,2024-07-31,USD
100,4500001124,1000,F,NB,50010,2024-07-31,USD
100,4500001125,1000,F,NB,50010,2024-07-31,USD
100,4500001126,2000,F,NB,50010,2024-07-31,USD
100,4500001127,2000,F,NB,50010,2024-08-01,USD
100,4500001128,2000,F,NB,50259,2024-08-01,USD
100,4500001129,1000,F,NB,50010,2024-08-01,USD
100,4500001130,1000,F,NB,50010,2024-08-01,USD
100,4500001131,2000,F,NB,50115,2024-08-01,USD
100,4500001132,1000,F,NB,50056,2024-08-01,USD
100,4500001133,1000,F,NB,50010,2024-08-01,USD
100,4500001134,1000,F,NB,50010,2024-08-01,USD
100,4500001135,2000,F,NB,50137,2024-08-02,USD
100,4500001136,1000,F,NB,50204,2024-08-02,USD
100,4500001137,1000,F,NB,50059,2024-08-02,USD
100,4500001138,1000,F,NB,50161,2024-08-02,USD
100,4500001139,1000,F,NB,50038,2024-08-02,USD
100,4500001140,1000,F,NB,50020,2024-08-02,USD
100,4500001141,1000,F,NB,50010,2024-08-02,USD
100,4500001142,1000,F,NB,50000,2024-08-03,USD
100,4500001143,2000,F,NB,50268,2024-08-03,USD
100,4500001144,2000,F,NB,50111,2024-08-03,USD
100,4500001145,1000,F,NB,50010,2024-08-03,USD
100,4500001146,1000,F,NB,50057,2024-08-03,USD
100,4500001147,1000,F,NB,50208,2024-08-03,USD
100,4500001148,1000,F,NB,50010,2024-08-03,USD
100,4500001149,1000,F,NB,50096,2024-08-03,USD
100,4500001150,1000,F,NB,50010,2024-08-03,USD
100,4500001151,1000,F,NB,50277,2024-08-04,USD
100,4500001152,1000,F,NB,50010,2024-08-04,USD
100,4500001153,2000,F,NB,50236,2024-08-04,USD
100,4500001154,2000,F,NB,50246,2024-08-04,USD
100,4500001155,1000,F,NB,50065,2024-08-04,USD
100,4500001156,1000,F,NB,50153,2024-08-04,USD
100,4500001157,2000,F,NB,50204,2024-08-04,USD
100,4500001158,2000,F,NB,50010,2024-08-04,USD
100,4500001159,2000,F,NB,50010,2024-08-04,USD
100,4500001160,1000,F,NB,50234,2024-08-04,USD
100,4500001161,2000,F,NB,50060,2024-08-05,USD
100,4500001162,1000,F,NB,50148,2024-08-05,USD
100,4500001163,2000,F,NB,50053,2024-08-05,USD
100,4500001164,2000,F,NB,50276,2024-08-05,USD
100,4500001165,2000,F,NB,50121,2024-08-05,USD
100,4500001166,2000,F,NB,50026,2024-08-06,USD
100,4500001167,1000,F,NB,50010,2024-08-06,USD
100,4500001168,2000,F,NB,50205,2024-08-06,USD
100,4500001169,2000,F,NB,50070,2024-08-06,USD
100,4500001170,2000,F,NB,50132,2024-08-06,USD
100,4500001171,1000,F,NB,50160,2024-08-06,USD
100,4500001172,2000,F,NB,50111,2024-08-06,USD
100,4500001173,1000,F,NB,50201,2024-08-06,USD
100,4500001174,1000,F,NB,50237,2024-08-06,USD
100,4500001175,2000,F,NB,50137,2024-08-07,USD
100,4500001176,1000,F,NB,50236,2024-08-07,USD
100,4500001177,1000,F,NB,50010,2024-08-07,USD
100,4500001178,1000,F,NB,50215,2024-08-07,USD
100,4500001179,1000,F,NB,50019,2024-08-07,USD
100,4500001180,2000,F,NB,50010,2024-08-07,USD
100,4500001181,2000,F,NB,50010,2024-08-07,USD
100,4500001182,2000,F,NB,50244,2024-08-07,USD
100,4500001183,2000,F,NB,50203,2024-08-07,USD
100,4500001184,2000,F,NB,50087,2024-08-08,USD
100,4500001185,2000,F,NB,50287,2024-08-08,USD
100,4500001186,1000,F,NB,50010,2024-08-08,USD
100,4500001187,1000,F,NB,50153,2024-08-08,USD
100,4500001188,2000,F,NB,50134,2024-08-08,USD
100,4500001189,1000,F,NB,50010,2024-08-08,USD
100,4500001190,1000,F,NB,50295,2024-08-08,USD
100,4500001191,1000,F,NB,50011,2024-08-08,USD
100,4500001192,2000,F,NB,50299,2024-08-08,USD
100,4500001193,1000,F,NB,50237,2024-08-08,USD
100,4500001194,2000,F,NB,50010,2024-08-08,USD
100,4500001195,1000,F,NB,50010,2024-08-09,USD
100,4500001196,1000,F,NB,50175,2024-08-09,USD
100,4500001197,2000,F,NB,50010,2024-08-09,USD
100,4500001198,2000,F,NB,50220,2024-08-09,USD
100,4500001199,1000,F,NB,50010,2024-08-09,USD
100,4500001200,1000,F,NB,50021,2024-08-09,USD
100,4500001201,2000,F,NB,50010,2024-08-10,USD
100,4500001202,2000,F,NB,50133,2024-08-10,USD
100,4500001203,2000,F,NB,50260,2024-08-10,USD
100,4500001204,1000,F,NB,50063,2024-08-10,USD
100,4500001205,1000,F,NB,50010,2024-08-10,USD
100,4500001206,2000,F,NB,50183,2024-08-10,USD
100,4500001207,2000,F,NB,50010,2024-08-10,USD
100,4500001208,2000,F,NB,50010,2024-08-10,USD
100,4500001209,1000,F,NB,50182,2024-08-10,USD
100,4500001210,1000,F,NB,50278,2024-08-11,USD
100,4500001211,2000,F,NB,50010,2024-08-11,USD
100,4500001212,1000,F,NB,50010,2024-08-11,USD
100,4500001213,2000,F,NB,50086,2024-08-11,USD
100,4500001214,1000,F,NB,50212,2024-08-11,USD
100,4500001215,2000,F,NB,50160,2024-08-11,USD
100,4500001216,2000,F,NB,50288,2024-08-11,USD
100,4500001217,1000,F,NB,50010,2024-08-12,USD
100,4500001218,1000,F,NB,50003,2024-08-12,USD
100,4500001219,2000,F,NB,50010,2024-08-12,USD
100,4500001220,2000,F,NB,50228,2024-08-12,USD
100,4500001221,2000,F,NB,50010,2024-08-12,USD
100,4500001222,1000,F,NB,50010,2024-08-12,USD
100,4500001223,1000,F,NB,50276,2024-08-12,USD
100,4500001224,2000,F,NB,50261,2024-08-13,USD
100,4500001225,1000,F,NB,50004,2024-08-13,USD
100,4500001226,1000,F,NB,50168,2024-08-13,USD
100,4500001227,1000,F,NB,50010,2024-08-13,USD
100,4500001228,1000,F,NB,50010,2024-08-13,USD
100,4500001229,2000,F,NB,50297,2024-08-13,USD
100,4500001230,2000,F,NB,50010,2024-08-13,USD
100,4500001231,2000,F,NB,50127,2024-08-13,USD
100,4500001232,1000,F,NB,50276,2024-08-14,USD
100,4500001233,1000,F,NB,50147,2024-08-14,USD
100,4500001234,2000,F,NB,50035,2024-08-14,USD
100,4500001235,2000,F,NB,50008,2024-08-14,USD
100,4500001236,1000,F,NB,50169,2024-08-14,USD
100,4500001237,1000,F,NB,50065,2024-08-15,USD
100,4500001238,1000,F,NB,50132,2024-08-15,USD
100,4500001239,2000,F,NB,50012,2024-08-15,USD
100,4500001240,2000,F,NB,50104,2024-08-15,USD
100,4500001241,1000,F,NB,50010,2024-08-15,USD
100,4500001242,2000,F,NB,50198,2024-08-15,USD
100,4500001243,2000,F,NB,50138,2024-08-15,USD
100,4500001244,1000,F,NB,50010,2024-08-16,USD
100,4500001245,2000,F,NB,50257,2024-08-16,USD
100,4500001246,1000,F,NB,50207,2024-08-16,USD
100,4500001247,2000,F,NB,50010,2024-08-16,USD
100,4500001248,2000,F,NB,50010,2024-08-16,USD
100,4500001249,1000,F,NB,50103,2024-08-16,USD
100,4500001250,2000,F,NB,50026,2024-08-17,USD
100,4500001251,1000,F,NB,50010,2024-08-17,USD
100,4500001252,2000,F,NB,50010,2024-08-17,USD
100,4500001253,1000,F,NB,50010,2024-08-17,USD
100,4500001254,2000,F,NB,50061,2024-08-17,USD
100,4500001255,1000,F,NB,50003,2024-08-17,USD
100,4500001256,2000,F,NB,50256,2024-08-17,USD
100,4500001257,1000,F,NB,50060,2024-08-18,USD
100,4500001258,2000,F,NB,50074,2024-08-18,USD
100,4500001259,1000,F,NB,50113,2024-08-18,USD
100,4500001260,2000,F,NB,50217,2024-08-18,USD
100,4500001261,1000,F,NB,50010,2024-08-18,USD
100,4500001262,2000,F,NB,50206,2024-08-18,USD
100,4500001263,1000,F,NB,50010,2024-08-18,USD
100,4500001264,1000,F,NB,50010,2024-08-18,USD
100,4500001265,2000,F,NB,50168,2024-08-18,USD
100,4500001266,1000,F,NB,50010,2024-08-18,USD
100,4500001267,2000,F,NB,50117,2024-08-19,USD
100,4500001268,2000,F,NB,50166,2024-08-19,USD
100,4500001269,2000,F,NB,50010,2024-08-19,USD
100,4500001270,2000,F,NB,50105,2024-08-19,USD
100,4500001271,2000,F,NB,50243,2024-08-19,USD
100,4500001272,2000,F,NB,50119,2024-08-19,USD
100,4500001273,2000,F,NB,50268,2024-08-19,USD
100,4500001274,2000,F,NB,50131,2024-08-19,USD
100,4500001275,2000,F,NB,50242,2024-08-19,USD
100,4500001276,1000,F,NB,50054,2024-08-20,USD
100,4500001277,1000,F,NB,50053,2024-08-20,USD
100,4500001278,1000,F,NB,50137,2024-08-20,USD
100,4500001279,1000,F,NB,50005,2024-08-20,USD
100,4500001280,2000,F,NB,50093,2024-08-20,USD
100,4500001281,1000,F,NB,50288,2024-08-20,USD
100,4500001282,2000,F,NB,50010,2024-08-20,USD
100,4500001283,1000,F,NB,50080,2024-08-20,USD
100,4500001284,1000,F,NB,50010,2024-08-20,USD
100,4500001285,2000,F,NB,50191,2024-08-20,USD
100,4500001286,2000,F,NB,50010,2024-08-20,USD
100,4500001287,1000,F,NB,50169,2024-08-21,USD
100,4500001288,1000,F,NB,50297,2024-08-21,USD
100,4500001289,1000,F,NB,50067,2024-08-21,USD
100,4500001290,1000,F,NB,50010,2024-08-21,USD
100,4500001291,1000,F,NB,50060,2024-08-21,USD
100,4500001292,2000,F,NB,50072,2024-08-22,USD
100,4500001293,1000,F,NB,50010,2024-08-22,USD
100,4500001294,1000,F,NB,50010,2024-08-22,USD
100,4500001295,2000,F,NB,50010,2024-08-22,USD
100,4500001296,1000,F,NB,50053,2024-08-22,USD
100,4500001297,2000,F,NB,50064,2024-08-22,USD
100,4500001298,2000,F,NB,50276,2024-08-22,USD
100,4500001299,2000,F,NB,50247,2024-08-22,USD
100,4500001300,2000,F,NB,50010,2024-08-22,USD
100,4500001301,2000,F,NB,50140,2024-08-22,USD
100,4500001302,1000,F,NB,50277,2024-08-22,USD
100,4500001303,1000,F,NB,50010,2024-08-23,USD
100,4500001304,2000,F,NB,50010,2024-08-23,USD
100,4500001305,1000,F,NB,50213,2024-08-23,USD
100,4500001306,1000,F,NB,50010,2024-08-23,USD
100,4500001307,1000,F,NB,50102,2024-08-23,USD
100,4500001308,2000,F,NB,50023,2024-08-23,USD
100,4500001309,2000,F,NB,50066,2024-08-23,USD
100,4500001310,1000,F,NB,50219,2024-08-24,USD
100,4500001311,2000,F,NB,50010,2024-08-24,USD
100,4500001312,1000,F,NB,50010,2024-08-24,USD
100,4500001313,1000,F,NB,50086,2024-08-24,USD
100,4500001314,2000,F,NB,50005,2024-08-24,USD
100,4500001315,2000,F,NB,50021,2024-08-24,USD
100,4500001316,2000,F,NB,50010,2024-08-24,USD
100,4500001317,2000,F,NB,50179,2024-08-25,USD
100,4500001318,2000,F,NB,50292,2024-08-25,USD
100,4500001319,1000,F,NB,50010,2024-08-25,USD
100,4500001320,1000,F,NB,50010,2024-08-25,USD
100,4500001321,2000,F,NB,50125,2024-08-25,USD
100,4500001322,2000,F,NB,50061,2024-08-25,USD
100,4500001323,2000,F,NB,50010,2024-08-26,USD
100,4500001324,1000,F,NB,50010,2024-08-26,USD
100,4500001325,2000,F,NB,50295,2024-08-26,USD
100,4500001326,1000,F,NB,50290,2024-08-26,USD
100,4500001327,1000,F,NB,50234,2024-08-26,USD
100,4500001328,2000,F,NB,50010,2024-08-26,USD
100,4500001329,1000,F,NB,50154,2024-08-26,USD
100,4500001330,2000,F,NB,50010,2024-08-26,USD
100,4500001331,1000,F,NB,50262,2024-08-26,USD
100,4500001332,2000,F,NB,50057,2024-08-26,USD
100,4500001333,1000,F,NB,50010,2024-08-26,USD
100,4500001334,1000,F,NB,50023,2024-08-26,USD
100,4500001335,2000,F,NB,50045,2024-08-27,USD
100,4500001336,2000,F,NB,50087,2024-08-27,USD
100,4500001337,2000,F,NB,50010,2024-08-27,USD
100,4500001338,2000,F,NB,50041,2024-08-27,USD
100,4500001339,2000,F,NB,50010,2024-08-27,USD
100,4500001340,1000,F,NB,50127,2024-08-27,USD
100,4500001341,2000,F,NB,50030,2024-08-27,USD
100,4500001342,2000,F,NB,50010,2024-08-28,USD
100,4500001343,2000,F,NB,50270,2024-08-28,USD
100,4500001344,1000,F,NB,50198,2024-08-28,USD
100,4500001345,1000,F,NB,50291,2024-08-28,USD
100,4500001346,1000,F,NB,50010,2024-08-28,USD
100,4500001347,2000,F,NB,50025,2024-08-28,USD
100,4500001348,1000,F,NB,50015,2024-08-28,USD
100,4500001349,2000,F,NB,50010,2024-08-28,USD
100,4500001350,1000,F,NB,50288,2024-08-28,USD
100,4500001351,2000,F,NB,50010,2024-08-28,USD
100,4500001352,2000,F,NB,50168,2024-08-28,USD
100,4500001353,2000,F,NB,50052,2024-08-28,USD
100,4500001354,2000,F,NB,50010,2024-08-29,USD
100,4500001355,1000,F,NB,50179,2024-08-29,USD
100,4500001356,1000,F,NB,50010,2024-08-29,USD
100,4500001357,2000,F,NB,50010,2024-08-29,USD
100,4500001358,2000,F,NB,50227,2024-08-29,USD
100,4500001359,1000,F,NB,50285,2024-08-29,USD
100,4500001360,2000,F,NB,50010,2024-08-29,USD
100,4500001361,1000,F,NB,50010,2024-08-29,USD
100,4500001362,1000,F,NB,50010,2024-08-29,USD
100,4500001363,2000,F,NB,50010,2024-08-29,USD
100,4500001364,1000,F,NB,50273,2024-08-30,USD
100,4500001365,1000,F,NB,50195,2024-08-30,USD
100,4500001366,1000,F,NB,50239,2024-08-30,USD
100,4500001367,2000,F,NB,50021,2024-08-30,USD
100,4500001368,2000,F,NB,50040,2024-08-30,USD
100,4500001369,2000,F,NB,50049,2024-08-30,USD
100,4500001370,1000,F,NB,50206,2024-08-30,USD
100,4500001371,1000,F,NB,50010,2024-08-30,USD
100,4500001372,2000,F,NB,50010,2024-08-30,USD
100,4500001373,1000,F,NB,50037,2024-08-31,USD
100,4500001374,1000,F,NB,50021,2024-08-31,USD
100,4500001375,1000,F,NB,50061,2024-08-31,USD
100,4500001376,1000,F,NB,50010,2024-08-31,USD
100,4500001377,1000,F,NB,50235,2024-08-31,USD
100,4500001378,2000,F,NB,50168,2024-09-01,USD
100,4500001379,2000,F,NB,50010,2024-09-01,USD
100,4500001380,1000,F,NB,50010,2024-09-01,USD
100,4500001381,2000,F,NB,50010,2024-09-01,USD
100,4500001382,1000,F,NB,50010,2024-09-01,USD
100,4500001383,2000,F,NB,50177,2024-09-01,USD
100,4500001384,2000,F,NB,50010,2024-09-02,USD
100,4500001385,1000,F,NB,50221,2024-09-02,USD
100,4500001386,1000,F,NB,50010,2024-09-03,USD
100,4500001387,1000,F,NB,50089,2024-09-03,USD
100,4500001388,1000,F,NB,50205,2024-09-04,USD
100,4500001389,2000,F,NB,50086,2024-09-04,USD
100,4500001390,2000,F,NB,50010,2024-09-04,USD
100,4500001391,1000,F,NB,50010,2024-09-04,USD
100,4500001392,2000,F,NB,50010,2024-09-04,USD
100,4500001393,2000,F,NB,50039,2024-09-04,USD
100,4500001394,2000,F,NB,50083,2024-09-05,USD
100,4500001395,1000,F,NB,50082,2024-09-05,USD
100,4500001396,1000,F,NB,50010,2024-09-05,USD
100,4500001397,2000,F,NB,50239,2024-09-05,USD
100,4500001398,1000,F,NB,50277,2024-09-05,USD
100,4500001399,2000,F,NB,50010,2024-09-06,USD
100,4500001400,2000,F,NB,50010,2024-09-06,USD
100,4500001401,2000,F,NB,50010,2024-09-06,USD
100,4500001402,1000,F,NB,50231,2024-09-06,USD
100,4500001403,2000,F,NB,50010,2024-09-06,USD
100,4500001404,1000,F,NB,50273,2024-09-06,USD
100,4500001405,2000,F,NB,50152,2024-09-07,USD
100,4500001406,1000,F,NB,50255,2024-09-07,USD
100,4500001407,1000,F,NB,50010,2024-09-07,USD
100,4500001408,2000,F,NB,50008,2024-09-07,USD
100,4500001409,2000,F,NB,50058,2024-09-07,USD
100,4500001410,1000,F,NB,50066,2024-09-07,USD
100,4500001411,2000,F,NB,50010,2024-09-08,USD
100,4500001412,1000,F,NB,50185,2024-09-08,USD
100,4500001413,2000,F,NB,50036,2024-09-09,USD
100,4500001414,1000,F,NB,50033,2024-09-09,USD
100,4500001415,1000,F,NB,50281,2024-09-09,USD
100,4500001416,1000,F,NB,50245,2024-09-09,USD
100,4500001417,1000,F,NB,50279,2024-09-09,USD
100,4500001418,1000,F,NB,50097,2024-09-10,USD
100,4500001419,1000,F,NB,50010,2024-09-10,USD
100,4500001420,2000,F,NB,50113,2024-09-10,USD
100,4500001421,2000,F,NB,50010,2024-09-10,USD
100,4500001422,1000,F,NB,50010,2024-09-10,USD
100,4500001423,1000,F,NB,50154,2024-09-10,USD
100,4500001424,1000,F,NB,50010,2024-09-11,USD
100,4500001425,1000,F,NB,50199,2024-09-11,USD
100,4500001426,2000,F,NB,50199,2024-09-11,USD
100,4500001427,1000,F,NB,50146,2024-09-12,USD
100,4500001428,2000,F,NB,50029,2024-09-12,USD
100,4500001429,2000,F,NB,50010,2024-09-12,USD
100,4500001430,1000,F,NB,50299,2024-09-12,USD
100,4500001431,1000,F,NB,50010,2024-09-12,USD
100,4500001432,1000,F,NB,50112,2024-09-12,USD
100,4500001433,2000,F,NB,50171,2024-09-13,USD
100,4500001434,1000,F,NB,50010,2024-09-13,USD
100,4500001435,2000,F,NB,50130,2024-09-13,USD
100,4500001436,2000,F,NB,50042,2024-09-13,USD
100,4500001437,1000,F,NB,50273,2024-09-14,USD
100,4500001438,2000,F,NB,50065,2024-09-14,USD
100,4500001439,1000,F,NB,50036,2024-09-14,USD
100,4500001440,2000,F,NB,50171,2024-09-14,USD
100,4500001441,2000,F,NB,50010,2024-09-15,USD
100,4500001442,1000,F,NB,50023,2024-09-15,USD
100,4500001443,2000,F,NB,50002,2024-09-16,USD
100,4500001444,2000,F,NB,50010,2024-09-16,USD
100,4500001445,2000,F,NB,50047,2024-09-16,USD
100,4500001446,1000,F,NB,50126,2024-09-16,USD
100,4500001447,2000,F,NB,50080,2024-09-17,USD
100,4500001448,2000,F,NB,50010,2024-09-17,USD
100,4500001449,1000,F,NB,50010,2024-09-18,USD
100,4500001450,2000,F,NB,50100,2024-09-18,USD
100,4500001451,1000,F,NB,50010,2024-09-19,USD
100,4500001452,1000,F,NB,50010,2024-09-19,USD
100,4500001453,2000,F,NB,50206,2024-09-20,USD
100,4500001454,1000,F,NB,50010,2024-09-20,USD
100,4500001455,2000,F,NB,50079,2024-09-20,USD
100,4500001456,1000,F,NB,50289,2024-09-20,USD
100,4500001457,2000,F,NB,50010,2024-09-20,USD
100,4500001458,2000,F,NB,50010,2024-09-21,USD
100,4500001459,1000,F,NB,50010,2024-09-21,USD
100,4500001460,2000,F,NB,50010,2024-09-21,USD
100,4500001461,2000,F,NB,50010,2024-09-21,USD
100,4500001462,2000,F,NB,50094,2024-09-22,USD
100,4500001463,2000,F,NB,50010,2024-09-22,USD
100,4500001464,1000,F,NB,50002,2024-09-22,USD
100,4500001465,2000,F,NB,50030,2024-09-22,USD
100,4500001466,2000,F,NB,50010,2024-09-23,USD
100,4500001467,1000,F,NB,50177,2024-09-23,USD
100,4500001468,1000,F,NB,50010,2024-09-23,USD
100,4500001469,2000,F,NB,50020,2024-09-23,USD
100,4500001470,2000,F,NB,50010,2024-09-23,USD
100,4500001471,2000,F,NB,50147,2024-09-23,USD
100,4500001472,2000,F,NB,50122,2024-09-24,USD
100,4500001473,2000,F,NB,50010,2024-09-24,USD
100,4500001474,2000,F,NB,50078,2024-09-24,USD
100,4500001475,1000,F,NB,50073,2024-09-24,USD
100,4500001476,2000,F,NB,50010,2024-09-24,USD
100,4500001477,2000,F,NB,50010,2024-09-25,USD
100,4500001478,2000,F,NB,50113,2024-09-25,USD
100,4500001479,2000,F,NB,50010,2024-09-25,USD
100,4500001480,1000,F,NB,50010,2024-09-25,USD
100,4500001481,1000,F,NB,50123,2024-09-25,USD
100,4500001482,1000,F,NB,50010,2024-09-26,USD
100,4500001483,2000,F,NB,50010,2024-09-26,USD
100,4500001484,1000,F,NB,50188,2024-09-26,USD
100,4500001485,1000,F,NB,50010,2024-09-26,USD
100,4500001486,1000,F,NB,50010,2024-09-26,USD
100,4500001487,1000,F,NB,50255,2024-09-26,USD
100,4500001488,1000,F,NB,50010,2024-09-27,USD
100,4500001489,1000,F,NB,50193,2024-09-27,USD
100,4500001490,1000,F,NB,50010,2024-09-27,USD
100,4500001491,1000,F,NB,50037,2024-09-27,USD
100,4500001492,2000,F,NB,50064,2024-09-27,USD
