MANDT,BUKRS,BELNR,GJAHR,BUZEI,BSCHL,HKONT,DMBTR,KOSTL
100,1000,100003673,2024,2,01,INTERNAL,1573.09,
100,1000,100003674,2024,1,50,410000,1463.42,
100,1000,100003674,2024,2,01,INTERNAL,1463.42,
100,1000,100003675,2024,1,40,400000,25158.47,MIN100
100,1000,100003675,2024,2,31,50010,25158.47,
100,2000,100003676,2024,1,40,400000,29398.08,LAB100
100,2000,100003676,2024,2,31,50010,29398.08,
100,2000,100003677,2024,1,40,400000,49368.33,LOG200
100,2000,100003677,2024,2,31,50010,49368.33,
100,2000,100003678,2024,1,40,400000,1555.0500000000002,REF100
100,2000,100003678,2024,2,31,50180,1555.0500000000002,
100,1000,100003679,2024,1,40,400000,25343.38,MIN100
100,1000,100003679,2024,2,31,50264,25343.38,
100,1000,100003680,2024,1,40,400000,41865.79,PLAN100
100,1000,100003680,2024,2,31,50052,41865.79,
100,3000,100003681,2024,1,50,800000,684287.04,
100,3000,100003681,2024,2,01,10033,684287.04,
100,3000,100003682,2024,1,50,800000,266211.6,
100,3000,100003682,2024,2,01,10037,266211.6,
100,3000,100003683,2024,1,50,800000,145621.28,
100,3000,100003683,2024,2,01,10030,145621.28,
100,3000,100003684,2024,1,50,800000,264982.52,
100,3000,100003684,2024,2,01,10034,264982.52,
100,1000,100003685,2024,1,50,410000,16542.98,
100,1000,100003685,2024,2,01,INTERNAL,16542.98,
100,1000,100003686,2024,1,50,410000,724.93,
100,1000,100003686,2024,2,01,INTERNAL,724.93,
100,1000,100003687,2024,1,50,410000,870.37,
100,1000,100003687,2024,2,01,INTERNAL,870.37,
100,1000,100003688,2024,1,50,410000,1981.08,
100,1000,100003688,2024,2,01,INTERNAL,1981.08,
100,1000,100003689,2024,1,50,410000,1484.2,
100,1000,100003689,2024,2,01,INTERNAL,1484.2,
100,1000,100003690,2024,1,50,410000,1641.63,
100,1000,100003690,2024,2,01,INTERNAL,1641.63,
100,1000,100003691,2024,1,50,410000,923.43,
100,1000,100003691,2024,2,01,INTERNAL,923.43,
100,2000,100003692,2024,1,40,400000,54853.07,LAB100
100,2000,100003692,2024,2,31,50048,54853.07,
100,1000,100003693,2024,1,40,400000,10089.09,MIN300
100,1000,100003693,2024,2,31,50103,10089.09,
100,2000,100003694,2024,1,40,400000,110190.69999999998,LAB300
100,2000,100003694,2024,2,31,50010,110190.69999999998,
100,1000,100003695,2024,1,40,400000,19896.75,PLAN200
100,1000,100003695,2024,2,31,50189,19896.75,
100,1000,100003696,2024,1,40,400000,34249.54,PLAN300
100,1000,100003696,2024,2,31,50004,34249.54,
100,3000,100003697,2024,1,50,800000,841598.6400000001,
100,3000,100003697,2024,2,01,10008,841598.6400000001,
100,3000,100003698,2024,1,50,800000,655849.6,
100,3000,100003698,2024,2,01,10038,655849.6,
100,3000,100003699,2024,1,50,800000,298881.78,
100,3000,100003699,2024,2,01,10009,298881.78,
100,1000,100003700,2024,1,50,410000,19777.2,
100,1000,100003700,2024,2,01,INTERNAL,19777.2,
100,1000,100003701,2024,1,50,410000,1946.47,
100,1000,100003701,2024,2,01,INTERNAL,1946.47,
100,1000,100003702,2024,1,50,410000,1608.29,
100,1000,100003702,2024,2,01,INTERNAL,1608.29,
100,1000,100003703,2024,1,50,410000,1773.15,
100,1000,100003703,2024,2,01,INTERNAL,1773.15,
100,1000,100003704,2024,1,50,410000,1493.32,
100,1000,100003704,2024,2,01,INTERNAL,1493.32,
100,1000,100003705,2024,1,40,400000,18502.96,PLAN200
100,1000,100003705,2024,2,31,50218,18502.96,
100,1000,100003706,2024,1,40,400000,40198.28,PLAN100
100,1000,100003706,2024,2,31,50222,40198.28,
100,1000,100003707,2024,1,40,400000,27557.27,PLAN100
100,1000,100003707,2024,2,31,50010,27557.27,
100,2000,100003708,2024,1,40,400000,118415.82,LOG200
100,2000,100003708,2024,2,31,50010,118415.82,
100,1000,100003709,2024,1,40,400000,15247.56,MIN200
100,1000,100003709,2024,2,31,50145,15247.56,
100,3000,100003710,2024,1,50,800000,500519.24999999994,
100,3000,100003710,2024,2,01,10004,500519.24999999994,
100,1000,100003711,2024,1,50,410000,813.4,
100,1000,100003711,2024,2,01,INTERNAL,813.4,
100,1000,100003712,2024,1,50,410000,1767.04,
100,1000,100003712,2024,2,01,INTERNAL,1767.04,
100,1000,100003713,2024,1,50,410000,1396.81,
100,1000,100003713,2024,2,01,INTERNAL,1396.81,
100,1000,100003714,2024,1,50,410000,1877.77,
100,1000,100003714,2024,2,01,INTERNAL,1877.77,
100,1000,100003715,2024,1,40,400000,68982.16,PLAN100
100,1000,100003715,2024,2,31,50010,68982.16,
100,2000,100003716,2024,1,40,400000,64758.4,REF200
100,2000,100003716,2024,2,31,50129,64758.4,
100,2000,100003717,2024,1,40,400000,33731.29,LOG200
100,2000,100003717,2024,2,31,50208,33731.29,
100,3000,100003718,2024,1,50,800000,186163.68,
100,3000,100003718,2024,2,01,10018,186163.68,
100,3000,100003719,2024,1,50,800000,584239.61,
100,3000,100003719,2024,2,01,10047,584239.61,
100,1000,100003720,2024,1,50,410000,16392.59,
100,1000,100003720,2024,2,01,INTERNAL,16392.59,
100,1000,100003721,2024,1,50,410000,536.13,
100,1000,100003721,2024,2,01,INTERNAL,536.13,
100,1000,100003722,2024,1,50,410000,1006.88,
100,1000,100003722,2024,2,01,INTERNAL,1006.88,
100,1000,100003723,2024,1,40,400000,54406.770000000004,MANT100
100,1000,100003723,2024,2,31,50058,54406.770000000004,
100,1000,100003724,2024,1,40,400000,10302.87,MIN100
100,1000,100003724,2024,2,31,50010,10302.87,
100,1000,100003725,2024,1,40,400000,175417.65999999997,MANT200
100,1000,100003725,2024,2,31,50010,175417.65999999997,
100,3000,100003726,2024,1,50,800000,194650.30000000002,
100,3000,100003726,2024,2,01,10021,194650.30000000002,
100,1000,100003727,2024,1,50,410000,22667.14,
100,1000,100003727,2024,2,01,INTERNAL,22667.14,
100,1000,100003728,2024,1,50,410000,1137.05,
100,1000,100003728,2024,2,01,INTERNAL,1137.05,
100,1000,100003729,2024,1,50,410000,1655.47,
100,1000,100003729,2024,2,01,INTERNAL,1655.47,
100,1000,100003730,2024,1,50,410000,755.59,
100,1000,100003730,2024,2,01,INTERNAL,755.59,
100,1000,100003731,2024,1,40,400000,87107.53,MANT200
100,1000,100003731,2024,2,31,50010,87107.53,
100,2000,100003732,2024,1,40,400000,50566.2,LAB100
100,2000,100003732,2024,2,31,50131,50566.2,
100,3000,100003733,2024,1,50,800000,851351.04,
100,3000,100003733,2024,2,01,10039,851351.04,
100,1000,100003734,2024,1,50,410000,24939.92,
100,1000,100003734,2024,2,01,INTERNAL,24939.92,
100,1000,100003735,2024,1,50,410000,1500.9,
100,1000,100003735,2024,2,01,INTERNAL,1500.9,
100,1000,100003736,2024,1,50,410000,849.17,
100,1000,100003736,2024,2,01,INTERNAL,849.17,
100,1000,100003737,2024,1,50,410000,1600.17,
100,1000,100003737,2024,2,01,INTERNAL,1600.17,
100,1000,100003738,2024,1,40,400000,35253.96,MANT100
100,1000,100003738,2024,2,31,50053,35253.96,
100,2000,100003739,2024,1,40,400000,25429.819999999996,REF300
100,2000,100003739,2024,2,31,50183,25429.819999999996,
100,2000,100003740,2024,1,40,400000,32689.62,LOG300
100,2000,100003740,2024,2,31,50088,32689.62,
100,1000,100003741,2024,1,40,400000,54897.47,MIN100
100,1000,100003741,2024,2,31,50099,54897.47,
100,3000,100003742,2024,1,50,800000,657049.28,
100,3000,100003742,2024,2,01,10018,657049.28,
100,3000,100003743,2024,1,50,800000,946419.7799999999,
100,3000,100003743,2024,2,01,10008,946419.7799999999,
100,3000,100003744,2024,1,50,800000,880131.88,
100,3000,100003744,2024,2,01,10038,880131.88,
100,3000,100003745,2024,1,50,800000,200033.53000000003,
100,3000,100003745,2024,2,01,10047,200033.53000000003,
100,1000,100003746,2024,1,50,410000,27838.83,
100,1000,100003746,2024,2,01,INTERNAL,27838.83,
100,1000,100003747,2024,1,50,410000,1081.3,
100,1000,100003747,2024,2,01,INTERNAL,1081.3,
100,1000,100003748,2024,1,50,410000,1327.15,
100,1000,100003748,2024,2,01,INTERNAL,1327.15,
100,1000,100003749,2024,1,50,410000,1357.49,
100,1000,100003749,2024,2,01,INTERNAL,1357.49,
100,1000,100003750,2024,1,50,410000,1385.35,
100,1000,100003750,2024,2,01,INTERNAL,1385.35,
100,2000,100003751,2024,1,40,400000,32385.62,REF300
100,2000,100003751,2024,2,31,50047,32385.62,
100,2000,100003752,2024,1,40,400000,72340.89,REF100
100,2000,100003752,2024,2,31,50010,72340.89,
100,1000,100003753,2024,1,40,400000,12564.92,MIN200
100,1000,100003753,2024,2,31,50072,12564.92,
100,2000,100003754,2024,1,40,400000,25614.289999999997,LAB100
100,2000,100003754,2024,2,31,50018,25614.289999999997,
100,3000,100003755,2024,1,50,800000,460706.61,
100,3000,100003755,2024,2,01,10038,460706.61,
100,3000,100003756,2024,1,50,800000,627127.25,
100,3000,100003756,2024,2,01,10010,627127.25,
100,3000,100003757,2024,1,50,800000,361989.18000000005,
100,3000,100003757,2024,2,01,10001,361989.18000000005,
100,3000,100003758,2024,1,50,800000,910722.8400000001,
100,3000,100003758,2024,2,01,10041,910722.8400000001,
100,1000,100003759,2024,1,50,410000,1452.58,
100,1000,100003759,2024,2,01,INTERNAL,1452.58,
100,1000,100003760,2024,1,50,410000,1545.93,
100,1000,100003760,2024,2,01,INTERNAL,1545.93,
100,1000,100003761,2024,1,50,410000,1242.23,
100,1000,100003761,2024,2,01,INTERNAL,1242.23,
100,1000,100003762,2024,1,50,410000,638.03,
100,1000,100003762,2024,2,01,INTERNAL,638.03,
100,1000,100003763,2024,1,50,410000,1643.96,
100,1000,100003763,2024,2,01,INTERNAL,1643.96,
100,2000,100003764,2024,1,40,400000,71132.66,LAB300
100,2000,100003764,2024,2,31,50188,71132.66,
100,1000,100003765,2024,1,40,400000,37904.25,PLAN300
100,1000,100003765,2024,2,31,50010,37904.25,
100,2000,100003766,2024,1,40,400000,42131.950000000004,LOG300
100,2000,100003766,2024,2,31,50263,42131.950000000004,
100,1000,100003767,2024,1,40,400000,22343.43,PLAN200
100,1000,100003767,2024,2,31,50180,22343.43,
100,3000,100003768,2024,1,50,800000,1018821.2200000001,
100,3000,100003768,2024,2,01,10023,1018821.2200000001,
100,3000,100003769,2024,1,50,800000,881087.43,
100,3000,100003769,2024,2,01,10041,881087.43,
100,3000,100003770,2024,1,50,800000,864545.8400000001,
100,3000,100003770,2024,2,01,10046,864545.8400000001,
100,3000,100003771,2024,1,50,800000,721156.29,
100,3000,100003771,2024,2,01,10046,721156.29,
100,1000,100003772,2024,1,50,410000,1599.22,
100,1000,100003772,2024,2,01,INTERNAL,1599.22,
100,1000,100003773,2024,1,50,410000,576.7,
100,1000,100003773,2024,2,01,INTERNAL,576.7,
100,1000,100003774,2024,1,50,410000,920.55,
100,1000,100003774,2024,2,01,INTERNAL,920.55,
100,1000,100003775,2024,1,50,410000,1405.26,
100,1000,100003775,2024,2,01,INTERNAL,1405.26,
100,1000,100003776,2024,1,40,400000,28664.510000000002,MANT300
100,1000,100003776,2024,2,31,50228,28664.510000000002,
100,1000,100003777,2024,1,40,400000,11587.86,PLAN300
100,1000,100003777,2024,2,31,50010,11587.86,
100,2000,100003778,2024,1,40,400000,14284.62,REF100
100,2000,100003778,2024,2,31,50010,14284.62,
100,3000,100003779,2024,1,50,800000,489293.35000000003,
100,3000,100003779,2024,2,01,10021,489293.35000000003,
100,3000,100003780,2024,1,50,800000,737290.08,
100,3000,100003780,2024,2,01,10013,737290.08,
100,3000,100003781,2024,1,50,800000,613504.3200000001,
100,3000,100003781,2024,2,01,10043,613504.3200000001,
100,1000,100003782,2024,1,50,410000,12844.72,
100,1000,100003782,2024,2,01,INTERNAL,12844.72,
100,1000,100003783,2024,1,50,410000,1028.89,
100,1000,100003783,2024,2,01,INTERNAL,1028.89,
100,1000,100003784,2024,1,50,410000,912.16,
100,1000,100003784,2024,2,01,INTERNAL,912.16,
100,1000,100003785,2024,1,50,410000,1101.66,
100,1000,100003785,2024,2,01,INTERNAL,1101.66,
100,1000,100003786,2024,1,50,410000,1827.38,
100,1000,100003786,2024,2,01,INTERNAL,1827.38,
100,1000,100003787,2024,1,40,400000,14033.72,MANT100
100,1000,100003787,2024,2,31,50194,14033.72,
100,1000,100003788,2024,1,40,400000,68211.84,MIN200
100,1000,100003788,2024,2,31,50179,68211.84,
100,1000,100003789,2024,1,40,400000,87459.85,MANT200
100,1000,100003789,2024,2,31,50010,87459.85,
100,2000,100003790,2024,1,40,400000,21315.06,REF300
100,2000,100003790,2024,2,31,50160,21315.06,
100,3000,100003791,2024,1,50,800000,632925.55,
100,3000,100003791,2024,2,01,10026,632925.55,
100,1000,100003792,2024,1,50,410000,976.19,
100,1000,100003792,2024,2,01,INTERNAL,976.19,
100,1000,100003793,2024,1,50,410000,1061.83,
100,1000,100003793,2024,2,01,INTERNAL,1061.83,
100,1000,100003794,2024,1,50,410000,1578.71,
100,1000,100003794,2024,2,01,INTERNAL,1578.71,
100,2000,100003795,2024,1,40,400000,50522.43,LOG300
100,2000,100003795,2024,2,31,50010,50522.43,
100,2000,100003796,2024,1,40,400000,6196.03,LAB100
100,2000,100003796,2024,2,31,50261,6196.03,
100,2000,100003797,2024,1,40,400000,49960.09,LOG100
100,2000,100003797,2024,2,31,50223,49960.09,
100,3000,100003798,2024,1,50,800000,287714.73,
100,3000,100003798,2024,2,01,10014,287714.73,
100,3000,100003799,2024,1,50,800000,535636.92,
100,3000,100003799,2024,2,01,10014,535636.92,
100,3000,100003800,2024,1,50,800000,487437.45,
100,3000,100003800,2024,2,01,10005,487437.45,
100,3000,100003801,2024,1,50,800000,513253.8,
100,3000,100003801,2024,2,01,10023,513253.8,
100,1000,100003802,2024,1,50,410000,19427.61,
100,1000,100003802,2024,2,01,INTERNAL,19427.61,
100,1000,100003803,2024,1,50,410000,1056.63,
100,1000,100003803,2024,2,01,INTERNAL,1056.63,
100,1000,100003804,2024,1,50,410000,1199.84,
100,1000,100003804,2024,2,01,INTERNAL,1199.84,
100,1000,100003805,2024,1,50,410000,1414.45,
100,1000,100003805,2024,2,01,INTERNAL,1414.45,
100,2000,100003806,2024,1,40,400000,27745.32,LAB100
100,2000,100003806,2024,2,31,50010,27745.32,
100,1000,100003807,2024,1,40,400000,32682.03,MIN300
100,1000,100003807,2024,2,31,50103,32682.03,
100,3000,100003808,2024,1,50,800000,308855.2,
100,3000,100003808,2024,2,01,10030,308855.2,
100,3000,100003809,2024,1,50,800000,534084.91,
100,3000,100003809,2024,2,01,10009,534084.91,
100,3000,100003810,2024,1,50,800000,396159.71,
100,3000,100003810,2024,2,01,10021,396159.71,
100,3000,100003811,2024,1,50,800000,294166.74,
100,3000,100003811,2024,2,01,10032,294166.74,
100,1000,100003812,2024,1,50,410000,1255.13,
100,1000,100003812,2024,2,01,INTERNAL,1255.13,
100,1000,100003813,2024,1,50,410000,1730.15,
100,1000,100003813,2024,2,01,INTERNAL,1730.15,
100,1000,100003814,2024,1,40,400000,92427.62,PLAN200
100,1000,100003814,2024,2,31,50010,92427.62,
100,2000,100003815,2024,1,40,400000,4262.9400000000005,LOG200
100,2000,100003815,2024,2,31,50058,4262.9400000000005,
100,2000,100003816,2024,1,40,400000,74343.31,LAB300
100,2000,100003816,2024,2,31,50010,74343.31,
100,3000,100003817,2024,1,50,800000,291760.2,
100,3000,100003817,2024,2,01,10000,291760.2,
100,1000,100003818,2024,1,50,410000,866.05,
100,1000,100003818,2024,2,01,INTERNAL,866.05,
100,1000,100003819,2024,1,50,410000,1332.43,
100,1000,100003819,2024,2,01,INTERNAL,1332.43,
100,1000,100003820,2024,1,50,410000,1830.58,
100,1000,100003820,2024,2,01,INTERNAL,1830.58,
100,1000,100003821,2024,1,50,410000,1910.2,
100,1000,100003821,2024,2,01,INTERNAL,1910.2,
100,1000,100003822,2024,1,50,410000,1019.33,
100,1000,100003822,2024,2,01,INTERNAL,1019.33,
100,1000,100003823,2024,1,40,400000,47738.39000000001,PLAN200
100,1000,100003823,2024,2,31,50257,47738.39000000001,
100,2000,100003824,2024,1,40,400000,76339.76,LAB100
100,2000,100003824,2024,2,31,50010,76339.76,
100,3000,100003825,2024,1,50,800000,248085.13999999998,
100,3000,100003825,2024,2,01,10034,248085.13999999998,
100,3000,100003826,2024,1,50,800000,222040.56,
100,3000,100003826,2024,2,01,10035,222040.56,
100,3000,100003827,2024,1,50,800000,450751.17000000004,
100,3000,100003827,2024,2,01,10048,450751.17000000004,
100,3000,100003828,2024,1,50,800000,107883.2,
100,3000,100003828,2024,2,01,10019,107883.2,
100,1000,100003829,2024,1,50,410000,1042.49,
100,1000,100003829,2024,2,01,INTERNAL,1042.49,
100,1000,100003830,2024,1,50,410000,760.72,
100,1000,100003830,2024,2,01,INTERNAL,760.72,
100,1000,100003831,2024,1,50,410000,1325.26,
100,1000,100003831,2024,2,01,INTERNAL,1325.26,
100,1000,100003832,2024,1,50,410000,1527.71,
100,1000,100003832,2024,2,01,INTERNAL,1527.71,
100,1000,100003833,2024,1,50,410000,1822.23,
100,1000,100003833,2024,2,01,INTERNAL,1822.23,
100,1000,100003834,2024,1,50,410000,1080.1,
100,1000,100003834,2024,2,01,INTERNAL,1080.1,
100,2000,100003835,2024,1,40,400000,46453.05,REF200
100,2000,100003835,2024,2,31,50010,46453.05,
100,2000,100003836,2024,1,40,400000,20770.079999999998,LAB200
100,2000,100003836,2024,2,31,50194,20770.079999999998,
100,3000,100003837,2024,1,50,800000,320908.37,
100,3000,100003837,2024,2,01,10027,320908.37,
100,3000,100003838,2024,1,50,800000,692264.0,
100,3000,100003838,2024,2,01,10044,692264.0,
100,3000,100003839,2024,1,50,800000,303799.0,
100,3000,100003839,2024,2,01,10029,303799.0,
100,3000,100003840,2024,1,50,800000,609408.3200000001,
100,3000,100003840,2024,2,01,10023,609408.3200000001,
100,1000,100003841,2024,1,50,410000,11618.54,
100,1000,100003841,2024,2,01,INTERNAL,11618.54,
100,1000,100003842,2024,1,50,410000,1823.23,
100,1000,100003842,2024,2,01,INTERNAL,1823.23,
100,1000,100003843,2024,1,50,410000,1630.21,
100,1000,100003843,2024,2,01,INTERNAL,1630.21,
100,1000,100003844,2024,1,50,410000,897.25,
100,1000,100003844,2024,2,01,INTERNAL,897.25,
100,2000,100003845,2024,1,40,400000,77796.65,LOG200
100,2000,100003845,2024,2,31,50010,77796.65,
100,2000,100003846,2024,1,40,400000,72592.59,LAB300
100,2000,100003846,2024,2,31,50120,72592.59,
100,2000,100003847,2024,1,40,400000,105051.1,LOG300
100,2000,100003847,2024,2,31,50010,105051.1,
100,2000,100003848,2024,1,40,400000,30486.760000000002,LAB200
100,2000,100003848,2024,2,31,50023,30486.760000000002,
100,3000,100003849,2024,1,50,800000,1153864.45,
100,3000,100003849,2024,2,01,10004,1153864.45,
100,3000,100003850,2024,1,50,800000,501925.47,
100,3000,100003850,2024,2,01,10046,501925.47,
100,3000,100003851,2024,1,50,800000,592507.42,
100,3000,100003851,2024,2,01,10007,592507.42,
100,3000,100003852,2024,1,50,800000,1034206.87,
100,3000,100003852,2024,2,01,10043,1034206.87,
100,1000,100003853,2024,1,50,410000,14144.18,
100,1000,100003853,2024,2,01,INTERNAL,14144.18,
100,1000,100003854,2024,1,50,410000,892.9,
100,1000,100003854,2024,2,01,INTERNAL,892.9,
100,1000,100003855,2024,1,50,410000,1762.58,
100,1000,100003855,2024,2,01,INTERNAL,1762.58,
100,1000,100003856,2024,1,50,410000,969.79,
100,1000,100003856,2024,2,01,INTERNAL,969.79,
100,2000,100003857,2024,1,40,400000,11585.0,LAB100
100,2000,100003857,2024,2,31,50247,11585.0,
100,1000,100003858,2024,1,40,400000,76658.52,MANT100
100,1000,100003858,2024,2,31,50010,76658.52,
100,1000,100003859,2024,1,40,400000,11619.19,MIN300
100,1000,100003859,2024,2,31,50295,11619.19,
100,2000,100003860,2024,1,40,400000,12378.050000000001,REF200
100,2000,100003860,2024,2,31,50196,12378.050000000001,
100,1000,100003861,2024,1,40,400000,9476.89,MIN200
100,1000,100003861,2024,2,31,50087,9476.89,
100,1000,100003862,2024,1,40,400000,57322.100000000006,PLAN200
100,1000,100003862,2024,2,31,50298,57322.100000000006,
100,3000,100003863,2024,1,50,800000,702597.26,
100,3000,100003863,2024,2,01,10037,702597.26,
100,3000,100003864,2024,1,50,800000,748905.63,
100,3000,100003864,2024,2,01,10007,748905.63,
100,3000,100003865,2024,1,50,800000,1390469.73,
100,3000,100003865,2024,2,01,10021,1390469.73,
100,1000,100003866,2024,1,50,410000,1149.0,
100,1000,100003866,2024,2,01,INTERNAL,1149.0,
100,1000,100003867,2024,1,50,410000,816.89,
100,1000,100003867,2024,2,01,INTERNAL,816.89,
100,2000,100003868,2024,1,40,400000,28169.840000000004,LAB200
100,2000,100003868,2024,2,31,50048,28169.840000000004,
100,2000,100003869,2024,1,40,400000,70384.73,LAB100
100,2000,100003869,2024,2,31,50010,70384.73,
100,1000,100003870,2024,1,40,400000,10064.109999999999,MIN100
100,1000,100003870,2024,2,31,50085,10064.109999999999,
100,2000,100003871,2024,1,40,400000,57227.92,LOG300
100,2000,100003871,2024,2,31,50010,57227.92,
100,3000,100003872,2024,1,50,800000,457662.41,
100,3000,100003872,2024,2,01,10017,457662.41,
100,3000,100003873,2024,1,50,800000,296220.4,
100,3000,100003873,2024,2,01,10003,296220.4,
100,3000,100003874,2024,1,50,800000,1002740.12,
100,3000,100003874,2024,2,01,10047,1002740.12,
100,1000,100003875,2024,1,50,410000,1520.12,
100,1000,100003875,2024,2,01,INTERNAL,1520.12,
100,1000,100003876,2024,1,50,410000,1322.24,
100,1000,100003876,2024,2,01,INTERNAL,1322.24,
100,1000,100003877,2024,1,50,410000,729.72,
100,1000,100003877,2024,2,01,INTERNAL,729.72,
100,1000,100003878,2024,1,50,410000,1998.79,
100,1000,100003878,2024,2,01,INTERNAL,1998.79,
100,1000,100003879,2024,1,50,410000,1405.63,
100,1000,100003879,2024,2,01,INTERNAL,1405.63,
100,1000,100003880,2024,1,40,400000,1841.3999999999999,MIN300
100,1000,100003880,2024,2,31,50175,1841.3999999999999,
100,2000,100003881,2024,1,40,400000,60646.86,REF100
100,2000,100003881,2024,2,31,50034,60646.86,
100,1000,100003882,2024,1,40,400000,14268.03,PLAN300
100,1000,100003882,2024,2,31,50202,14268.03,
100,3000,100003883,2024,1,50,800000,393507.0,
100,3000,100003883,2024,2,01,10020,393507.0,
100,3000,100003884,2024,1,50,800000,256770.21,
100,3000,100003884,2024,2,01,10049,256770.21,
100,3000,100003885,2024,1,50,800000,1016326.6000000001,
100,3000,100003885,2024,2,01,10049,1016326.6000000001,
100,1000,100003886,2024,1,50,410000,958.78,
100,1000,100003886,2024,2,01,INTERNAL,958.78,
100,1000,100003887,2024,1,50,410000,1307.57,
100,1000,100003887,2024,2,01,INTERNAL,1307.57,
100,1000,100003888,2024,1,50,410000,1444.46,
100,1000,100003888,2024,2,01,INTERNAL,1444.46,
100,1000,100003889,2024,1,50,410000,548.17,
100,1000,100003889,2024,2,01,INTERNAL,548.17,
100,1000,100003890,2024,1,50,410000,1416.92,
100,1000,100003890,2024,2,01,INTERNAL,1416.92,
100,1000,100003891,2024,1,50,410000,1553.93,
100,1000,100003891,2024,2,01,INTERNAL,1553.93,
100,2000,100003892,2024,1,40,400000,50646.88,LOG200
100,2000,100003892,2024,2,31,50096,50646.88,
100,1000,100003893,2024,1,40,400000,6842.7,PLAN200
100,1000,100003893,2024,2,31,50231,6842.7,
100,1000,100003894,2024,1,40,400000,11454.09,MANT200
100,1000,100003894,2024,2,31,50005,11454.09,
100,1000,100003895,2024,1,40,400000,22194.239999999998,PLAN100
100,1000,100003895,2024,2,31,50268,22194.239999999998,
100,2000,100003896,2024,1,40,400000,12241.25,LAB200
100,2000,100003896,2024,2,31,50010,12241.25,
100,3000,100003897,2024,1,50,800000,764141.3999999999,
100,3000,100003897,2024,2,01,10017,764141.3999999999,
100,3000,100003898,2024,1,50,800000,310900.4,
100,3000,100003898,2024,2,01,10017,310900.4,
100,3000,100003899,2024,1,50,800000,1097735.04,
100,3000,100003899,2024,2,01,10015,1097735.04,
100,1000,100003900,2024,1,50,410000,23147.4,
100,1000,100003900,2024,2,01,INTERNAL,23147.4,
100,1000,100003901,2024,1,50,410000,1124.79,
100,1000,100003901,2024,2,01,INTERNAL,1124.79,
100,1000,100003902,2024,1,50,410000,512.1,
100,1000,100003902,2024,2,01,INTERNAL,512.1,
100,2000,100003903,2024,1,40,400000,55439.31999999999,LAB300
100,2000,100003903,2024,2,31,50010,55439.31999999999,
100,1000,100003904,2024,1,40,400000,3104.6,MANT100
100,1000,100003904,2024,2,31,50028,3104.6,
100,2000,100003905,2024,1,40,400000,19900.03,REF300
100,2000,100003905,2024,2,31,50136,19900.03,
100,1000,100003906,2024,1,40,400000,62672.84,MANT200
100,1000,100003906,2024,2,31,50195,62672.84,
100,1000,100003907,2024,1,40,400000,12299.62,MANT200
100,1000,100003907,2024,2,31,50277,12299.62,
100,1000,100003908,2024,1,40,400000,15527.07,MANT100
100,1000,100003908,2024,2,31,50010,15527.07,
100,3000,100003909,2024,1,50,800000,446494.44,
100,3000,100003909,2024,2,01,10026,446494.44,
100,3000,100003910,2024,1,50,800000,303407.0,
100,3000,100003910,2024,2,01,10034,303407.0,
100,3000,100003911,2024,1,50,800000,458640.96,
100,3000,100003911,2024,2,01,10023,458640.96,
100,1000,100003912,2024,1,50,410000,1261.6,
100,1000,100003912,2024,2,01,INTERNAL,1261.6,
100,1000,100003913,2024,1,50,410000,1712.56,
100,1000,100003913,2024,2,01,INTERNAL,1712.56,
100,1000,100003914,2024,1,50,410000,763.59,
100,1000,100003914,2024,2,01,INTERNAL,763.59,
100,1000,100003915,2024,1,50,410000,1591.19,
100,1000,100003915,2024,2,01,INTERNAL,1591.19,
100,1000,100003916,2024,1,50,410000,1075.58,
100,1000,100003916,2024,2,01,INTERNAL,1075.58,
100,1000,100003917,2024,1,50,410000,1917.07,
100,1000,100003917,2024,2,01,INTERNAL,1917.07,
100,2000,100003918,2024,1,40,400000,241077.72,LAB300
100,2000,100003918,2024,2,31,50010,241077.72,
100,2000,100003919,2024,1,40,400000,13697.03,LOG100
100,2000,100003919,2024,2,31,50245,13697.03,
100,2000,100003920,2024,1,40,400000,46926.600000000006,LOG300
100,2000,100003920,2024,2,31,50010,46926.600000000006,
100,1000,100003921,2024,1,40,400000,121375.89000000001,PLAN100
100,1000,100003921,2024,2,31,50010,121375.89000000001,
100,2000,100003922,2024,1,40,400000,32580.170000000002,LOG100
100,2000,100003922,2024,2,31,50222,32580.170000000002,
100,1000,100003923,2024,1,40,400000,87068.98999999999,PLAN200
100,1000,100003923,2024,2,31,50010,87068.98999999999,
100,3000,100003924,2024,1,50,800000,586106.05,
100,3000,100003924,2024,2,01,10021,586106.05,
100,1000,100003925,2024,1,50,410000,1133.57,
100,1000,100003925,2024,2,01,INTERNAL,1133.57,
100,1000,100003926,2024,1,50,410000,1529.34,
100,1000,100003926,2024,2,01,INTERNAL,1529.34,
100,2000,100003927,2024,1,40,400000,39471.28,LOG100
100,2000,100003927,2024,2,31,50133,39471.28,
100,2000,100003928,2024,1,40,400000,201758.18,LAB100
100,2000,100003928,2024,2,31,50010,201758.18,
100,2000,100003929,2024,1,40,400000,78830.66,LAB200
100,2000,100003929,2024,2,31,50010,78830.66,
100,1000,100003930,2024,1,40,400000,20375.55,MIN300
100,1000,100003930,2024,2,31,50222,20375.55,
100,2000,100003931,2024,1,40,400000,21815.35,REF300
100,2000,100003931,2024,2,31,50063,21815.35,
100,3000,100003932,2024,1,50,800000,360529.71,
