MANDT,EBELN,EBELP,MATNR,WERKS,MENGE,NETPR,BRTWR
100,4500002145,20,10126,1000,21,373.16,7836.360000000001
100,4500002145,30,10017,1000,25,536.12,13403.0
100,4500002145,40,10171,1000,43,309.38,13303.34
100,4500002146,10,30005,1000,24,106.67,2560.08
100,4500002146,20,10299,1000,13,405.97,5277.610000000001
100,4500002146,30,10266,1000,17,490.97,8346.49
100,4500002146,40,10111,1000,5,676.33,3381.65
100,4500002147,10,30041,2000,17,655.43,11142.31
100,4500002147,20,10171,2000,34,534.77,18182.18
100,4500002147,30,80042,2000,5,518.31,2591.5499999999997
100,4500002148,10,10101,2000,18,362.66,6527.88
100,4500002149,10,10039,2000,21,161.52,3391.92
100,4500002149,20,30008,2000,28,627.52,17570.559999999998
100,4500002149,30,10127,2000,10,659.31,6593.099999999999
100,4500002149,40,10065,2000,44,643.15,28298.6
100,4500002150,10,10126,2000,29,626.04,18155.16
100,4500002150,20,10154,2000,36,549.52,19782.72
100,4500002150,30,80031,2000,47,664.06,31210.819999999996
100,4500002151,10,10249,1000,49,744.46,36478.54
100,4500002152,10,10165,1000,33,456.38,15060.539999999999
100,4500002153,10,10279,2000,8,250.83,2006.64
100,4500002154,10,10174,1000,3,464.65,1393.9499999999998
100,4500002155,10,30013,1000,15,305.96,4589.4
100,4500002155,20,80028,1000,34,590.49,20076.66
100,4500002155,30,80036,1000,28,657.77,18417.559999999998
100,4500002155,40,80002,1000,38,78.53,2984.14
100,4500002156,10,10076,1000,46,564.07,25947.22
100,4500002157,10,10026,1000,30,663.68,19910.399999999998
100,4500002157,20,10136,1000,40,431.94,17277.6
100,4500002158,10,80006,2000,5,685.43,3427.1499999999996
100,4500002158,20,10199,2000,1,696.48,696.48
100,4500002158,30,10076,2000,1,233.52,233.52
100,4500002159,10,10213,2000,44,315.46,13880.24
100,4500002159,20,30016,2000,8,619.26,4954.08
100,4500002159,30,10200,2000,23,418.23,9619.29
100,4500002160,10,10138,2000,23,79.6,1830.8
100,4500002160,20,10197,2000,10,706.73,7067.3
100,4500002160,30,30011,2000,37,708.13,26200.81
100,4500002160,40,10097,2000,9,626.65,5639.849999999999
100,4500002161,10,10138,1000,47,784.24,36859.28
100,4500002161,20,10282,1000,32,339.16,10853.12
100,4500002162,10,10111,1000,43,699.81,30091.829999999998
100,4500002163,10,10164,2000,35,347.65,12167.75
100,4500002163,20,10258,2000,48,59.99,2879.52
100,4500002163,30,10165,2000,33,200.06,6601.9800000000005
100,4500002164,10,10188,2000,18,525.12,9452.16
100,4500002164,20,10142,2000,10,556.5,5565.0
100,4500002165,10,10082,2000,9,720.51,6484.59
100,4500002166,10,10041,1000,44,779.87,34314.28
100,4500002166,20,10215,1000,9,473.02,4257.18
100,4500002166,30,10185,1000,2,150.14,300.28
100,4500002166,40,10197,1000,43,618.8,26608.399999999998
100,4500002167,10,30047,2000,24,550.21,13205.04
100,4500002167,20,10142,2000,7,795.49,5568.43
100,4500002168,10,30030,1000,14,189.71,2655.94
100,4500002169,10,10260,2000,17,235.17,3997.89
100,4500002169,20,10239,2000,36,180.06,6482.16
100,4500002170,10,10240,1000,46,406.76,18710.96
100,4500002170,20,80017,1000,49,309.34,15157.659999999998
100,4500002170,30,10113,1000,13,699.86,9098.18
100,4500002170,40,30032,1000,19,156.85,2980.15
100,4500002171,10,10144,1000,34,281.76,9579.84
100,4500002172,10,10271,1000,15,486.83,7302.45
100,4500002172,20,10202,1000,46,624.4,28722.399999999998
100,4500002173,10,30038,2000,48,646.87,31049.760000000002
100,4500002174,10,10188,2000,43,427.23,18370.89
100,4500002174,20,80004,2000,20,385.31,7706.2
100,4500002175,10,10210,2000,48,790.37,37937.76
100,4500002175,20,80030,2000,29,444.0,12876.0
100,4500002175,30,10034,2000,34,795.25,27038.5
100,4500002176,10,30032,2000,6,704.83,4228.9800000000005
100,4500002176,20,10293,2000,21,513.8,10789.8
100,4500002176,30,10148,2000,50,527.91,26395.5
100,4500002176,40,10299,2000,9,578.2,5203.8
100,4500002177,10,30012,2000,31,465.47,14429.570000000002
100,4500002178,10,10281,1000,46,533.6,24545.600000000002
100,4500002179,10,10091,1000,33,662.75,21870.75
100,4500002179,20,80041,1000,27,497.11,13421.970000000001
100,4500002179,30,10202,1000,12,289.8,3477.6000000000004
100,4500002180,10,10055,2000,17,700.28,11904.76
100,4500002180,20,30042,2000,49,620.86,30422.14
100,4500002180,30,10289,2000,45,348.15,15666.749999999998
100,4500002181,10,10000,1000,46,248.88,11448.48
100,4500002182,10,10080,2000,43,180.87,7777.41
100,4500002182,20,80044,2000,42,269.75,11329.5
100,4500002182,30,30018,2000,45,491.84,22132.8
100,4500002183,10,80040,2000,5,56.81,284.05
100,4500002183,20,30012,2000,42,492.72,20694.24
100,4500002184,10,10244,2000,5,522.16,2610.7999999999997
100,4500002184,20,30001,2000,41,186.75,7656.75
100,4500002184,30,10261,2000,2,766.68,1533.36
100,4500002184,40,10211,2000,6,755.28,4531.68
100,4500002185,10,10201,2000,46,784.51,36087.46
100,4500002185,20,80009,2000,49,423.15,20734.35
100,4500002185,30,80042,2000,18,405.93,7306.74
100,4500002185,40,30033,2000,6,394.6,2367.6000000000004
100,4500002186,10,10199,2000,28,425.34,11909.519999999999
100,4500002186,20,10125,2000,48,87.81,4214.88
100,4500002186,30,10078,2000,23,617.88,14211.24
100,4500002187,10,10166,2000,35,384.12,13444.2
100,4500002187,20,30026,2000,25,417.22,10430.5
100,4500002187,30,10163,2000,47,57.89,2720.83
100,4500002188,10,10045,1000,17,507.04,8619.68
100,4500002188,20,80027,1000,39,203.46,7934.9400000000005
100,4500002188,30,10207,1000,43,749.03,32208.289999999997
100,4500002188,40,10054,1000,50,479.83,23991.5
100,4500002189,10,30007,2000,20,241.75,4835.0
100,4500002189,20,10297,2000,49,78.69,3855.81
100,4500002189,30,10163,2000,5,522.16,2610.7999999999997
100,4500002189,40,10172,2000,26,716.51,18629.26
100,4500002190,10,80033,1000,26,200.64,5216.639999999999
100,4500002191,10,80047,1000,5,341.63,1708.15
100,4500002191,20,10028,1000,29,432.81,12551.49
100,4500002191,30,30029,1000,46,685.14,31516.44
100,4500002192,10,10046,2000,14,605.67,8479.38
100,4500002193,10,10149,2000,46,461.82,21243.72
100,4500002193,20,10244,2000,1,87.22,87.22
100,4500002193,30,10065,2000,37,235.47,8712.39
100,4500002194,10,10260,1000,37,196.28,7262.36
100,4500002194,20,10134,1000,27,64.78,1749.06
100,4500002194,30,10032,1000,16,375.92,6014.72
100,4500002194,40,10279,1000,35,265.35,9287.25
100,4500002195,10,30004,2000,9,606.39,5457.51
100,4500002196,10,10032,2000,47,492.83,23163.01
100,4500002196,20,10211,2000,49,113.73,5572.77
100,4500002196,30,10223,2000,43,790.77,34003.11
100,4500002197,10,10079,2000,15,569.54,8543.099999999999
100,4500002197,20,10185,2000,9,568.1,5112.900000000001
100,4500002198,10,10099,2000,1,637.88,637.88
100,4500002198,20,10077,2000,50,160.88,8044.0
100,4500002198,30,30048,2000,46,183.0,8418.0
100,4500002198,40,10114,2000,16,317.61,5081.76
100,4500002199,10,10161,1000,26,605.03,15730.779999999999
100,4500002199,20,10179,1000,49,69.17,3389.33
100,4500002199,30,80046,1000,22,457.2,10058.4
100,4500002199,40,80033,1000,1,290.05,290.05
100,4500002200,10,10249,1000,39,418.87,16335.93
100,4500002200,20,10133,1000,17,424.66,7219.22
100,4500002200,30,10040,1000,38,209.11,7946.18
100,4500002200,40,10272,1000,50,597.4,29870.0
100,4500002201,10,10084,2000,8,500.21,4001.68
100,4500002201,20,10004,2000,21,731.21,15355.41
100,4500002201,30,10001,2000,17,404.93,6883.81
100,4500002202,10,10083,1000,39,107.03,4174.17
100,4500002202,20,10181,1000,38,415.11,15774.18
100,4500002202,30,10120,1000,27,333.24,8997.48
100,4500002202,40,10292,1000,35,613.31,21465.85
100,4500002203,10,10224,1000,49,273.53,13402.97
100,4500002204,10,10104,2000,40,380.92,15236.800000000001
100,4500002204,20,10270,2000,34,312.56,10627.04
100,4500002204,30,10230,2000,20,429.47,8589.400000000001
100,4500002205,10,10037,2000,40,111.04,4441.6
100,4500002205,20,10280,2000,49,472.09,23132.41
100,4500002205,30,10265,2000,31,299.08,9271.48
100,4500002205,40,10252,2000,38,702.85,26708.3
100,4500002206,10,80004,1000,3,529.44,1588.3200000000002
100,4500002206,20,10014,1000,4,292.77,1171.08
100,4500002207,10,30028,2000,8,378.61,3028.88
100,4500002207,20,10194,2000,21,462.9,9720.9
100,4500002207,30,10145,2000,3,291.89,875.67
100,4500002208,10,10094,1000,19,356.56,6774.64
100,4500002208,20,80036,1000,48,702.3,33710.399999999994
100,4500002208,30,10052,1000,9,191.33,1721.97
100,4500002209,10,10172,1000,16,201.63,3226.08
100,4500002209,20,10099,1000,46,326.32,15010.72
100,4500002209,30,10241,1000,21,749.53,15740.13
100,4500002209,40,10299,1000,43,456.28,19620.039999999997
100,4500002210,10,10210,1000,2,476.91,953.82
100,4500002210,20,80036,1000,37,796.83,29482.710000000003
100,4500002210,30,10257,1000,21,747.45,15696.45
100,4500002210,40,10005,1000,49,91.44,4480.5599999999995
100,4500002211,10,10227,2000,46,155.37,7147.02
100,4500002212,10,10008,1000,29,509.12,14764.48
100,4500002213,10,10075,1000,29,437.6,12690.400000000001
100,4500002213,20,10176,1000,19,339.36,6447.84
100,4500002213,30,10008,1000,22,515.86,11348.92
100,4500002214,10,10061,2000,5,394.11,1970.5500000000002
100,4500002214,20,10163,2000,14,488.04,6832.56
100,4500002214,30,30044,2000,47,759.2,35682.4
100,4500002214,40,10226,2000,11,258.47,2843.17
100,4500002215,10,80043,1000,3,786.66,2359.98
100,4500002215,20,80043,1000,33,278.12,9177.960000000001
100,4500002215,30,10253,1000,22,583.88,12845.36
100,4500002215,40,30041,1000,13,568.01,7384.13
100,4500002216,10,10247,2000,34,752.65,25590.1
100,4500002216,20,10114,2000,29,476.87,13829.23
100,4500002217,10,30021,1000,37,177.99,6585.63
100,4500002217,20,10043,1000,15,404.85,6072.75
100,4500002217,30,10245,1000,16,51.89,830.24
100,4500002218,10,10270,1000,24,448.02,10752.48
100,4500002219,10,80049,2000,33,203.14,6703.62
100,4500002219,20,10217,2000,50,750.06,37503.0
100,4500002219,30,10264,2000,8,367.54,2940.32
100,4500002220,10,10217,1000,22,550.03,12100.66
100,4500002220,20,10023,1000,26,406.1,10558.6
100,4500002220,30,10190,1000,23,473.09,10881.07
100,4500002220,40,10229,1000,16,601.26,9620.16
100,4500002221,10,10163,2000,48,617.91,29659.68
100,4500002222,10,10059,2000,26,334.23,8689.98
100,4500002222,20,10267,2000,43,139.16,5983.88
100,4500002223,10,80022,1000,25,776.91,19422.75
100,4500002223,20,10045,1000,15,535.93,8038.949999999999
100,4500002223,30,10008,1000,46,256.62,11804.52
100,4500002224,10,10159,1000,22,464.0,10208.0
100,4500002225,10,10011,1000,26,705.61,18345.86
100,4500002225,20,10292,1000,40,561.33,22453.2
100,4500002225,30,80033,1000,25,282.63,7065.75
100,4500002225,40,10157,1000,40,231.5,9260.0
100,4500002226,10,80047,2000,15,641.38,9620.7
100,4500002227,10,30009,2000,16,553.4,8854.4
100,4500002227,20,10018,2000,50,80.47,4023.5
100,4500002227,30,10017,2000,17,317.72,5401.240000000001
100,4500002227,40,80002,2000,46,461.58,21232.68
100,4500002228,10,10161,2000,7,276.19,1933.33
100,4500002228,20,30001,2000,37,332.36,12297.32
100,4500002229,10,10107,1000,5,423.36,2116.8
100,4500002229,20,10007,1000,38,425.81,16180.78
100,4500002229,30,10059,1000,26,777.22,20207.72
100,4500002229,40,10273,1000,36,126.99,4571.639999999999
100,4500002230,10,10194,1000,39,131.44,5126.16
100,4500002230,20,10092,1000,36,121.95,4390.2
100,4500002230,30,10027,1000,7,335.77,2350.39
100,4500002231,10,10217,2000,3,720.35,2161.05
100,4500002232,10,30044,2000,17,385.85,6559.450000000001
100,4500002232,20,10213,2000,22,77.67,1708.74
100,4500002232,30,10135,2000,17,624.55,10617.349999999999
100,4500002233,10,30026,1000,11,284.34,3127.74
100,4500002233,20,10088,1000,31,552.59,17130.29
100,4500002233,30,10001,1000,46,651.24,29957.04
100,4500002234,10,10133,1000,49,720.16,35287.84
100,4500002234,20,10001,1000,11,376.5,4141.5
100,4500002234,30,10063,1000,13,314.23,4084.9900000000002
100,4500002234,40,10144,1000,10,294.16,2941.6000000000004
100,4500002235,10,10073,2000,28,589.9,16517.2
100,4500002235,20,10045,2000,14,450.02,6300.28
100,4500002236,10,10004,2000,37,550.26,20359.62
100,4500002237,10,10246,1000,22,54.97,1209.34
100,4500002237,20,10205,1000,35,427.49,14962.15
100,4500002238,10,10079,2000,27,144.03,3888.81
100,4500002238,20,10228,2000,47,372.16,17491.52
100,4500002239,10,10297,2000,41,683.39,28018.989999999998
100,4500002240,10,10298,2000,44,163.29,7184.759999999999
100,4500002240,20,10294,2000,19,251.36,4775.84
100,4500002240,30,80012,2000,13,640.52,8326.76
100,4500002241,10,10052,1000,42,289.17,12145.140000000001
100,4500002241,20,80040,1000,47,121.88,5728.36
100,4500002242,10,10143,1000,35,663.35,23217.25
100,4500002242,20,10080,1000,16,367.53,5880.48
100,4500002242,30,10275,1000,4,701.54,2806.16
100,4500002242,40,80005,1000,15,425.55,6383.25
100,4500002243,10,10181,1000,18,631.17,11361.06
100,4500002244,10,10184,2000,32,234.55,7505.6
100,4500002245,10,10011,2000,44,333.19,14660.36
100,4500002246,10,10093,1000,16,586.79,9388.64
100,4500002246,20,10180,1000,4,267.28,1069.12
100,4500002246,30,10019,1000,10,357.8,3578.0
100,4500002246,40,80034,1000,12,657.3,7887.599999999999
100,4500002247,10,30013,1000,40,713.21,28528.4
100,4500002247,20,10032,1000,3,473.25,1419.75
100,4500002248,10,10271,2000,26,363.8,9458.800000000001
100,4500002248,20,10191,2000,4,785.46,3141.84
100,4500002248,30,10109,2000,27,464.26,12535.02
100,4500002248,40,30040,2000,26,467.86,12164.36
100,4500002249,10,10226,1000,15,403.28,6049.2
100,4500002250,10,10042,1000,18,615.82,11084.76
100,4500002250,20,10296,1000,2,196.26,392.52
100,4500002250,30,10005,1000,39,720.25,28089.75
100,4500002250,40,10079,1000,2,735.06,1470.12
100,4500002251,10,10020,2000,31,55.45,1718.95
100,4500002251,20,10090,2000,42,751.81,31576.019999999997
100,4500002251,30,10252,2000,19,435.25,8269.75
100,4500002251,40,10167,2000,42,386.66,16239.720000000001
100,4500002252,10,10120,2000,42,113.99,4787.58
100,4500002252,20,10274,2000,26,640.56,16654.559999999998
100,4500002252,30,10184,2000,39,251.2,9796.8
100,4500002253,10,80022,1000,37,180.27,6669.990000000001
100,4500002253,20,10138,1000,49,371.38,18197.62
100,4500002253,30,10204,1000,27,790.24,21336.48
100,4500002253,40,10267,1000,16,408.53,6536.48
100,4500002254,10,10143,2000,22,458.12,10078.64
100,4500002255,10,10006,2000,48,424.85,20392.800000000003
100,4500002256,10,10107,1000,16,132.49,2119.84
100,4500002256,20,30037,1000,24,555.0,13320.0
100,4500002257,10,10024,2000,6,284.29,1705.7400000000002
100,4500002258,10,10167,1000,12,55.35,664.2
100,4500002258,20,10222,1000,11,789.66,8686.26
100,4500002259,10,10039,1000,25,607.43,15185.749999999998
100,4500002259,20,10066,1000,49,339.75,16647.75
100,4500002260,10,10048,1000,19,89.36,1697.84
100,4500002260,20,10281,1000,10,192.73,1927.3
100,4500002260,30,10003,1000,5,406.52,2032.6
100,4500002260,40,30003,1000,29,140.81,4083.4900000000002
100,4500002261,10,10023,2000,22,621.81,13679.82
100,4500002261,20,80009,2000,43,527.63,22688.09
100,4500002261,30,10185,2000,2,465.56,931.12
100,4500002262,10,10245,1000,7,90.74,635.18
100,4500002262,20,10212,1000,21,606.87,12744.27
100,4500002262,30,10011,1000,11,271.14,2982.54
100,4500002262,40,10085,1000,13,324.75,4221.75
100,4500002263,10,10041,2000,43,275.76,11857.68
100,4500002263,20,10022,2000,24,403.11,9674.64
100,4500002263,30,10255,2000,22,193.73,4262.0599999999995
100,4500002264,10,80049,1000,27,351.72,9496.44
100,4500002265,10,10277,2000,23,406.69,9353.87
100,4500002266,10,10062,1000,42,785.36,32985.12
100,4500002267,10,10236,2000,2,340.21,680.42
100,4500002268,10,10240,1000,38,335.51,12749.38
100,4500002268,20,10216,1000,17,59.16,1005.7199999999999
100,4500002268,30,10032,1000,37,97.87,3621.19
100,4500002269,10,30020,2000,4,582.21,2328.84
100,4500002269,20,10224,2000,36,664.93,23937.48
100,4500002269,30,10076,2000,19,106.34,2020.46
100,4500002269,40,10215,2000,18,204.33,3677.94
100,4500002270,10,10129,2000,31,287.83,8922.73
100,4500002271,10,10075,2000,5,684.13,3420.65
100,4500002271,20,10253,2000,19,368.52,7001.879999999999
100,4500002271,30,10166,2000,13,620.94,8072.220000000001
100,4500002272,10,10297,1000,21,57.16,1200.36
100,4500002272,20,10017,1000,50,292.68,14634.0
100,4500002272,30,10147,1000,7,122.1,854.6999999999999
100,4500002273,10,80028,2000,44,267.95,11789.8
100,4500002273,20,10217,2000,48,713.6,34252.8
100,4500002274,10,10278,1000,39,685.87,26748.93
100,4500002274,20,10023,1000,41,412.65,16918.649999999998
100,4500002274,30,10219,1000,37,676.71,25038.27
100,4500002274,40,30033,1000,21,389.65,8182.65
100,4500002275,10,10127,1000,28,619.29,17340.12
100,4500002275,20,10244,1000,3,120.33,360.99
100,4500002275,30,10218,1000,33,628.82,20751.06
100,4500002275,40,10079,1000,24,677.51,16260.24
100,4500002276,10,10130,2000,1,646.37,646.37
100,4500002277,10,30032,2000,8,438.75,3510.0
100,4500002278,10,30027,2000,40,318.85,12754.0
100,4500002279,10,10261,1000,35,797.67,27918.449999999997
100,4500002280,10,10045,2000,49,142.05,6960.450000000001
100,4500002280,20,80041,2000,8,395.26,3162.08
100,4500002281,10,30048,1000,11,207.25,2279.75
100,4500002281,20,10041,1000,12,296.99,3563.88
100,4500002282,10,10001,2000,45,581.33,26159.850000000002
100,4500002282,20,10109,2000,34,688.48,23408.32
100,4500002282,30,30037,2000,28,142.46,3988.88
100,4500002283,10,10047,2000,13,259.45,3372.85
100,4500002283,20,10089,2000,32,539.53,17264.96
100,4500002283,30,10253,2000,13,157.98,2053.74
100,4500002284,10,10202,2000,19,553.55,10517.449999999999
100,4500002284,20,10093,2000,32,208.14,6660.48
100,4500002285,10,10266,2000,47,520.13,24446.11
100,4500002285,20,10216,2000,44,638.66,28101.039999999997
100,4500002286,10,10043,1000,16,290.46,4647.36
100,4500002286,20,10052,1000,43,716.11,30792.73
100,4500002287,10,10054,1000,2,406.57,813.14
100,4500002288,10,10133,2000,26,780.76,20299.76
100,4500002288,20,10142,2000,34,674.21,22923.14
100,4500002289,10,10071,1000,47,144.58,6795.26
100,4500002289,20,10116,1000,11,729.76,8027.36
100,4500002290,10,80026,1000,18,788.46,14192.28
100,4500002290,20,10224,1000,48,652.96,31342.08
100,4500002290,30,10278,1000,8,121.79,974.32
100,4500002290,40,10106,1000,29,95.9,2781.1000000000004
100,4500002291,10,10156,2000,24,284.87,6836.88
100,4500002291,20,10015,2000,29,692.24,20074.96
100,4500002292,10,10182,1000,21,537.51,11287.71
100,4500002292,20,10259,1000,34,147.63,5019.42
100,4500002293,10,10164,2000,16,212.27,3396.32
100,4500002294,10,10210,2000,27,560.8,15141.599999999999
100,4500002294,20,10252,2000,4,533.47,2133.88
100,4500002294,30,80039,2000,45,351.19,15803.55
100,4500002294,40,30041,2000,15,117.96,1769.3999999999999
100,4500002295,10,80002,2000,22,302.72,6659.84
100,4500002296,10,10105,1000,47,135.57,6371.79
100,4500002296,20,10097,1000,17,563.88,9585.96
100,4500002296,30,10117,1000,32,419.67,13429.44
100,4500002296,40,10039,1000,30,56.32,1689.6
100,4500002297,10,10066,2000,2,660.83,1321.66
100,4500002298,10,10280,1000,43,777.27,33422.61
100,4500002298,20,10011,1000,15,285.33,4279.95
100,4500002298,30,30009,1000,21,58.38,1225.98
100,4500002298,40,10275,1000,7,476.28,3333.96
100,4500002299,10,10222,2000,21,763.6,16035.6
100,4500002299,20,10228,2000,48,572.77,27492.96
100,4500002299,30,10275,2000,50,109.58,5479.0
100,4500002300,10,10178,1000,48,521.86,25049.28
100,4500002301,10,10292,2000,5,682.18,3410.8999999999996
100,4500002302,10,10265,2000,17,54.17,920.89
100,4500002302,20,10025,2000,1,80.15,80.15
100,4500002302,30,10150,2000,3,66.87,200.61
100,4500002303,10,80019,2000,30,338.78,10163.4
100,4500002303,20,10108,2000,19,598.85,11378.15
100,4500002303,30,10274,2000,29,313.26,9084.539999999999
100,4500002304,10,10224,1000,5,631.91,3159.5499999999997
100,4500002305,10,10246,1000,31,692.57,21469.670000000002
100,4500002305,20,30019,1000,43,340.46,14639.779999999999
100,4500002305,30,10096,1000,50,674.86,33743.0
100,4500002306,10,30008,1000,16,141.23,2259.68
100,4500002306,20,10234,1000,26,403.86,10500.36
100,4500002307,10,30014,2000,39,662.77,25848.03
100,4500002307,20,10080,2000,50,483.71,24185.5
100,4500002307,30,30033,2000,46,293.46,13499.16
100,4500002307,40,10294,2000,6,588.19,3529.1400000000003
100,4500002308,10,10010,2000,1,480.82,480.82
100,4500002308,20,10158,2000,25,304.82,7620.5
100,4500002308,30,30039,2000,35,241.3,8445.5
100,4500002309,10,80029,1000,48,266.9,12811.199999999999
100,4500002309,20,30029,1000,33,420.75,13884.75
100,4500002310,10,10129,2000,9,306.88,2761.92
100,4500002310,20,80036,2000,42,508.41,21353.22
100,4500002310,30,10057,2000,29,376.42,10916.18
100,4500002310,40,10296,2000,32,684.1,21891.2
100,4500002311,10,10163,2000,37,137.58,5090.46
100,4500002311,20,80021,2000,24,684.29,16422.96
100,4500002311,30,10223,2000,47,639.68,30064.96
100,4500002311,40,30025,2000,38,539.09,20485.420000000002
100,4500002312,10,10142,2000,29,408.1,11834.900000000001
100,4500002312,20,10246,2000,8,253.77,2030.16
100,4500002312,30,10181,2000,29,684.4,19847.6
100,4500002313,10,10067,2000,24,342.08,8209.92
100,4500002313,20,80022,2000,14,417.96,5851.44
100,4500002313,30,10136,2000,48,462.18,22184.64
100,4500002314,10,10199,2000,49,554.83,27186.670000000002
100,4500002314,20,10107,2000,16,671.06,10736.96
100,4500002314,30,30003,2000,18,778.67,14016.06
100,4500002314,40,10001,2000,46,728.51,33511.46
100,4500002315,10,10110,1000,50,57.4,2870.0
100,4500002315,20,10230,1000,11,402.82,4431.0199999999995
100,4500002315,30,30025,1000,31,148.06,4589.86
100,4500002316,10,80044,2000,33,710.55,23448.149999999998
100,4500002316,20,10254,2000,4,760.07,3040.28
100,4500002316,30,10284,2000,38,793.23,30142.74
100,4500002317,10,10120,2000,27,743.84,20083.68
100,4500002318,10,10222,1000,44,706.36,31079.84
100,4500002318,20,10135,1000,35,179.36,6277.6
100,4500002318,30,30044,1000,39,771.81,30100.589999999997
100,4500002318,40,10146,1000,13,568.97,7396.610000000001
100,4500002319,10,10011,1000,44,403.05,17734.2
100,4500002319,20,10088,1000,22,505.54,11121.880000000001
100,4500002319,30,10176,1000,3,124.33,372.99
100,4500002320,10,10271,2000,4,410.27,1641.08
100,4500002320,20,10260,2000,10,206.12,2061.2
100,4500002320,30,10244,2000,43,84.56,3636.08
100,4500002320,40,10268,2000,5,197.51,987.55
100,4500002321,10,30044,1000,31,274.74,8516.94
100,4500002321,20,10091,1000,28,480.66,13458.480000000001
100,4500002322,10,10282,2000,1,117.72,117.72
100,4500002323,10,80030,2000,45,180.91,8140.95
100,4500002324,10,10293,2000,19,670.32,12736.080000000002
100,4500002324,20,10285,2000,44,205.86,9057.84
100,4500002325,10,10271,2000,33,274.93,9072.69
100,4500002325,20,10124,2000,31,589.63,18278.53
100,4500002326,10,10027,2000,48,232.73,11171.039999999999
100,4500002326,20,30024,2000,12,705.65,8467.8
100,4500002326,30,10243,2000,9,562.84,5065.56
100,4500002327,10,10038,2000,26,168.79,4388.54
100,4500002327,20,10023,2000,22,314.38,6916.36
100,4500002328,10,10142,2000,42,525.27,22061.34
100,4500002328,20,80045,2000,50,577.21,28860.5
100,4500002329,10,10112,1000,5,549.29,2746.45
100,4500002329,20,10025,1000,10,63.69,636.9
100,4500002329,30,10010,1000,17,108.12,1838.04
100,4500002329,40,10004,1000,30,654.26,19627.8
100,4500002330,10,30002,1000,16,392.29,6276.64
100,4500002330,20,10092,1000,28,323.31,9052.68
100,4500002331,10,10113,1000,23,288.39,6632.969999999999
100,4500002331,20,10040,1000,38,207.13,7870.94
100,4500002331,30,10107,1000,5,546.29,2731.45
100,4500002331,40,10015,1000,8,589.46,4715.68
100,4500002332,10,10226,2000,15,765.79,11486.849999999999
100,4500002332,20,10046,2000,15,407.86,6117.900000000001
100,4500002332,30,30005,2000,3,592.92,1778.7599999999998
100,4500002332,40,30016,2000,5,790.33,3951.65
100,4500002333,10,10039,1000,36,512.44,18447.840000000004
100,4500002333,20,10080,1000,11,761.97,8381.67
100,4500002334,10,10039,1000,14,443.16,6204.240000000001
100,4500002334,20,10171,1000,18,684.86,12327.48
100,4500002334,30,80003,1000,28,744.9,20857.2
100,4500002334,40,10027,1000,11,736.66,8103.259999999999
100,4500002335,10,10174,1000,35,591.4,20699.0
100,4500002335,20,10141,1000,31,112.6,3490.6
100,4500002336,10,10173,1000,4,112.18,448.72
100,4500002336,20,10161,1000,48,231.82,11127.36
100,4500002336,30,10035,1000,46,134.38,6181.48
100,4500002337,10,10172,2000,17,709.86,12067.62
100,4500002337,20,30028,2000,34,169.52,5763.68
100,4500002337,30,30047,2000,32,132.03,4224.96
100,4500002337,40,10059,2000,20,471.32,9426.4
100,4500002338,10,10284,2000,2,760.44,1520.88
100,4500002338,20,10290,2000,32,553.37,17707.84
100,4500002338,30,10169,2000,23,732.87,16856.01
100,4500002339,10,30027,1000,36,336.06,12098.16
100,4500002339,20,10166,1000,3,246.99,740.97
100,4500002339,30,30025,1000,19,118.56,2252.64
100,4500002339,40,10153,1000,18,609.95,10979.1
100,4500002340,10,80022,1000,2,447.53,895.06
100,4500002340,20,10031,1000,45,309.91,13945.95
100,4500002340,30,10022,1000,5,296.3,1481.5
100,4500002340,40,10063,1000,15,378.69,5680.35
100,4500002341,10,10261,2000,17,708.32,12041.44
100,4500002341,20,10227,2000,3,269.99,809.97
100,4500002341,30,10130,2000,5,358.24,1791.2
100,4500002341,40,10288,2000,43,428.68,18433.24
100,4500002342,10,10195,1000,43,454.23,19531.89
100,4500002342,20,10224,1000,42,57.96,2434.32
100,4500002342,30,10219,1000,35,108.36,3792.6
100,4500002342,40,10135,1000,15,369.45,5541.75
100,4500002343,10,10242,1000,36,237.82,8561.52
100,4500002343,20,10259,1000,19,780.44,14828.36
100,4500002343,30,10185,1000,30,377.6,11328.0
100,4500002343,40,10271,1000,41,370.92,15207.720000000001
100,4500002344,10,10219,2000,32,148.42,4749.44
100,4500002344,20,10047,2000,39,594.6,23189.4
100,4500002344,30,10090,2000,36,619.79,22312.44
100,4500002344,40,10153,2000,38,698.1,26527.8
100,4500002345,10,80021,2000,50,343.31,17165.5
100,4500002345,20,30026,2000,35,791.72,27710.2
100,4500002345,30,10276,2000,2,117.95,235.9
100,4500002345,40,80043,2000,50,173.88,8694.0
100,4500002346,10,10212,1000,7,607.24,4250.68
100,4500002346,20,10286,1000,35,78.73,2755.55
100,4500002347,10,10206,2000,42,176.3,7404.6
100,4500002348,10,10031,2000,15,726.15,10892.25
100,4500002348,20,10172,2000,40,313.81,12552.4
100,4500002348,30,80018,2000,7,288.53,2019.7099999999998
100,4500002348,40,10200,2000,29,724.26,21003.54
100,4500002349,10,10293,2000,26,706.97,18381.22
100,4500002349,20,10177,2000,35,694.74,24315.9
