MANDT,KOKRS,BELNR,BUZEI,KSTAR,KOSTL,WTGBTR,REFBN
100,1000,303119,1,400000,MANT200,32582.39,100004261
100,1000,303120,1,400000,LAB100,14537.76,100004262
100,1000,303121,1,400000,PLAN300,13071.5,100004263
100,1000,303122,1,400000,LAB200,73061.01,100004264
100,1000,303123,1,400000,MANT100,1839.82,100004266
100,1000,303124,1,400000,MANT100,1137.48,100004267
100,1000,303125,1,400000,MANT100,1146.66,100004268
100,1000,303126,1,400000,MANT100,1503.25,100004269
100,1000,303127,1,400000,MANT100,1731.54,100004270
100,1000,303128,1,400000,MANT100,1995.37,100004271
100,1000,303129,1,400000,MANT300,3430.98,100004272
100,1000,303130,1,400000,REF100,112388.96,100004273
100,1000,303131,1,400000,MIN200,100335.01000000001,100004274
100,1000,303132,1,400000,MANT100,1579.88,100004277
100,1000,303133,1,400000,MANT100,1345.38,100004278
100,1000,303134,1,400000,MANT200,22361.980000000003,100004279
100,1000,303135,1,400000,MANT100,4164.8,100004280
100,1000,303136,1,400000,LOG100,138880.51,100004281
100,1000,303137,1,400000,LOG200,49458.619999999995,100004282
100,1000,303138,1,400000,REF300,2136.2400000000002,100004283
100,1000,303139,1,400000,PLAN200,15191.749999999998,100004284
100,1000,303140,1,400000,MANT100,1658.3,100004286
100,1000,303141,1,400000,MANT100,1823.84,100004287
100,1000,303142,1,400000,MANT100,1005.22,100004288
100,1000,303143,1,400000,MANT100,1103.82,100004289
100,1000,303144,1,400000,MANT100,1564.46,100004290
100,1000,303145,1,400000,MANT100,1774.7,100004291
100,1000,303146,1,400000,MANT300,13631.99,100004292
100,1000,303147,1,400000,MANT200,31465.18,100004293
100,1000,303148,1,400000,REF200,18986.4,100004294
100,1000,303149,1,400000,MANT100,509.6,100004298
100,1000,303150,1,400000,MANT100,536.76,100004299
100,1000,303151,1,400000,MANT100,1896.02,100004300
100,1000,303152,1,400000,MIN300,38358.88,100004301
100,1000,303153,1,400000,REF200,5733.889999999999,100004302
100,1000,303154,1,400000,MANT100,1555.81,100004305
100,1000,303155,1,400000,MANT100,972.29,100004306
100,1000,303156,1,400000,MANT100,1167.4,100004307
100,1000,303157,1,400000,MANT100,1502.77,100004308
100,1000,303158,1,400000,LOG300,6851.49,100004309
100,1000,303159,1,400000,LAB300,1729.07,100004310
100,1000,303160,1,400000,LAB100,182175.07,100004311
100,1000,303161,1,400000,MIN200,37518.82,100004312
100,1000,303162,1,400000,MANT100,1554.23,100004315
100,1000,303163,1,400000,MANT100,568.21,100004316
100,1000,303164,1,400000,MANT100,1888.19,100004317
100,1000,303165,1,400000,MANT100,862.15,100004318
100,1000,303166,1,400000,MANT100,1754.77,100004319
100,1000,303167,1,400000,MIN100,40596.64,100004320
100,1000,303168,1,400000,PLAN300,118640.05,100004321
100,1000,303169,1,400000,MANT100,18883.02,100004325
100,1000,303170,1,400000,MANT100,665.97,100004326
100,1000,303171,1,400000,MANT100,1163.52,100004327
100,1000,303172,1,400000,MANT100,1555.23,100004328
100,1000,303173,1,400000,MANT100,1748.22,100004329
100,1000,303174,1,400000,MANT100,917.05,100004330
100,1000,303175,1,400000,MANT100,755.33,100004331
100,1000,303176,1,400000,LOG100,42313.7,100004332
100,1000,303177,1,400000,LOG100,122802.84,100004333
100,1000,303178,1,400000,MANT100,1439.76,100004337
100,1000,303179,1,400000,MANT100,821.66,100004338
100,1000,303180,1,400000,MANT100,1576.45,100004339
100,1000,303181,1,400000,MANT100,1420.14,100004340
100,1000,303182,1,400000,MANT100,1747.21,100004341
100,1000,303183,1,400000,MANT100,655.65,100004342
100,1000,303184,1,400000,MANT300,72698.86,100004343
100,1000,303185,1,400000,PLAN200,22949.019999999997,100004344
100,1000,303186,1,400000,REF200,24626.53,100004345
100,1000,303187,1,400000,LOG300,82983.59999999999,100004346
100,1000,303188,1,400000,MANT200,27102.270000000004,100004347
100,1000,303189,1,400000,MANT100,576.85,100004358
100,1000,303190,1,400000,MANT100,1529.9,100004359
100,1000,303191,1,400000,MANT100,1729.88,100004360
100,1000,303192,1,400000,MANT100,1217.11,100004361
100,1000,303193,1,400000,MANT100,1510.78,100004362
100,1000,303194,1,400000,ADM100,8613.613148308998,100004364
100,1000,303195,1,400000,MIN200,31148.699999999997,100004365
100,1000,303196,1,400000,MIN300,43812.06,100004366
100,1000,303197,1,400000,MIN200,39448.649999999994,100004367
100,1000,303198,1,400000,LOG100,39306.090000000004,100004368
100,1000,303199,1,400000,MANT100,10486.16,100004376
100,1000,303200,1,400000,MANT100,1279.61,100004377
100,1000,303201,1,400000,MANT100,1342.89,100004378
100,1000,303202,1,400000,MANT100,627.76,100004379
100,1000,303203,1,400000,ADM100,15024.805124679207,100004381
100,1000,303204,1,400000,MANT300,14602.580000000002,100004382
100,1000,303205,1,400000,MIN100,20389.33,100004383
100,1000,303206,1,400000,PLAN200,85146.82,100004384
100,1000,303207,1,400000,REF200,31076.21,100004385
100,1000,303208,1,400000,MANT300,102455.60999999999,100004386
100,1000,303209,1,400000,LOG100,18309.800000000003,100004387
100,1000,303210,1,400000,MANT100,1317.15,100004394
100,1000,303211,1,400000,MANT100,1744.41,100004395
100,1000,303212,1,400000,ADM100,14818.784007167067,100004397
100,1000,303213,1,400000,LAB300,31603.139999999996,100004398
100,1000,303214,1,400000,REF100,47964.0,100004399
100,1000,303215,1,400000,PLAN200,14358.059999999998,100004400
100,1000,303216,1,400000,MANT100,958.32,100004407
100,1000,303217,1,400000,MANT100,809.51,100004408
100,1000,303218,1,400000,MANT100,881.36,100004409
100,1000,303219,1,400000,MANT100,1864.82,100004410
100,1000,303220,1,400000,MANT100,1914.3,100004411
100,1000,303221,1,400000,MANT100,649.39,100004412
100,1000,303222,1,400000,ADM100,13802.848597191853,100004414
100,1000,303223,1,400000,MIN300,34712.700000000004,100004415
100,1000,303224,1,400000,REF200,2446.11,100004416
100,1000,303225,1,400000,MANT100,1259.81,100004424
100,1000,303226,1,400000,MANT100,1752.24,100004425
100,1000,303227,1,400000,MANT100,1167.98,100004426
100,1000,303228,1,400000,MIN100,8075.5199999999995,100004427
100,1000,303229,1,400000,MANT200,55885.51,100004428
100,1000,303230,1,400000,MANT300,75317.95,100004429
100,1000,303231,1,400000,PLAN200,84653.13,100004430
100,1000,303232,1,400000,MIN200,180117.57,100004431
100,1000,303233,1,400000,MIN300,53293.43,100004432
100,1000,303234,1,400000,MANT100,816.87,100004439
100,1000,303235,1,400000,MANT100,1228.63,100004440
100,1000,303236,1,400000,LAB200,55210.23999999999,100004441
100,1000,303237,1,400000,MANT200,28176.43,100004442
100,1000,303238,1,400000,LOG100,84956.53,100004443
100,1000,303239,1,400000,LOG100,68110.05,100004444
100,1000,303240,1,400000,PLAN300,30858.739999999998,100004445
100,1000,303241,1,400000,LOG100,22543.17,100004446
100,1000,303242,1,400000,MANT100,999.55,100004454
100,1000,303243,1,400000,MANT100,564.83,100004455
100,1000,303244,1,400000,MANT100,836.31,100004456
100,1000,303245,1,400000,MANT100,1999.52,100004457
100,1000,303246,1,400000,MANT100,1894.54,100004458
100,1000,303247,1,400000,MANT100,1701.74,100004459
100,1000,303248,1,400000,ADM100,9586.22014959162,100004461
100,1000,303249,1,400000,LAB200,15514.8,100004462
100,1000,303250,1,400000,MANT300,40314.97,100004463
100,1000,303251,1,400000,MIN200,17133.649999999998,100004464
100,1000,303252,1,400000,MANT100,872.5,100004471
100,1000,303253,1,400000,MANT100,1905.21,100004472
100,1000,303254,1,400000,MANT100,1054.58,100004473
100,1000,303255,1,400000,MANT100,1370.95,100004474
100,1000,303256,1,400000,MANT100,689.1,100004475
100,1000,303257,1,400000,LAB100,180024.18,100004476
100,1000,303258,1,400000,PLAN100,148107.3,100004477
100,1000,303259,1,400000,PLAN100,39635.44,100004478
100,1000,303260,1,400000,MANT100,13958.8,100004479
100,1000,303261,1,400000,MANT100,1194.95,100004487
100,1000,303262,1,400000,MANT100,919.59,100004488
100,1000,303263,1,400000,MANT100,1669.11,100004489
100,1000,303264,1,400000,ADM100,14204.425287221356,100004491
100,1000,303265,1,400000,REF200,85742.38,100004492
100,1000,303266,1,400000,PLAN100,6153.490000000001,100004493
100,1000,303267,1,400000,REF100,20950.04,100004494
100,1000,303268,1,400000,LOG300,47536.62,100004495
100,1000,303269,1,400000,MANT100,786.36,100004505
100,1000,303270,1,400000,MANT100,1820.18,100004506
100,1000,303271,1,400000,MANT100,1642.63,100004507
100,1000,303272,1,400000,ADM100,13566.443926447053,100004509
100,1000,303273,1,400000,MIN200,227.12,100004510
100,1000,303274,1,400000,LOG200,45544.100000000006,100004511
100,1000,303275,1,400000,REF300,47051.04,100004512
100,1000,303276,1,400000,LOG200,3191.5899999999997,100004513
100,1000,303277,1,400000,MANT100,1756.22,100004523
100,1000,303278,1,400000,MANT100,1015.26,100004524
100,1000,303279,1,400000,MANT100,632.61,100004525
100,1000,303280,1,400000,MANT100,951.77,100004526
100,1000,303281,1,400000,MANT100,569.64,100004527
100,1000,303282,1,400000,ADM100,10982.746632052735,100004529
100,1000,303283,1,400000,MANT300,2336.08,100004530
100,1000,303284,1,400000,LAB200,24675.55,100004531
100,1000,303285,1,400000,REF100,90045.12000000001,100004532
100,1000,303286,1,400000,REF300,45263.020000000004,100004533
100,1000,303287,1,400000,MIN100,122886.87999999999,100004534
100,1000,303288,1,400000,MANT100,620.91,100004541
100,1000,303289,1,400000,MANT100,617.78,100004542
100,1000,303290,1,400000,MANT100,1248.55,100004543
100,1000,303291,1,400000,MANT100,571.13,100004544
100,1000,303292,1,400000,MANT100,1016.21,100004545
100,1000,303293,1,400000,ADM100,16321.797542054634,100004547
100,1000,303294,1,400000,REF200,42785.04,100004548
100,1000,303295,1,400000,MANT100,14906.52,100004549
100,1000,303296,1,400000,LAB200,39142.79,100004550
100,1000,303297,1,400000,MANT100,1699.7,100004559
100,1000,303298,1,400000,MANT100,695.09,100004560
100,1000,303299,1,400000,MANT100,814.56,100004561
100,1000,303300,1,400000,MANT100,521.5,100004562
100,1000,303301,1,400000,LAB300,27638.52,100004563
100,1000,303302,1,400000,LOG300,79314.09,100004564
100,1000,303303,1,400000,PLAN300,53274.420000000006,100004565
100,1000,303304,1,400000,MANT100,864.8,100004574
100,1000,303305,1,400000,MANT100,1258.73,100004575
100,1000,303306,1,400000,MANT100,1173.25,100004576
100,1000,303307,1,400000,MANT100,1746.74,100004577
100,1000,303308,1,400000,MANT100,1954.92,100004578
100,1000,303309,1,400000,LAB300,111355.65,100004579
100,1000,303310,1,400000,LOG300,86113.6,100004580
100,1000,303311,1,400000,MANT100,1190.35,100004588
100,1000,303312,1,400000,MANT100,1086.46,100004589
100,1000,303313,1,400000,MANT100,1070.17,100004590
100,1000,303314,1,400000,MANT100,945.53,100004591
100,1000,303315,1,400000,LOG300,28657.380000000005,100004592
100,1000,303316,1,400000,REF300,29530.68,100004593
100,1000,303317,1,400000,PLAN300,36740.05,100004594
100,1000,303318,1,400000,LAB100,10999.52,100004595
100,1000,303319,1,400000,MIN200,61192.130000000005,100004596
100,1000,303320,1,400000,MANT200,2870.42,100004597
100,1000,303321,1,400000,MANT100,1846.36,100004604
100,1000,303322,1,400000,MANT100,836.38,100004605
100,1000,303323,1,400000,MANT100,1913.09,100004606
100,1000,303324,1,400000,MANT100,969.41,100004607
100,1000,303325,1,400000,MIN300,45817.96,100004608
100,1000,303326,1,400000,MIN300,39064.9,100004609
100,1000,303327,1,400000,REF300,45681.28,100004610
100,1000,303328,1,400000,MIN100,42074.71,100004611
100,1000,303329,1,400000,MANT100,1561.62,100004621
100,1000,303330,1,400000,MANT100,625.37,100004622
100,1000,303331,1,400000,MANT100,559.15,100004623
100,1000,303332,1,400000,ADM100,16592.976279952778,100004625
100,1000,303333,1,400000,MIN200,52286.850000000006,100004626
100,1000,303334,1,400000,REF200,6994.990000000001,100004627
100,1000,303335,1,400000,MANT200,151057.46,100004628
100,1000,303336,1,400000,MIN200,7953.26,100004629
100,1000,303337,1,400000,MANT100,16431.19,100004630
100,1000,303338,1,400000,REF100,30946.809999999998,100004631
100,1000,303339,1,400000,MANT100,25981.63,100004642
100,1000,303340,1,400000,MANT100,1006.47,100004643
100,1000,303341,1,400000,MANT100,1667.47,100004644
100,1000,303342,1,400000,MANT100,927.97,100004645
100,1000,303343,1,400000,MIN300,26524.050000000003,100004646
100,1000,303344,1,400000,REF200,37349.74,100004647
100,1000,303345,1,400000,LOG200,25230.59,100004648
100,1000,303346,1,400000,PLAN100,16892.1,100004649
100,1000,303347,1,400000,LOG100,43698.340000000004,100004650
100,1000,303348,1,400000,MIN300,12541.76,100004651
100,1000,303349,1,400000,MANT100,935.1,100004661
100,1000,303350,1,400000,MANT100,909.04,100004662
100,1000,303351,1,400000,MANT100,972.14,100004663
100,1000,303352,1,400000,MANT100,1771.4,100004664
100,1000,303353,1,400000,ADM100,12102.714269453978,100004666
100,1000,303354,1,400000,PLAN100,8412.24,100004667
100,1000,303355,1,400000,MIN300,95027.88,100004668
100,1000,303356,1,400000,MIN100,35111.82,100004669
100,1000,303357,1,400000,REF200,3171.74,100004670
100,1000,303358,1,400000,LOG100,817.76,100004671
100,1000,303359,1,400000,MANT100,1271.58,100004682
100,1000,303360,1,400000,MANT100,1577.65,100004683
100,1000,303361,1,400000,MANT100,1933.32,100004684
100,1000,303362,1,400000,MANT100,579.53,100004685
100,1000,303363,1,400000,MANT100,519.14,100004686
100,1000,303364,1,400000,MANT200,68876.66,100004687
100,1000,303365,1,400000,LOG300,101986.17,100004688
100,1000,303366,1,400000,MANT100,15155.9,100004695
100,1000,303367,1,400000,MANT100,1568.85,100004696
100,1000,303368,1,400000,MANT100,1951.76,100004697
100,1000,303369,1,400000,MANT100,1784.39,100004698
100,1000,303370,1,400000,MANT100,590.53,100004699
100,1000,303371,1,400000,MANT100,1186.21,100004700
100,1000,303372,1,400000,REF300,53854.6,100004701
100,1000,303373,1,400000,MIN200,57061.240000000005,100004702
100,1000,303374,1,400000,PLAN300,73293.92,100004703
100,1000,303375,1,400000,MANT100,1743.66,100004709
100,1000,303376,1,400000,MANT100,1524.3,100004710
100,1000,303377,1,400000,MANT100,83789.53,100004711
100,1000,303378,1,400000,PLAN300,20875.8,100004712
100,1000,303379,1,400000,MANT100,1928.67,100004720
100,1000,303380,1,400000,MANT100,862.28,100004721
100,1000,303381,1,400000,MANT100,1865.78,100004722
100,1000,303382,1,400000,MANT100,549.51,100004723
100,1000,303383,1,400000,MANT300,34811.22,100004724
100,1000,303384,1,400000,MANT300,72523.23,100004725
100,1000,303385,1,400000,MIN300,14900.39,100004726
100,1000,303386,1,400000,MANT100,75247.98999999999,100004727
100,1000,303387,1,400000,MANT100,815.81,100004733
100,1000,303388,1,400000,MANT100,1050.7,100004734
100,1000,303389,1,400000,MANT100,1649.07,100004735
100,1000,303390,1,400000,MANT100,691.82,100004736
100,1000,303391,1,400000,MANT100,1230.3,100004737
100,1000,303392,1,400000,MANT100,1438.91,100004738
100,1000,303393,1,400000,ADM100,12647.400097483434,100004740
100,1000,303394,1,400000,PLAN100,12920.31,100004741
100,1000,303395,1,400000,PLAN300,48559.04,100004742
100,1000,303396,1,400000,MANT300,25139.53,100004743
100,1000,303397,1,400000,PLAN200,22983.93,100004744
100,1000,303398,1,400000,REF200,2000.26,100004745
100,1000,303399,1,400000,MANT100,16407.7,100004755
100,1000,303400,1,400000,MANT100,928.99,100004756
100,1000,303401,1,400000,MANT100,1153.22,100004757
100,1000,303402,1,400000,MANT100,1479.38,100004758
100,1000,303403,1,400000,MANT100,611.73,100004759
100,1000,303404,1,400000,ADM100,12906.003044337067,100004761
100,1000,303405,1,400000,PLAN200,19245.94,100004762
100,1000,303406,1,400000,PLAN200,53885.76,100004763
100,1000,303407,1,400000,MANT100,637.05,100004770
100,1000,303408,1,400000,MANT100,1692.44,100004771
100,1000,303409,1,400000,MANT100,1506.34,100004772
100,1000,303410,1,400000,MANT100,796.74,100004773
100,1000,303411,1,400000,MANT100,1877.69,100004774
100,1000,303412,1,400000,MANT100,1872.94,100004775
100,1000,303413,1,400000,PLAN200,91067.92,100004776
100,1000,303414,1,400000,PLAN100,61806.5,100004777
100,1000,303415,1,400000,LAB200,13900.38,100004778
100,1000,303416,1,400000,LOG100,6112.99,100004779
100,1000,303417,1,400000,MANT100,29700.26,100004789
100,1000,303418,1,400000,MANT100,1590.54,100004790
100,1000,303419,1,400000,MANT100,1107.59,100004791
100,1000,303420,1,400000,MANT100,1968.55,100004792
100,1000,303421,1,400000,MANT100,2283.12,100004793
100,1000,303422,1,400000,MANT100,48009.95,100004794
100,1000,303423,1,400000,LAB300,982.86,100004795
100,1000,303424,1,400000,LAB200,568.0,100004796
100,1000,303425,1,400000,REF200,3279.6,100004797
100,1000,303426,1,400000,MANT100,1244.04,100004807
100,1000,303427,1,400000,MANT100,1333.51,100004808
100,1000,303428,1,400000,ADM100,15163.480181169944,100004810
100,1000,303429,1,400000,MIN300,8746.08,100004811
100,1000,303430,1,400000,MIN200,30819.280000000002,100004812
100,1000,303431,1,400000,MANT300,28540.910000000003,100004813
100,1000,303432,1,400000,LOG300,68706.86,100004814
100,1000,303433,1,400000,MANT100,830.66,100004825
100,1000,303434,1,400000,MANT100,1456.52,100004826
100,1000,303435,1,400000,MANT100,1357.25,100004827
100,1000,303436,1,400000,MANT100,1230.67,100004828
100,1000,303437,1,400000,MANT100,1412.58,100004829
100,1000,303438,1,400000,ADM100,11050.491000941036,100004831
100,1000,303439,1,400000,PLAN300,131091.91999999998,100004832
100,1000,303440,1,400000,REF200,4518.12,100004833
100,1000,303441,1,400000,REF100,65843.26,100004834
100,1000,303442,1,400000,PLAN100,27223.07,100004835
100,1000,303443,1,400000,PLAN100,68967.87,100004836
100,1000,303444,1,400000,LOG200,41861.41,100004837
100,1000,303445,1,400000,MANT100,15763.1,100004844
100,1000,303446,1,400000,MANT100,863.3,100004845
100,1000,303447,1,400000,MANT100,1588.4,100004846
100,1000,303448,1,400000,MANT100,685.37,100004847
100,1000,303449,1,400000,MANT100,627.8,100004848
100,1000,303450,1,400000,MANT100,1882.04,100004849
100,1000,303451,1,400000,PLAN300,1311.16,100004850
100,1000,303452,1,400000,REF300,39984.899999999994,100004851
100,1000,303453,1,400000,LAB100,14484.66,100004852
100,1000,303454,1,400000,REF100,3779.02,100004853
100,1000,303455,1,400000,MANT100,1544.45,100004864
100,1000,303456,1,400000,MANT100,1170.12,100004865
100,1000,303457,1,400000,MANT100,1497.69,100004866
100,1000,303458,1,400000,MANT100,1438.65,100004867
100,1000,303459,1,400000,MANT100,811.41,100004868
100,1000,303460,1,400000,REF100,31263.149999999998,100004869
100,1000,303461,1,400000,REF200,3653.3,100004870
100,1000,303462,1,400000,PLAN100,6015.400000000001,100004871
100,1000,303463,1,400000,MANT100,1049.53,100004879
100,1000,303464,1,400000,MANT100,730.17,100004880
100,1000,303465,1,400000,MANT100,882.69,100004881
100,1000,303466,1,400000,REF300,12214.13,100004882
100,1000,303467,1,400000,PLAN200,6958.49,100004883
100,1000,303468,1,400000,PLAN200,51545.73999999999,100004884
100,1000,303469,1,400000,LOG100,431.78,100004885
100,1000,303470,1,400000,REF300,28851.719999999998,100004886
100,1000,303471,1,400000,MANT100,852.56,100004897
100,1000,303472,1,400000,MANT100,1523.31,100004898
100,1000,303473,1,400000,MANT100,1635.71,100004899
100,1000,303474,1,400000,MANT100,960.39,100004900
100,1000,303475,1,400000,MANT100,1588.76,100004901
100,1000,303476,1,400000,LAB300,16113.599999999999,100004902
100,1000,303477,1,400000,LAB100,19407.559999999998,100004903
100,1000,303478,1,400000,LOG300,46618.990000000005,100004904
100,1000,303479,1,400000,MANT100,1796.01,100004913
100,1000,303480,1,400000,MANT100,1926.14,100004914
100,1000,303481,1,400000,REF100,48088.92,100004915
100,1000,303482,1,400000,LOG200,41675.55,100004916
100,1000,303483,1,400000,MANT100,1261.96,100004923
100,1000,303484,1,400000,MANT100,1262.58,100004924
100,1000,303485,1,400000,MANT100,1304.06,100004925
100,1000,303486,1,400000,MANT100,1530.0,100004926
100,1000,303487,1,400000,MANT100,1631.49,100004927
100,1000,303488,1,400000,MANT100,1891.85,100004928
100,1000,303489,1,400000,LAB100,21278.42,100004929
100,1000,303490,1,400000,MANT300,22330.35,100004930
100,1000,303491,1,400000,LOG200,38772.19,100004931
100,1000,303492,1,400000,MIN300,24613.17,100004932
100,1000,303493,1,400000,LOG300,24564.43,100004933
100,1000,303494,1,400000,LAB300,15851.84,100004934
100,1000,303495,1,400000,MANT100,1447.46,100004942
100,1000,303496,1,400000,MANT100,808.96,100004943
100,1000,303497,1,400000,MANT100,1886.79,100004944
100,1000,303498,1,400000,MANT100,921.7,100004945
100,1000,303499,1,400000,MANT100,899.72,100004946
100,1000,303500,1,400000,MANT100,1795.65,100004947
100,1000,303501,1,400000,MIN200,24902.84,100004948
100,1000,303502,1,400000,REF200,23601.83,100004949
100,1000,303503,1,400000,MANT100,1918.76,100004955
100,1000,303504,1,400000,MANT100,1503.02,100004956
100,1000,303505,1,400000,MANT100,1461.99,100004957
100,1000,303506,1,400000,MANT100,1114.84,100004958
100,1000,303507,1,400000,REF200,59947.990000000005,100004959
100,1000,303508,1,400000,MANT100,24184.160000000003,100004960
100,1000,303509,1,400000,LAB100,63308.29,100004961
100,1000,303510,1,400000,MANT100,1271.11,100004968
100,1000,303511,1,400000,MANT100,514.84,100004969
100,1000,303512,1,400000,MANT100,1800.31,100004970
100,1000,303513,1,400000,MANT100,1803.7,100004971
100,1000,303514,1,400000,MANT100,867.29,100004972
100,1000,303515,1,400000,LAB300,19460.8,100004973
100,1000,303516,1,400000,REF300,34670.05,100004974
100,1000,303517,1,400000,MANT300,8886.46,100004975
100,1000,303518,1,400000,PLAN100,29666.910000000003,100004976
100,1000,303519,1,400000,LOG100,31107.27,100004977
100,1000,303520,1,400000,MANT100,951.43,100004985
100,1000,303521,1,400000,MANT100,1672.64,100004986
100,1000,303522,1,400000,MANT100,1349.92,100004987
100,1000,303523,1,400000,LAB100,30007.56,100004988
100,1000,303524,1,400000,MIN300,21188.41,100004989
100,1000,303525,1,400000,MANT100,728.82,100005000
100,1000,303526,1,400000,MANT100,1663.95,100005001
100,1000,303527,1,400000,MANT100,1170.54,100005002
100,1000,303528,1,400000,LOG200,41495.009999999995,100005003
100,1000,303529,1,400000,MANT200,16535.73,100005004
100,1000,303530,1,400000,REF200,52392.29,100005005
100,1000,303531,1,400000,REF200,50215.990000000005,100005006
100,1000,303532,1,400000,MIN100,18752.01,100005007
100,1000,303533,1,400000,MANT100,1982.77,100005016
100,1000,303534,1,400000,MANT100,1370.79,100005017
100,1000,303535,1,400000,REF200,27873.45,100005018
100,1000,303536,1,400000,LAB100,49821.74,100005019
100,1000,303537,1,400000,MANT100,825.7,100005025
100,1000,303538,1,400000,MANT100,1150.14,100005026
100,1000,303539,1,400000,MANT100,1381.15,100005027
100,1000,303540,1,400000,PLAN100,38017.530000000006,100005028
100,1000,303541,1,400000,LOG100,48768.799999999996,100005029
100,1000,303542,1,400000,REF300,25959.620000000003,100005030
100,1000,303543,1,400000,MANT100,1497.48,100005039
100,1000,303544,1,400000,MANT100,1445.22,100005040
100,1000,303545,1,400000,MANT100,704.6,100005041
100,1000,303546,1,400000,LAB200,24579.7,100005042
100,1000,303547,1,400000,MANT200,11888.58,100005043
100,1000,303548,1,400000,LAB300,23760.78,100005044
100,1000,303549,1,400000,REF300,13485.83,100005045
100,1000,303550,1,400000,LAB200,24707.230000000003,100005046
100,1000,303551,1,400000,MANT100,502.35,100005055
100,1000,303552,1,400000,MANT100,1880.14,100005056
100,1000,303553,1,400000,MANT100,1700.6,100005057
100,1000,303554,1,400000,MANT100,1955.81,100005058
100,1000,303555,1,400000,MANT100,1735.21,100005059
100,1000,303556,1,400000,MANT100,557.24,100005060
100,1000,303557,1,400000,PLAN100,81117.28,100005061
100,1000,303558,1,400000,LAB200,19150.64,100005062
100,1000,303559,1,400000,MANT300,32065.190000000002,100005063
100,1000,303560,1,400000,MANT100,1120.65,100005069
100,1000,303561,1,400000,MANT100,1027.09,100005070
100,1000,303562,1,400000,PLAN100,13887.58,100005071
100,1000,303563,1,400000,MIN300,58448.48,100005072
100,1000,303564,1,400000,MANT100,897.6,100005081
100,1000,303565,1,400000,MANT100,1292.48,100005082
100,1000,303566,1,400000,MANT100,1442.12,100005083
100,1000,303567,1,400000,MANT100,996.38,100005084
100,1000,303568,1,400000,MANT100,1360.31,100005085
100,1000,303569,1,400000,MANT300,30636.480000000003,100005086
100,1000,303570,1,400000,LAB100,2601.69,100005087
100,1000,303571,1,400000,MANT200,36281.85,100005088
100,1000,303572,1,400000,MANT100,1067.89,100005095
100,1000,303573,1,400000,MANT100,1062.46,100005096
100,1000,303574,1,400000,MIN100,51832.92,100005097
100,1000,303575,1,400000,LOG300,12623.25,100005098
100,1000,303576,1,400000,PLAN100,7938.58,100005099
100,1000,303577,1,400000,LAB200,22816.559999999998,100005100
100,1000,303578,1,400000,MANT100,1017.09,100005111
100,1000,303579,1,400000,MANT100,1500.47,100005112
100,1000,303580,1,400000,MANT100,1192.75,100005113
100,1000,303581,1,400000,MANT100,1776.71,100005114
100,1000,303582,1,400000,MANT100,626.94,100005115
100,1000,303583,1,400000,MANT100,1383.0,100005116
100,1000,303584,1,400000,LOG100,26071.92,100005117
100,1000,303585,1,400000,LAB300,5849.59,100005118
100,1000,303586,1,400000,LAB300,1781.67,100005119
100,1000,303587,1,400000,MANT100,1794.97,100005125
100,1000,303588,1,400000,MANT100,1892.76,100005126
100,1000,303589,1,400000,MANT100,1517.14,100005127
100,1000,303590,1,400000,REF300,31610.239999999998,100005128
100,1000,303591,1,400000,LOG100,8004.400000000001,100005129
100,1000,303592,1,400000,REF200,16434.75,100005130
100,1000,303593,1,400000,MANT100,35150.57,100005131
100,1000,303594,1,400000,MANT100,1467.18,100005137
100,1000,303595,1,400000,MANT100,1147.25,100005138
100,1000,303596,1,400000,MANT300,51046.48,100005139
100,1000,303597,1,400000,LAB300,29540.35,100005140
100,1000,303598,1,400000,MANT100,1358.95,100005147
100,1000,303599,1,400000,MANT100,841.74,100005148
100,1000,303600,1,400000,LAB200,4627.14,100005149
100,1000,303601,1,400000,PLAN100,33943.229999999996,100005150
100,1000,303602,1,400000,MANT300,42648.62,100005151
100,1000,303603,1,400000,MANT300,20342.89,100005152
100,1000,303604,1,400000,REF300,12942.23,100005153
100,1000,303605,1,400000,LAB200,10848.19,100005154
100,1000,303606,1,400000,MANT100,879.64,100005163
100,1000,303607,1,400000,MANT100,1293.17,100005164
100,1000,303608,1,400000,MANT100,904.72,100005165
100,1000,303609,1,400000,MANT100,827.5,100005166
100,1000,303610,1,400000,LAB300,41537.850000000006,100005167
100,1000,303611,1,400000,PLAN300,14286.48,100005168
100,1000,303612,1,400000,MANT200,4031.72,100005169
100,1000,303613,1,400000,MANT100,870.94,100005179
100,1000,303614,1,400000,MANT100,1185.59,100005180
100,1000,303615,1,400000,MANT100,990.42,100005181
100,1000,303616,1,400000,MANT100,1927.47,100005182
100,1000,303617,1,400000,MANT100,968.26,100005183
100,1000,303618,1,400000,MANT100,1540.77,100005184
100,1000,303619,1,400000,MIN200,7795.86,100005185
100,1000,303620,1,400000,MANT200,27229.82,100005186
100,1000,303621,1,400000,PLAN200,44644.8,100005187
100,1000,303622,1,400000,PLAN300,5439.88,100005188
100,1000,303623,1,400000,LAB200,10498.15,100005189
100,1000,303624,1,400000,PLAN200,83234.1,100005190
100,1000,303625,1,400000,MANT100,1364.84,100005199
100,1000,303626,1,400000,MANT100,1472.16,100005200
100,1000,303627,1,400000,MANT100,1439.84,100005201
100,1000,303628,1,400000,LAB200,35470.08,100005202
100,1000,303629,1,400000,MIN200,52858.700000000004,100005203
