MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,NETWR
100,1001439,10,50006,Concentrado Cu,66,361443.72000000003
100,1001440,10,50004,Concentrado Cu,25,174595.75
100,1001440,20,50007,Concentrado Cu,87,506334.77999999997
100,1001441,10,50007,Concentrado Cu,87,689301.0
100,1001441,20,50008,Concentrado Cu,45,369995.4
100,1001442,10,50008,Concentrado Cu,64,438384.64
100,1001442,20,50006,Concentrado Cu,62,473663.88
100,1001443,10,50004,Concentrado Cu,53,396480.28
100,1001444,10,50003,Concentrado Cu,23,155495.41
100,1001445,10,50005,Concentrado Cu,55,452120.89999999997
100,1001446,10,50007,Concentrado Cu,46,400088.22
100,1001447,10,50002,Concentrado Cu,100,743703.0
100,1001448,10,50008,Concentrado Cu,61,306068.72000000003
100,1001449,10,50003,Concentrado Cu,30,229716.0
100,1001450,10,50000,Concentrado Cu,69,602585.28
100,1001451,10,50006,Concentrado Cu,55,462429.55
100,1001452,10,50001,Concentrado Cu,84,535347.12
100,1001452,20,50005,Concentrado Cu,66,500681.94
100,1001453,10,50008,Concentrado Cu,87,665161.11
100,1001453,20,50001,Concentrado Cu,63,543126.1499999999
100,1001454,10,50003,Concentrado Cu,26,227433.44
100,1001455,10,50009,Concentrado Cu,62,519551.32000000007
100,1001455,20,50004,Concentrado Cu,84,572370.12
100,1001456,10,50000,Concentrado Cu,57,401850.0
100,1001456,20,50004,Concentrado Cu,94,748033.2000000001
100,1001457,10,50000,Concentrado Cu,85,619516.55
100,1001457,20,50004,Concentrado Cu,56,371217.84
100,1001458,10,50003,Concentrado Cu,62,316637.10000000003
100,1001459,10,50005,Concentrado Cu,65,481347.10000000003
100,1001459,20,50003,Concentrado Cu,67,565732.5900000001
100,1001460,10,50000,Concentrado Cu,84,674228.52
100,1001461,10,50002,Concentrado Cu,39,271567.92
100,1001462,10,50006,Concentrado Cu,66,382099.08
100,1001462,20,50001,Concentrado Cu,56,463015.83999999997
100,1001463,10,50004,Concentrado Cu,33,230529.75
100,1001464,10,50000,Concentrado Cu,63,386295.21
100,1001465,10,50008,Concentrado Cu,50,408061.0
100,1001465,20,50005,Concentrado Cu,65,486846.75
100,1001466,10,50006,Concentrado Cu,43,379813.83999999997
100,1001466,20,50006,Concentrado Cu,91,803097.75
100,1001467,10,50003,Concentrado Cu,67,547881.11
100,1001468,10,50006,Concentrado Cu,73,513620.69999999995
100,1001468,20,50008,Concentrado Cu,98,629600.02
100,1001469,10,50000,Concentrado Cu,87,635361.87
100,1001469,20,50008,Concentrado Cu,84,603564.36
100,1001470,10,50001,Concentrado Cu,24,155381.28
100,1001471,10,50009,Concentrado Cu,30,161140.2
100,1001472,10,50002,Concentrado Cu,25,141176.25
100,1001473,10,50000,Concentrado Cu,98,767599.7
100,1001474,10,50006,Concentrado Cu,50,338468.5
100,1001474,20,50005,Concentrado Cu,86,461966.2
100,1001475,10,50007,Concentrado Cu,58,353249.0
100,1001475,20,50009,Concentrado Cu,41,256020.4
100,1001476,10,50001,Concentrado Cu,59,515014.54
100,1001476,20,50004,Concentrado Cu,69,570063.51
100,1001477,10,50003,Concentrado Cu,31,255486.19
100,1001477,20,50005,Concentrado Cu,75,496012.5
100,1001478,10,50003,Concentrado Cu,98,599425.8200000001
100,1001479,10,50009,Concentrado Cu,21,176138.75999999998
100,1001479,20,50009,Concentrado Cu,68,412969.44
100,1001480,10,50006,Concentrado Cu,73,559960.37
100,1001480,20,50008,Concentrado Cu,28,247378.60000000003
100,1001481,10,50002,Concentrado Cu,93,755718.93
100,1001482,10,50004,Concentrado Cu,52,296935.08
100,1001483,10,50002,Concentrado Cu,31,276604.94
100,1001483,20,50008,Concentrado Cu,75,507923.25000000006
100,1001484,10,50005,Concentrado Cu,37,192505.08000000002
100,1001485,10,50009,Concentrado Cu,31,225884.6
100,1001486,10,50000,Concentrado Cu,63,418029.57
100,1001486,20,50001,Concentrado Cu,50,294759.5
100,1001487,10,50000,Concentrado Cu,89,476182.04
100,1001487,20,50004,Concentrado Cu,44,380589.44
100,1001488,10,50006,Concentrado Cu,72,564542.64
100,1001488,20,50003,Concentrado Cu,43,361923.69
100,1001489,10,50004,Concentrado Cu,36,209837.88
100,1001490,10,50006,Concentrado Cu,29,146257.44
100,1001491,10,50002,Concentrado Cu,33,217991.73
100,1001492,10,50004,Concentrado Cu,63,517501.52999999997
100,1001492,20,50003,Concentrado Cu,78,424391.76
100,1001493,10,50002,Concentrado Cu,25,153341.75
100,1001494,10,50007,Concentrado Cu,56,335755.84
100,1001495,10,50001,Concentrado Cu,20,100616.20000000001
100,1001495,20,50005,Concentrado Cu,75,539958.0
100,1001496,10,50009,Concentrado Cu,20,125536.6
100,1001496,20,50001,Concentrado Cu,29,257690.81
100,1001497,10,50006,Concentrado Cu,78,661284.0
100,1001498,10,50002,Concentrado Cu,50,322995.0
100,1001499,10,50003,Concentrado Cu,22,165408.76
100,1001500,10,50008,Concentrado Cu,56,444432.8
100,1001500,20,50005,Concentrado Cu,30,254504.69999999998
100,1001501,10,50007,Concentrado Cu,27,231809.58000000002
100,1001501,20,50009,Concentrado Cu,57,327942.66000000003
100,1001502,10,50000,Concentrado Cu,38,231254.32
100,1001503,10,50000,Concentrado Cu,93,769903.29
100,1001504,10,50006,Concentrado Cu,53,314456.94999999995
100,1001505,10,50002,Concentrado Cu,32,260645.12
100,1001506,10,50007,Concentrado Cu,27,147022.56
100,1001506,20,50002,Concentrado Cu,63,492348.15
100,1001507,10,50008,Concentrado Cu,48,405620.64
100,1001508,10,50001,Concentrado Cu,77,582719.0599999999
100,1001508,20,50008,Concentrado Cu,67,437022.91
100,1001509,10,50006,Concentrado Cu,64,500277.12
100,1001510,10,50005,Concentrado Cu,39,347742.32999999996
100,1001510,20,50005,Concentrado Cu,93,540379.2899999999
100,1001511,10,50000,Concentrado Cu,83,698027.5099999999
100,1001511,20,50006,Concentrado Cu,67,336797.61
100,1001512,10,50002,Concentrado Cu,21,144393.9
100,1001512,20,50005,Concentrado Cu,74,413572.68
100,1001513,10,50007,Concentrado Cu,34,249011.58
100,1001514,10,50000,Concentrado Cu,36,320859.72000000003
100,1001514,20,50006,Concentrado Cu,28,153583.36
100,1001515,10,50001,Concentrado Cu,23,206067.12000000002
100,1001516,10,50000,Concentrado Cu,95,721753.95
100,1001516,20,50009,Concentrado Cu,55,460749.85000000003
100,1001517,10,50007,Concentrado Cu,26,135094.96
100,1001518,10,50007,Concentrado Cu,71,544363.39
100,1001519,10,50006,Concentrado Cu,50,421096.5
100,1001519,20,50009,Concentrado Cu,78,638688.96
100,1001520,10,50005,Concentrado Cu,25,129870.75
100,1001521,10,50006,Concentrado Cu,79,631054.37
100,1001522,10,50007,Concentrado Cu,44,283906.48
100,1001522,20,50001,Concentrado Cu,90,497058.3
100,1001523,10,50007,Concentrado Cu,53,373033.61
100,1001523,20,50004,Concentrado Cu,83,564774.3300000001
100,1001524,10,50008,Concentrado Cu,36,254246.4
100,1001524,20,50007,Concentrado Cu,67,397214.19
100,1001525,10,50002,Concentrado Cu,74,574105.3200000001
100,1001525,20,50000,Concentrado Cu,37,273536.93
100,1001526,10,50004,Concentrado Cu,81,568354.3200000001
100,1001526,20,50001,Concentrado Cu,43,311067.16
100,1001527,10,50004,Concentrado Cu,67,367754.96
100,1001528,10,50002,Concentrado Cu,37,270693.48
100,1001529,10,50001,Concentrado Cu,62,432748.22000000003
100,1001530,10,50007,Concentrado Cu,40,208026.4
100,1001531,10,50003,Concentrado Cu,68,500894.80000000005
100,1001532,10,50005,Concentrado Cu,73,419444.13
100,1001532,20,50009,Concentrado Cu,52,300992.64
100,1001533,10,50006,Concentrado Cu,88,572903.76
100,1001534,10,50008,Concentrado Cu,88,551028.72
100,1001535,10,50002,Concentrado Cu,51,371201.46
100,1001536,10,50001,Concentrado Cu,76,454820.48
100,1001536,20,50004,Concentrado Cu,49,299134.22
100,1001537,10,50009,Concentrado Cu,63,524966.3999999999
100,1001538,10,50000,Concentrado Cu,26,173380.47999999998
100,1001538,20,50003,Concentrado Cu,93,660482.28
100,1001539,10,50007,Concentrado Cu,93,835219.05
100,1001540,10,50006,Concentrado Cu,44,279364.36
100,1001541,10,50001,Concentrado Cu,42,210076.44
100,1001541,20,50002,Concentrado Cu,41,252734.66
100,1001542,10,50005,Concentrado Cu,71,374134.5
100,1001542,20,50008,Concentrado Cu,25,215544.50000000003
100,1001543,10,50001,Concentrado Cu,94,794408.1
100,1001544,10,50004,Concentrado Cu,40,291268.8
100,1001545,10,50008,Concentrado Cu,34,209466.18000000002
100,1001545,20,50004,Concentrado Cu,20,160086.4
100,1001546,10,50006,Concentrado Cu,93,681161.76
100,1001546,20,50009,Concentrado Cu,35,214831.4
100,1001547,10,50005,Concentrado Cu,39,195892.71000000002
100,1001547,20,50001,Concentrado Cu,40,331326.4
100,1001548,10,50007,Concentrado Cu,58,496486.96
100,1001549,10,50009,Concentrado Cu,84,637258.44
100,1001550,10,50006,Concentrado Cu,99,882958.2300000001
100,1001550,20,50008,Concentrado Cu,86,564504.86
100,1001551,10,50008,Concentrado Cu,29,225159.77
100,1001551,20,50002,Concentrado Cu,79,453971.13
100,1001552,10,50000,Concentrado Cu,77,585288.5499999999
100,1001553,10,50000,Concentrado Cu,22,131217.02
100,1001553,20,50003,Concentrado Cu,24,204717.12
100,1001554,10,50000,Concentrado Cu,96,754439.04
100,1001555,10,50004,Concentrado Cu,79,649167.49
100,1001556,10,50004,Concentrado Cu,43,289348.72
100,1001556,20,50004,Concentrado Cu,28,188929.16
100,1001557,10,50009,Concentrado Cu,42,291546.36
100,1001558,10,50009,Concentrado Cu,90,564862.5
100,1001559,10,50008,Concentrado Cu,33,271251.75
100,1001560,10,50006,Concentrado Cu,36,290692.44
100,1001560,20,50003,Concentrado Cu,89,777633.94
100,1001561,10,50001,Concentrado Cu,98,796207.86
100,1001561,20,50004,Concentrado Cu,90,550610.1
100,1001562,10,50002,Concentrado Cu,40,344036.0
100,1001562,20,50009,Concentrado Cu,62,393488.58
100,1001563,10,50000,Concentrado Cu,61,454409.13
100,1001564,10,50001,Concentrado Cu,94,625464.72
100,1001564,20,50005,Concentrado Cu,34,295217.92
100,1001565,10,50000,Concentrado Cu,96,637716.48
100,1001566,10,50001,Concentrado Cu,49,436556.19
100,1001566,20,50006,Concentrado Cu,49,323772.88999999996
100,1001567,10,50005,Concentrado Cu,23,138166.52
100,1001568,10,50003,Concentrado Cu,73,451969.27999999997
100,1001569,10,50000,Concentrado Cu,25,137899.0
100,1001570,10,50004,Concentrado Cu,29,226945.00999999998
100,1001571,10,50007,Concentrado Cu,25,138471.5
100,1001572,10,50001,Concentrado Cu,74,557784.62
100,1001572,20,50007,Concentrado Cu,88,596856.48
100,1001573,10,50000,Concentrado Cu,28,141342.6
100,1001573,20,50004,Concentrado Cu,34,197101.74
100,1001574,10,50005,Concentrado Cu,62,548090.54
100,1001574,20,50007,Concentrado Cu,93,577888.05
100,1001575,10,50002,Concentrado Cu,36,277778.16000000003
100,1001575,20,50009,Concentrado Cu,65,435048.25
100,1001576,10,50002,Concentrado Cu,30,208694.69999999998
100,1001576,20,50001,Concentrado Cu,86,705453.7000000001
100,1001577,10,50008,Concentrado Cu,78,543225.54
100,1001577,20,50007,Concentrado Cu,76,659018.7999999999
100,1001578,10,50007,Concentrado Cu,94,717152.32
100,1001579,10,50000,Concentrado Cu,51,382781.01
100,1001579,20,50001,Concentrado Cu,64,544351.36
100,1001580,10,50009,Concentrado Cu,44,379662.36000000004
100,1001580,20,50001,Concentrado Cu,89,671971.36
100,1001581,10,50002,Concentrado Cu,24,154722.96
100,1001581,20,50004,Concentrado Cu,59,436824.2
100,1001582,10,50009,Concentrado Cu,43,292065.88999999996
100,1001583,10,50004,Concentrado Cu,23,201770.26
100,1001583,20,50003,Concentrado Cu,86,538020.3
100,1001584,10,50000,Concentrado Cu,37,329613.76
100,1001584,20,50007,Concentrado Cu,29,234056.38999999998
100,1001585,10,50004,Concentrado Cu,32,280654.08
100,1001586,10,50008,Concentrado Cu,74,491021.08
100,1001586,20,50001,Concentrado Cu,86,573942.5
100,1001587,10,50006,Concentrado Cu,36,290820.95999999996
100,1001588,10,50000,Concentrado Cu,53,384345.4
100,1001588,20,50006,Concentrado Cu,80,426292.8
100,1001589,10,50008,Concentrado Cu,79,542319.2000000001
100,1001590,10,50003,Concentrado Cu,40,252208.0
100,1001591,10,50004,Concentrado Cu,57,336101.64
100,1001592,10,50007,Concentrado Cu,51,282459.42
100,1001593,10,50008,Concentrado Cu,92,825010.92
100,1001593,20,50007,Concentrado Cu,52,384949.76
100,1001594,10,50003,Concentrado Cu,54,322279.02
100,1001595,10,50004,Concentrado Cu,45,356190.75
100,1001595,20,50002,Concentrado Cu,65,555958.0
100,1001596,10,50004,Concentrado Cu,23,204470.46000000002
100,1001596,20,50005,Concentrado Cu,46,299909.42000000004
100,1001597,10,50002,Concentrado Cu,46,252718.94
100,1001598,10,50001,Concentrado Cu,28,152716.76
100,1001598,20,50000,Concentrado Cu,37,189109.59
100,1001599,10,50001,Concentrado Cu,51,405349.02
100,1001599,20,50009,Concentrado Cu,46,239707.37999999998
100,1001600,10,50002,Concentrado Cu,42,222665.1
100,1001600,20,50004,Concentrado Cu,53,299757.4
100,1001601,10,50003,Concentrado Cu,66,545503.86
100,1001601,20,50008,Concentrado Cu,53,406992.30000000005
100,1001602,10,50008,Concentrado Cu,75,412771.5
100,1001602,20,50007,Concentrado Cu,66,542844.0599999999
100,1001603,10,50007,Concentrado Cu,95,561590.6
100,1001603,20,50008,Concentrado Cu,65,559835.25
100,1001604,10,50000,Concentrado Cu,94,507853.8
100,1001604,20,50001,Concentrado Cu,22,187963.81999999998
100,1001605,10,50007,Concentrado Cu,40,337553.2
100,1001606,10,50003,Concentrado Cu,97,653805.22
100,1001606,20,50001,Concentrado Cu,75,393134.25
100,1001607,10,50002,Concentrado Cu,100,797269.0
100,1001608,10,50007,Concentrado Cu,69,373252.05
100,1001609,10,50000,Concentrado Cu,55,490268.89999999997
100,1001609,20,50004,Concentrado Cu,69,437834.67000000004
100,1001610,10,50001,Concentrado Cu,40,288389.19999999995
100,1001611,10,50001,Concentrado Cu,22,140818.91999999998
100,1001612,10,50008,Concentrado Cu,97,547830.78
100,1001613,10,50005,Concentrado Cu,95,610472.85
100,1001613,20,50008,Concentrado Cu,37,250468.16999999998
100,1001614,10,50007,Concentrado Cu,54,309432.95999999996
100,1001614,20,50009,Concentrado Cu,46,288575.48
100,1001615,10,50003,Concentrado Cu,78,450380.57999999996
100,1001616,10,50001,Concentrado Cu,91,619955.7
100,1001617,10,50000,Concentrado Cu,80,599263.2
100,1001617,20,50003,Concentrado Cu,79,536976.43
100,1001618,10,50002,Concentrado Cu,98,676723.3200000001
100,1001619,10,50001,Concentrado Cu,59,417058.01999999996
100,1001619,20,50000,Concentrado Cu,40,309498.4
100,1001620,10,50009,Concentrado Cu,23,163344.62
100,1001620,20,50006,Concentrado Cu,89,699960.97
100,1001621,10,50007,Concentrado Cu,39,221960.31
100,1001622,10,50001,Concentrado Cu,40,351002.8
100,1001622,20,50001,Concentrado Cu,86,631013.82
100,1001623,10,50005,Concentrado Cu,43,257193.31999999998
100,1001623,20,50005,Concentrado Cu,92,612178.12
100,1001624,10,50003,Concentrado Cu,46,243870.84
100,1001625,10,50006,Concentrado Cu,99,610341.9299999999
100,1001625,20,50006,Concentrado Cu,36,244125.0
100,1001626,10,50005,Concentrado Cu,33,236303.43
100,1001626,20,50001,Concentrado Cu,56,451846.63999999996
100,1001627,10,50004,Concentrado Cu,48,365049.6
100,1001628,10,50000,Concentrado Cu,53,457212.98
100,1001628,20,50002,Concentrado Cu,33,229283.34
100,1001629,10,50003,Concentrado Cu,57,422888.7
100,1001629,20,50003,Concentrado Cu,93,801381.93
100,1001630,10,50006,Concentrado Cu,77,463974.28
100,1001630,20,50000,Concentrado Cu,76,548997.4
100,1001631,10,50007,Concentrado Cu,89,450194.04
100,1001632,10,50004,Concentrado Cu,25,173247.25
100,1001633,10,50006,Concentrado Cu,64,337477.76
100,1001634,10,50005,Concentrado Cu,70,570182.9
100,1001634,20,50002,Concentrado Cu,75,644980.5
100,1001635,10,50000,Concentrado Cu,48,368300.16000000003
100,1001636,10,50007,Concentrado Cu,46,407357.60000000003
100,1001637,10,50007,Concentrado Cu,23,182745.81
100,1001637,20,50000,Concentrado Cu,74,383017.33999999997
100,1001638,10,50006,Concentrado Cu,32,266440.32
100,1001638,20,50003,Concentrado Cu,51,432863.52
100,1001639,10,50004,Concentrado Cu,95,505151.10000000003
100,1001640,10,50004,Concentrado Cu,56,324122.39999999997
100,1001640,20,50008,Concentrado Cu,76,405064.04
100,1001641,10,50003,Concentrado Cu,84,725902.8
100,1001641,20,50007,Concentrado Cu,75,430937.25
100,1001642,10,50007,Concentrado Cu,82,672396.72
100,1001642,20,50000,Concentrado Cu,61,367212.07
100,1001643,10,50006,Concentrado Cu,35,248293.15
100,1001643,20,50004,Concentrado Cu,89,702897.97
100,1001644,10,50004,Concentrado Cu,41,285201.33
100,1001645,10,50001,Concentrado Cu,52,282636.12
100,1001646,10,50002,Concentrado Cu,79,508947.23
100,1001646,20,50004,Concentrado Cu,38,215325.1
100,1001647,10,50008,Concentrado Cu,66,512778.42
100,1001648,10,50009,Concentrado Cu,88,604529.2
100,1001649,10,50008,Concentrado Cu,75,610536.75
100,1001650,10,50000,Concentrado Cu,68,557710.84
100,1001651,10,50006,Concentrado Cu,75,435651.0
100,1001651,20,50000,Concentrado Cu,51,288094.41
100,1001652,10,50008,Concentrado Cu,47,294667.44
100,1001652,20,50007,Concentrado Cu,93,792246.54
100,1001653,10,50001,Concentrado Cu,50,315635.5
100,1001653,20,50006,Concentrado Cu,74,640504.7799999999
100,1001654,10,50003,Concentrado Cu,89,698488.9099999999
100,1001655,10,50008,Concentrado Cu,75,574288.5
100,1001655,20,50001,Concentrado Cu,79,601451.49
100,1001656,10,50006,Concentrado Cu,25,194250.0
100,1001656,20,50009,Concentrado Cu,98,783989.2200000001
100,1001657,10,50002,Concentrado Cu,53,447471.05000000005
100,1001657,20,50009,Concentrado Cu,59,444581.51999999996
100,1001658,10,50009,Concentrado Cu,45,295800.3
100,1001659,10,50004,Concentrado Cu,65,515062.6
100,1001660,10,50004,Concentrado Cu,54,360087.66
100,1001661,10,50000,Concentrado Cu,32,210007.68
100,1001662,10,50003,Concentrado Cu,100,816796.0
100,1001662,20,50009,Concentrado Cu,47,420257.07999999996
100,1001663,10,50008,Concentrado Cu,39,239920.2
100,1001664,10,50006,Concentrado Cu,36,226516.68
100,1001665,10,50004,Concentrado Cu,21,124741.47
100,1001666,10,50005,Concentrado Cu,60,526656.0
100,1001666,20,50009,Concentrado Cu,87,726688.38
100,1001667,10,50002,Concentrado Cu,27,150243.38999999998
100,1001667,20,50004,Concentrado Cu,87,538538.7000000001
100,1001668,10,50000,Concentrado Cu,82,501846.56
100,1001668,20,50000,Concentrado Cu,96,561545.28
100,1001669,10,50009,Concentrado Cu,89,791185.97
100,1001669,20,50005,Concentrado Cu,84,480794.16
100,1001670,10,50007,Concentrado Cu,44,257878.28
100,1001670,20,50009,Concentrado Cu,28,233110.91999999998
100,1001671,10,50003,Concentrado Cu,77,668039.68
100,1001672,10,50002,Concentrado Cu,76,485377.8
100,1001673,10,50005,Concentrado Cu,79,606074.57
100,1001673,20,50001,Concentrado Cu,56,459656.95999999996
100,1001674,10,50006,Concentrado Cu,43,384080.3
100,1001675,10,50005,Concentrado Cu,96,514115.52
100,1001675,20,50000,Concentrado Cu,55,458515.19999999995
100,1001676,10,50004,Concentrado Cu,47,308751.46
100,1001676,20,50004,Concentrado Cu,52,303735.12
100,1001677,10,50006,Concentrado Cu,47,354217.85000000003
100,1001678,10,50008,Concentrado Cu,74,561034.7000000001
100,1001678,20,50007,Concentrado Cu,77,657490.68
100,1001679,10,50005,Concentrado Cu,90,598747.5
100,1001679,20,50007,Concentrado Cu,41,295649.36
100,1001680,10,50000,Concentrado Cu,50,307859.0
100,1001680,20,50006,Concentrado Cu,47,276401.36
100,1001681,10,50006,Concentrado Cu,65,493611.95
100,1001681,20,50006,Concentrado Cu,87,534195.66
100,1001682,10,50005,Concentrado Cu,57,455672.82
100,1001683,10,50005,Concentrado Cu,35,240175.6
100,1001684,10,50005,Concentrado Cu,28,231574.0
100,1001685,10,50001,Concentrado Cu,83,546432.99
100,1001685,20,50006,Concentrado Cu,65,507945.1
100,1001686,10,50009,Concentrado Cu,45,290106.45
100,1001687,10,50004,Concentrado Cu,44,326675.36
100,1001688,10,50000,Concentrado Cu,31,243821.19999999998
100,1001688,20,50004,Concentrado Cu,92,605037.08
100,1001689,10,50000,Concentrado Cu,78,641241.1200000001
100,1001689,20,50009,Concentrado Cu,62,359138.10000000003
100,1001690,10,50008,Concentrado Cu,47,358935.24
100,1001690,20,50004,Concentrado Cu,83,548754.5
100,1001691,10,50000,Concentrado Cu,76,533757.12
100,1001692,10,50007,Concentrado Cu,27,213586.74
100,1001693,10,50002,Concentrado Cu,44,357448.52
100,1001693,20,50003,Concentrado Cu,52,392710.76
100,1001694,10,50006,Concentrado Cu,33,171068.37000000002
100,1001694,20,50001,Concentrado Cu,58,429082.83999999997
100,1001695,10,50001,Concentrado Cu,89,462158.31
100,1001695,20,50006,Concentrado Cu,85,559590.7
100,1001696,10,50008,Concentrado Cu,86,758771.12
100,1001696,20,50009,Concentrado Cu,41,249581.75999999998
100,1001697,10,50000,Concentrado Cu,51,393756.72000000003
100,1001697,20,50009,Concentrado Cu,66,352013.64
100,1001698,10,50006,Concentrado Cu,31,183463.88999999998
100,1001698,20,50004,Concentrado Cu,54,280162.8
100,1001699,10,50003,Concentrado Cu,32,229691.2
100,1001700,10,50001,Concentrado Cu,70,512204.7
100,1001701,10,50007,Concentrado Cu,73,536000.31
100,1001701,20,50002,Concentrado Cu,46,320888.64
100,1001702,10,50006,Concentrado Cu,93,724465.35
100,1001702,20,50000,Concentrado Cu,20,155932.4
100,1001703,10,50009,Concentrado Cu,30,264146.10000000003
100,1001704,10,50003,Concentrado Cu,42,367753.68000000005
100,1001704,20,50004,Concentrado Cu,87,517983.21
100,1001705,10,50001,Concentrado Cu,67,579722.86
100,1001705,20,50005,Concentrado Cu,56,441007.28
100,1001706,10,50009,Concentrado Cu,34,185445.18000000002
100,1001706,20,50000,Concentrado Cu,90,612790.2
100,1001707,10,50002,Concentrado Cu,88,780511.6000000001
100,1001707,20,50000,Concentrado Cu,52,271071.84
100,1001708,10,50008,Concentrado Cu,21,177327.99000000002
100,1001709,10,50004,Concentrado Cu,100,785359.0
100,1001710,10,50002,Concentrado Cu,69,481373.67000000004
100,1001711,10,50001,Concentrado Cu,71,481645.54
100,1001712,10,50006,Concentrado Cu,79,646114.14
100,1001713,10,50002,Concentrado Cu,96,482711.04
100,1001713,20,50005,Concentrado Cu,32,202635.84
100,1001714,10,50004,Concentrado Cu,41,275898.83999999997
100,1001714,20,50003,Concentrado Cu,22,125015.65999999999
100,1001715,10,50001,Concentrado Cu,81,627189.48
100,1001715,20,50005,Concentrado Cu,46,347892.02
100,1001716,10,50000,Concentrado Cu,66,539072.16
100,1001716,20,50001,Concentrado Cu,97,687499.14
100,1001717,10,50000,Concentrado Cu,63,321921.81
100,1001718,10,50000,Concentrado Cu,87,525291.21
100,1001718,20,50005,Concentrado Cu,40,287639.6
100,1001719,10,50004,Concentrado Cu,58,415981.80000000005
100,1001720,10,50008,Concentrado Cu,86,471441.68
100,1001721,10,50001,Concentrado Cu,55,455607.9
100,1001722,10,50007,Concentrado Cu,71,486981.19
100,1001722,20,50006,Concentrado Cu,29,212798.81
100,1001723,10,50004,Concentrado Cu,92,606870.64
100,1001724,10,50007,Concentrado Cu,24,174551.52
100,1001725,10,50006,Concentrado Cu,59,373140.78
100,1001725,20,50007,Concentrado Cu,79,634648.87
100,1001726,10,50002,Concentrado Cu,46,332142.07999999996
100,1001727,10,50003,Concentrado Cu,59,401699.14
100,1001727,20,50002,Concentrado Cu,76,519976.8
100,1001728,10,50003,Concentrado Cu,39,204253.53000000003
100,1001728,20,50005,Concentrado Cu,95,719846.35
100,1001729,10,50000,Concentrado Cu,56,341810.0
100,1001729,20,50005,Concentrado Cu,66,540992.1
100,1001730,10,50003,Concentrado Cu,54,458192.69999999995
100,1001730,20,50002,Concentrado Cu,30,159299.4
100,1001731,10,50004,Concentrado Cu,93,563571.63
100,1001731,20,50009,Concentrado Cu,62,428557.02
100,1001732,10,50001,Concentrado Cu,100,721685.0
100,1001733,10,50002,Concentrado Cu,100,807310.0
100,1001733,20,50006,Concentrado Cu,50,351133.5
100,1001734,10,50002,Concentrado Cu,99,539052.03
100,1001735,10,50006,Concentrado Cu,96,720635.52
100,1001736,10,50004,Concentrado Cu,97,524746.72
100,1001736,20,50002,Concentrado Cu,28,198113.72
100,1001737,10,50006,Concentrado Cu,63,317256.66
100,1001738,10,50007,Concentrado Cu,30,191999.69999999998
100,1001738,20,50000,Concentrado Cu,33,179187.36000000002
100,1001739,10,50000,Concentrado Cu,37,292617.83
100,1001739,20,50003,Concentrado Cu,30,199837.80000000002
100,1001740,10,50009,Concentrado Cu,84,477267.0
100,1001740,20,50003,Concentrado Cu,23,146281.38
100,1001741,10,50009,Concentrado Cu,80,611224.8
100,1001741,20,50009,Concentrado Cu,88,738713.36
100,1001742,10,50007,Concentrado Cu,75,379760.99999999994
100,1001742,20,50004,Concentrado Cu,100,539882.0
100,1001743,10,50009,Concentrado Cu,54,427628.7
100,1001744,10,50005,Concentrado Cu,20,161750.40000000002
100,1001745,10,50003,Concentrado Cu,63,560217.42
100,1001746,10,50005,Concentrado Cu,94,580316.52
100,1001746,20,50008,Concentrado Cu,64,571562.88
100,1001747,10,50005,Concentrado Cu,71,461074.0
100,1001748,10,50004,Concentrado Cu,51,351008.52
100,1001749,10,50000,Concentrado Cu,77,607602.38
100,1001749,20,50006,Concentrado Cu,66,534188.16
100,1001750,10,50003,Concentrado Cu,82,697158.26
100,1001750,20,50004,Concentrado Cu,91,750719.97
100,1001751,10,50008,Concentrado Cu,65,361591.75
100,1001752,10,50003,Concentrado Cu,53,452650.74
100,1001753,10,50008,Concentrado Cu,96,671301.12
100,1001754,10,50007,Concentrado Cu,38,269234.56
100,1001755,10,50005,Concentrado Cu,97,831523.77
100,1001755,20,50003,Concentrado Cu,47,365009.99
100,1001756,10,50002,Concentrado Cu,22,165480.48
100,1001757,10,50003,Concentrado Cu,80,691390.3999999999
100,1001758,10,50002,Concentrado Cu,28,143518.47999999998
100,1001759,10,50007,Concentrado Cu,72,503616.96
100,1001759,20,50007,Concentrado Cu,79,538754.72
100,1001760,10,50007,Concentrado Cu,68,424633.48
100,1001760,20,50005,Concentrado Cu,58,366751.4
100,1001761,10,50004,Concentrado Cu,84,457238.04000000004
100,1001762,10,50003,Concentrado Cu,65,525594.5499999999
100,1001762,20,50001,Concentrado Cu,33,284030.00999999995
100,1001763,10,50009,Concentrado Cu,46,335652.34
100,1001763,20,50005,Concentrado Cu,46,273247.36
100,1001764,10,50003,Concentrado Cu,51,293472.87
100,1001765,10,50005,Concentrado Cu,28,174868.4
100,1001766,10,50008,Concentrado Cu,99,576673.0199999999
100,1001766,20,50007,Concentrado Cu,34,191869.81999999998
100,1001767,10,50008,Concentrado Cu,53,377513.17000000004
100,1001768,10,50009,Concentrado Cu,95,837412.65
100,1001769,10,50001,Concentrado Cu,69,532320.51
100,1001769,20,50005,Concentrado Cu,99,725621.49
100,1001770,10,50005,Concentrado Cu,70,533907.5
100,1001770,20,50004,Concentrado Cu,58,390353.92
100,1001771,10,50002,Concentrado Cu,50,414933.5
100,1001771,20,50000,Concentrado Cu,23,138720.13
