MANDT,VBELN,ERDAT,AUART,VKORG,VTWEG,KUNNR,WAERS
100,1001032,2024-10-11,TA,3000,10,10014,USD
100,1001033,2024-10-11,TA,3000,10,10014,USD
100,1001034,2024-10-11,TA,3000,10,10005,USD
100,1001035,2024-10-11,TA,3000,10,10023,USD
100,1001036,2024-10-12,TA,3000,10,10030,USD
100,1001037,2024-10-12,TA,3000,10,10009,USD
100,1001038,2024-10-12,TA,3000,10,10021,USD
100,1001039,2024-10-12,TA,3000,10,10032,USD
100,1001040,2024-10-13,TA,3000,10,10000,USD
100,1001041,2024-10-14,TA,3000,10,10034,USD
100,1001042,2024-10-14,TA,3000,10,10035,USD
100,1001043,2024-10-14,TA,3000,10,10048,USD
100,1001044,2024-10-14,TA,3000,10,10019,USD
100,1001045,2024-10-15,TA,3000,10,10027,USD
100,1001046,2024-10-15,TA,3000,10,10044,USD
100,1001047,2024-10-15,TA,3000,10,10029,USD
100,1001048,2024-10-15,TA,3000,10,10023,USD
100,1001049,2024-10-16,TA,3000,10,10004,USD
100,1001050,2024-10-16,TA,3000,10,10046,USD
100,1001051,2024-10-16,TA,3000,10,10007,USD
100,1001052,2024-10-16,TA,3000,10,10043,USD
100,1001053,2024-10-17,TA,3000,10,10037,USD
100,1001054,2024-10-17,TA,3000,10,10007,USD
100,1001055,2024-10-17,TA,3000,10,10021,USD
100,1001056,2024-10-18,TA,3000,10,10017,USD
100,1001057,2024-10-18,TA,3000,10,10003,USD
100,1001058,2024-10-18,TA,3000,10,10047,USD
100,1001059,2024-10-19,TA,3000,10,10020,USD
100,1001060,2024-10-19,TA,3000,10,10049,USD
100,1001061,2024-10-19,TA,3000,10,10049,USD
100,1001062,2024-10-20,TA,3000,10,10017,USD
100,1001063,2024-10-20,TA,3000,10,10017,USD
100,1001064,2024-10-20,TA,3000,10,10015,USD
100,1001065,2024-10-21,TA,3000,10,10026,USD
100,1001066,2024-10-21,TA,3000,10,10034,USD
100,1001067,2024-10-21,TA,3000,10,10023,USD
100,1001068,2024-10-22,TA,3000,10,10021,USD
100,1001069,2024-10-23,TA,3000,10,10019,USD
100,1001070,2024-10-23,TA,3000,10,10018,USD
100,1001071,2024-10-23,TA,3000,10,10042,USD
100,1001072,2024-10-23,TA,3000,10,10005,USD
100,1001073,2024-10-24,TA,3000,10,10043,USD
100,1001074,2024-10-24,TA,3000,10,10044,USD
100,1001075,2024-10-25,TA,3000,10,10016,USD
100,1001076,2024-10-26,TA,3000,10,10019,USD
100,1001077,2024-10-27,TA,3000,10,10021,USD
100,1001078,2024-10-27,TA,3000,10,10034,USD
100,1001079,2024-10-27,TA,3000,10,10034,USD
100,1001080,2024-10-27,TA,3000,10,10012,USD
100,1001081,2024-10-28,TA,3000,10,10009,USD
100,1001082,2024-10-28,TA,3000,10,10039,USD
100,1001083,2024-10-28,TA,3000,10,10044,USD
100,1001084,2024-10-29,TA,3000,10,10025,USD
100,1001085,2024-10-29,TA,3000,10,10037,USD
100,1001086,2024-10-29,TA,3000,10,10024,USD
100,1001087,2024-10-29,TA,3000,10,10033,USD
100,1001088,2024-10-30,TA,3000,10,10045,USD
100,1001089,2024-10-30,TA,3000,10,10036,USD
100,1001090,2024-10-31,TA,3000,10,10045,USD
100,1001091,2024-10-31,TA,3000,10,10015,USD
100,1001092,2024-11-01,TA,3000,10,10003,USD
100,1001093,2024-11-01,TA,3000,10,10005,USD
100,1001094,2024-11-02,TA,3000,10,10001,USD
100,1001095,2024-11-02,TA,3000,10,10010,USD
100,1001096,2024-11-03,TA,3000,10,10028,USD
100,1001097,2024-11-03,TA,3000,10,10030,USD
100,1001098,2024-11-03,TA,3000,10,10039,USD
100,1001099,2024-11-04,TA,3000,10,10006,USD
100,1001100,2024-11-04,TA,3000,10,10042,USD
100,1001101,2024-11-04,TA,3000,10,10022,USD
100,1001102,2024-11-05,TA,3000,10,10035,USD
100,1001103,2024-11-06,TA,3000,10,10022,USD
100,1001104,2024-11-06,TA,3000,10,10017,USD
100,1001105,2024-11-07,TA,3000,10,10046,USD
100,1001106,2024-11-07,TA,3000,10,10048,USD
100,1001107,2024-11-08,TA,3000,10,10046,USD
100,1001108,2024-11-08,TA,3000,10,10005,USD
100,1001109,2024-11-08,TA,3000,10,10015,USD
100,1001110,2024-11-08,TA,3000,10,10003,USD
100,1001111,2024-11-09,TA,3000,10,10014,USD
100,1001112,2024-11-10,TA,3000,10,10019,USD
100,1001113,2024-11-11,TA,3000,10,10048,USD
100,1001114,2024-11-11,TA,3000,10,10016,USD
100,1001115,2024-11-11,TA,3000,10,10021,USD
100,1001116,2024-11-11,TA,3000,10,10034,USD
100,1001117,2024-11-12,TA,3000,10,10028,USD
100,1001118,2024-11-12,TA,3000,10,10026,USD
100,1001119,2024-11-12,TA,3000,10,10037,USD
100,1001120,2024-11-12,TA,3000,10,10005,USD
100,1001121,2024-11-13,TA,3000,10,10033,USD
100,1001122,2024-11-13,TA,3000,10,10037,USD
100,1001123,2024-11-13,TA,3000,10,10019,USD
100,1001124,2024-11-14,TA,3000,10,10030,USD
100,1001125,2024-11-15,TA,3000,10,10018,USD
100,1001126,2024-11-15,TA,3000,10,10023,USD
100,1001127,2024-11-15,TA,3000,10,10041,USD
100,1001128,2024-11-16,TA,3000,10,10015,USD
100,1001129,2024-11-16,TA,3000,10,10019,USD
100,1001130,2024-11-16,TA,3000,10,10029,USD
100,1001131,2024-11-16,TA,3000,10,10021,USD
100,1001132,2024-11-17,TA,3000,10,10043,USD
100,1001133,2024-11-18,TA,3000,10,10005,USD
100,1001134,2024-11-18,TA,3000,10,10010,USD
100,1001135,2024-11-18,TA,3000,10,10009,USD
100,1001136,2024-11-18,TA,3000,10,10040,USD
100,1001137,2024-11-19,TA,3000,10,10014,USD
100,1001138,2024-11-20,TA,3000,10,10009,USD
100,1001139,2024-11-20,TA,3000,10,10004,USD
100,1001140,2024-11-20,TA,3000,10,10023,USD
100,1001141,2024-11-21,TA,3000,10,10049,USD
100,1001142,2024-11-22,TA,3000,10,10034,USD
100,1001143,2024-11-23,TA,3000,10,10027,USD
100,1001144,2024-11-24,TA,3000,10,10016,USD
100,1001145,2024-11-24,TA,3000,10,10018,USD
100,1001146,2024-11-25,TA,3000,10,10011,USD
100,1001147,2024-11-26,TA,3000,10,10023,USD
100,1001148,2024-11-26,TA,3000,10,10007,USD
100,1001149,2024-11-26,TA,3000,10,10040,USD
100,1001150,2024-11-27,TA,3000,10,10048,USD
100,1001151,2024-11-27,TA,3000,10,10035,USD
100,1001152,2024-11-28,TA,3000,10,10025,USD
100,1001153,2024-11-28,TA,3000,10,10024,USD
100,1001154,2024-11-29,TA,3000,10,10032,USD
100,1001155,2024-11-29,TA,3000,10,10001,USD
100,1001156,2024-11-29,TA,3000,10,10004,USD
100,1001157,2024-11-30,TA,3000,10,10023,USD
100,1001158,2024-11-30,TA,3000,10,10030,USD
100,1001159,2024-11-30,TA,3000,10,10000,USD
100,1001160,2024-12-01,TA,3000,10,10040,USD
100,1001161,2024-12-01,TA,3000,10,10016,USD
100,1001162,2024-12-01,TA,3000,10,10025,USD
100,1001163,2024-12-01,TA,3000,10,10041,USD
100,1001164,2024-12-01,TA,3000,10,10011,USD
100,1001165,2024-12-01,TA,3000,10,10047,USD
100,1001166,2024-12-01,TA,3000,10,10026,USD
100,1001167,2024-12-01,TA,3000,10,10016,USD
100,1001168,2024-12-01,TA,3000,10,10000,USD
100,1001169,2024-12-01,TA,3000,10,10048,USD
100,1001170,2024-12-02,TA,3000,10,10000,USD
100,1001171,2024-12-02,TA,3000,10,10042,USD
100,1001172,2024-12-02,TA,3000,10,10021,USD
100,1001173,2024-12-02,TA,3000,10,10040,USD
100,1001174,2024-12-02,TA,3000,10,10016,USD
100,1001175,2024-12-02,TA,3000,10,10016,USD
100,1001176,2024-12-02,TA,3000,10,10045,USD
100,1001177,2024-12-03,TA,3000,10,10002,USD
100,1001178,2024-12-03,TA,3000,10,10040,USD
100,1001179,2024-12-03,TA,3000,10,10010,USD
100,1001180,2024-12-03,TA,3000,10,10033,USD
100,1001181,2024-12-03,TA,3000,10,10014,USD
100,1001182,2024-12-03,TA,3000,10,10008,USD
100,1001183,2024-12-04,TA,3000,10,10008,USD
100,1001184,2024-12-04,TA,3000,10,10041,USD
100,1001185,2024-12-04,TA,3000,10,10043,USD
100,1001186,2024-12-04,TA,3000,10,10021,USD
100,1001187,2024-12-04,TA,3000,10,10049,USD
100,1001188,2024-12-04,TA,3000,10,10007,USD
100,1001189,2024-12-05,TA,3000,10,10000,USD
100,1001190,2024-12-05,TA,3000,10,10045,USD
100,1001191,2024-12-05,TA,3000,10,10044,USD
100,1001192,2024-12-05,TA,3000,10,10035,USD
100,1001193,2024-12-05,TA,3000,10,10012,USD
100,1001194,2024-12-05,TA,3000,10,10045,USD
100,1001195,2024-12-05,TA,3000,10,10002,USD
100,1001196,2024-12-06,TA,3000,10,10007,USD
100,1001197,2024-12-06,TA,3000,10,10038,USD
100,1001198,2024-12-06,TA,3000,10,10043,USD
100,1001199,2024-12-06,TA,3000,10,10033,USD
100,1001200,2024-12-06,TA,3000,10,10006,USD
100,1001201,2024-12-06,TA,3000,10,10040,USD
100,1001202,2024-12-07,TA,3000,10,10032,USD
100,1001203,2024-12-07,TA,3000,10,10035,USD
100,1001204,2024-12-07,TA,3000,10,10013,USD
100,1001205,2024-12-07,TA,3000,10,10041,USD
100,1001206,2024-12-07,TA,3000,10,10006,USD
100,1001207,2024-12-07,TA,3000,10,10000,USD
100,1001208,2024-12-07,TA,3000,10,10012,USD
100,1001209,2024-12-08,TA,3000,10,10026,USD
100,1001210,2024-12-08,TA,3000,10,10010,USD
100,1001211,2024-12-08,TA,3000,10,10042,USD
100,1001212,2024-12-08,TA,3000,10,10048,USD
100,1001213,2024-12-08,TA,3000,10,10047,USD
100,1001214,2024-12-08,TA,3000,10,10041,USD
100,1001215,2024-12-09,TA,3000,10,10019,USD
100,1001216,2024-12-09,TA,3000,10,10010,USD
100,1001217,2024-12-09,TA,3000,10,10035,USD
100,1001218,2024-12-09,TA,3000,10,10040,USD
100,1001219,2024-12-09,TA,3000,10,10024,USD
100,1001220,2024-12-09,TA,3000,10,10014,USD
100,1001221,2024-12-09,TA,3000,10,10026,USD
100,1001222,2024-12-10,TA,3000,10,10016,USD
100,1001223,2024-12-10,TA,3000,10,10044,USD
100,1001224,2024-12-10,TA,3000,10,10005,USD
100,1001225,2024-12-10,TA,3000,10,10029,USD
100,1001226,2024-12-10,TA,3000,10,10033,USD
100,1001227,2024-12-10,TA,3000,10,10009,USD
100,1001228,2024-12-10,TA,3000,10,10012,USD
100,1001229,2024-12-10,TA,3000,10,10045,USD
100,1001230,2024-12-10,TA,3000,10,10041,USD
100,1001231,2024-12-11,TA,3000,10,10047,USD
100,1001232,2024-12-11,TA,3000,10,10018,USD
100,1001233,2024-12-11,TA,3000,10,10000,USD
100,1001234,2024-12-11,TA,3000,10,10039,USD
100,1001235,2024-12-11,TA,3000,10,10027,USD
100,1001236,2024-12-11,TA,3000,10,10024,USD
100,1001237,2024-12-11,TA,3000,10,10049,USD
100,1001238,2024-12-11,TA,3000,10,10043,USD
100,1001239,2024-12-11,TA,3000,10,10027,USD
100,1001240,2024-12-12,TA,3000,10,10009,USD
100,1001241,2024-12-12,TA,3000,10,10021,USD
100,1001242,2024-12-12,TA,3000,10,10035,USD
100,1001243,2024-12-12,TA,3000,10,10048,USD
100,1001244,2024-12-12,TA,3000,10,10024,USD
100,1001245,2024-12-12,TA,3000,10,10029,USD
100,1001246,2024-12-13,TA,3000,10,10015,USD
100,1001247,2024-12-13,TA,3000,10,10033,USD
100,1001248,2024-12-13,TA,3000,10,10004,USD
100,1001249,2024-12-13,TA,3000,10,10015,USD
100,1001250,2024-12-13,TA,3000,10,10021,USD
100,1001251,2024-12-13,TA,3000,10,10008,USD
100,1001252,2024-12-13,TA,3000,10,10003,USD
100,1001253,2024-12-13,TA,3000,10,10041,USD
100,1001254,2024-12-14,TA,3000,10,10027,USD
100,1001255,2024-12-14,TA,3000,10,10037,USD
100,1001256,2024-12-14,TA,3000,10,10028,USD
100,1001257,2024-12-14,TA,3000,10,10005,USD
100,1001258,2024-12-14,TA,3000,10,10029,USD
100,1001259,2024-12-14,TA,3000,10,10001,USD
100,1001260,2024-12-14,TA,3000,10,10018,USD
100,1001261,2024-12-14,TA,3000,10,10008,USD
100,1001262,2024-12-15,TA,3000,10,10045,USD
100,1001263,2024-12-15,TA,3000,10,10042,USD
100,1001264,2024-12-15,TA,3000,10,10028,USD
100,1001265,2024-12-15,TA,3000,10,10002,USD
100,1001266,2024-12-15,TA,3000,10,10026,USD
100,1001267,2024-12-15,TA,3000,10,10029,USD
100,1001268,2024-12-15,TA,3000,10,10030,USD
100,1001269,2024-12-16,TA,3000,10,10020,USD
100,1001270,2024-12-16,TA,3000,10,10049,USD
100,1001271,2024-12-16,TA,3000,10,10039,USD
100,1001272,2024-12-16,TA,3000,10,10021,USD
100,1001273,2024-12-16,TA,3000,10,10020,USD
100,1001274,2024-12-16,TA,3000,10,10040,USD
100,1001275,2024-12-17,TA,3000,10,10016,USD
100,1001276,2024-12-17,TA,3000,10,10002,USD
100,1001277,2024-12-17,TA,3000,10,10045,USD
100,1001278,2024-12-17,TA,3000,10,10016,USD
100,1001279,2024-12-17,TA,3000,10,10020,USD
100,1001280,2024-12-17,TA,3000,10,10007,USD
100,1001281,2024-12-17,TA,3000,10,10032,USD
100,1001282,2024-12-17,TA,3000,10,10011,USD
100,1001283,2024-12-17,TA,3000,10,10008,USD
100,1001284,2024-12-18,TA,3000,10,10031,USD
100,1001285,2024-12-18,TA,3000,10,10024,USD
100,1001286,2024-12-18,TA,3000,10,10012,USD
100,1001287,2024-12-18,TA,3000,10,10044,USD
100,1001288,2024-12-18,TA,3000,10,10049,USD
100,1001289,2024-12-18,TA,3000,10,10029,USD
100,1001290,2024-12-18,TA,3000,10,10017,USD
100,1001291,2024-12-18,TA,3000,10,10008,USD
100,1001292,2024-12-18,TA,3000,10,10031,USD
100,1001293,2024-12-18,TA,3000,10,10001,USD
100,1001294,2024-12-19,TA,3000,10,10028,USD
100,1001295,2024-12-19,TA,3000,10,10032,USD
100,1001296,2024-12-19,TA,3000,10,10005,USD
100,1001297,2024-12-19,TA,3000,10,10004,USD
100,1001298,2024-12-19,TA,3000,10,10006,USD
100,1001299,2024-12-19,TA,3000,10,10038,USD
100,1001300,2024-12-19,TA,3000,10,10021,USD
100,1001301,2024-12-19,TA,3000,10,10032,USD
100,1001302,2024-12-19,TA,3000,10,10049,USD
100,1001303,2024-12-20,TA,3000,10,10016,USD
100,1001304,2024-12-20,TA,3000,10,10040,USD
100,1001305,2024-12-20,TA,3000,10,10044,USD
100,1001306,2024-12-20,TA,3000,10,10045,USD
100,1001307,2024-12-20,TA,3000,10,10022,USD
100,1001308,2024-12-20,TA,3000,10,10008,USD
100,1001309,2024-12-20,TA,3000,10,10008,USD
100,1001310,2024-12-20,TA,3000,10,10047,USD
100,1001311,2024-12-20,TA,3000,10,10029,USD
100,1001312,2024-12-20,TA,3000,10,10045,USD
100,1001313,2024-12-21,TA,3000,10,10040,USD
100,1001314,2024-12-21,TA,3000,10,10030,USD
100,1001315,2024-12-21,TA,3000,10,10003,USD
100,1001316,2024-12-21,TA,3000,10,10040,USD
100,1001317,2024-12-21,TA,3000,10,10046,USD
100,1001318,2024-12-21,TA,3000,10,10043,USD
100,1001319,2024-12-22,TA,3000,10,10035,USD
100,1001320,2024-12-22,TA,3000,10,10037,USD
100,1001321,2024-12-22,TA,3000,10,10026,USD
100,1001322,2024-12-22,TA,3000,10,10046,USD
100,1001323,2024-12-22,TA,3000,10,10041,USD
100,1001324,2024-12-23,TA,3000,10,10038,USD
100,1001325,2024-12-23,TA,3000,10,10034,USD
100,1001326,2024-12-23,TA,3000,10,10018,USD
100,1001327,2024-12-23,TA,3000,10,10023,USD
100,1001328,2024-12-23,TA,3000,10,10037,USD
100,1001329,2024-12-23,TA,3000,10,10021,USD
100,1001330,2024-12-23,TA,3000,10,10011,USD
100,1001331,2024-12-24,TA,3000,10,10002,USD
100,1001332,2024-12-24,TA,3000,10,10046,USD
100,1001333,2024-12-24,TA,3000,10,10019,USD
100,1001334,2024-12-24,TA,3000,10,10002,USD
100,1001335,2024-12-24,TA,3000,10,10012,USD
100,1001336,2024-12-25,TA,3000,10,10032,USD
100,1001337,2024-12-25,TA,3000,10,10046,USD
100,1001338,2024-12-25,TA,3000,10,10027,USD
100,1001339,2024-12-25,TA,3000,10,10014,USD
100,1001340,2024-12-25,TA,3000,10,10034,USD
100,1001341,2024-12-25,TA,3000,10,10046,USD
100,1001342,2024-12-25,TA,3000,10,10019,USD
100,1001343,2024-12-25,TA,3000,10,10006,USD
100,1001344,2024-12-25,TA,3000,10,10036,USD
100,1001345,2024-12-26,TA,3000,10,10046,USD
100,1001346,2024-12-26,TA,3000,10,10032,USD
100,1001347,2024-12-26,TA,3000,10,10000,USD
100,1001348,2024-12-26,TA,3000,10,10000,USD
100,1001349,2024-12-26,TA,3000,10,10047,USD
100,1001350,2024-12-26,TA,3000,10,10048,USD
100,1001351,2024-12-27,TA,3000,10,10020,USD
100,1001352,2024-12-27,TA,3000,10,10047,USD
100,1001353,2024-12-27,TA,3000,10,10043,USD
100,1001354,2024-12-27,TA,3000,10,10019,USD
100,1001355,2024-12-27,TA,3000,10,10038,USD
100,1001356,2024-12-27,TA,3000,10,10015,USD
100,1001357,2024-12-27,TA,3000,10,10019,USD
100,1001358,2024-12-27,TA,3000,10,10003,USD
100,1001359,2024-12-27,TA,3000,10,10017,USD
100,1001360,2024-12-28,TA,3000,10,10018,USD
100,1001361,2024-12-28,TA,3000,10,10046,USD
100,1001362,2024-12-28,TA,3000,10,10047,USD
100,1001363,2024-12-28,TA,3000,10,10005,USD
100,1001364,2024-12-28,TA,3000,10,10039,USD
100,1001365,2024-12-28,TA,3000,10,10048,USD
100,1001366,2024-12-28,TA,3000,10,10009,USD
100,1001367,2024-12-28,TA,3000,10,10012,USD
100,1001368,2024-12-28,TA,3000,10,10049,USD
100,1001369,2024-12-29,TA,3000,10,10044,USD
100,1001370,2024-12-29,TA,3000,10,10040,USD
100,1001371,2024-12-29,TA,3000,10,10003,USD
100,1001372,2024-12-29,TA,3000,10,10003,USD
100,1001373,2024-12-29,TA,3000,10,10025,USD
100,1001374,2024-12-29,TA,3000,10,10026,USD
100,1001375,2024-12-29,TA,3000,10,10031,USD
100,1001376,2024-12-29,TA,3000,10,10035,USD
100,1001377,2024-12-29,TA,3000,10,10016,USD
100,1001378,2024-12-29,TA,3000,10,10047,USD
100,1001379,2024-12-30,TA,3000,10,10013,USD
100,1001380,2024-12-30,TA,3000,10,10011,USD
100,1001381,2024-12-30,TA,3000,10,10047,USD
100,1001382,2024-12-30,TA,3000,10,10024,USD
100,1001383,2024-12-30,TA,3000,10,10003,USD
100,1001384,2024-12-30,TA,3000,10,10005,USD
100,1001385,2024-12-31,TA,3000,10,10036,USD
100,1001386,2024-12-31,TA,3000,10,10033,USD
100,1001387,2024-12-31,TA,3000,10,10049,USD
100,1001388,2024-12-31,TA,3000,10,10034,USD
100,1001389,2024-12-31,TA,3000,10,10009,USD
100,1001390,2024-12-31,TA,3000,10,10007,USD
100,1001391,2024-12-31,TA,3000,10,10048,USD
100,1001392,2024-12-31,TA,3000,10,10015,USD
100,1001393,2024-12-31,TA,3000,10,10030,USD
100,1001394,2024-12-31,TA,3000,10,10030,USD
100,1001395,2025-01-01,TA,3000,10,10022,USD
100,1001396,2025-01-01,TA,3000,10,10039,USD
100,1001397,2025-01-01,TA,3000,10,10015,USD
100,1001398,2025-01-01,TA,3000,10,10005,USD
100,1001399,2025-01-01,TA,3000,10,10019,USD
100,1001400,2025-01-01,TA,3000,10,10031,USD
100,1001401,2025-01-01,TA,3000,10,10033,USD
100,1001402,2025-01-02,TA,3000,10,10041,USD
100,1001403,2025-01-02,TA,3000,10,10013,USD
100,1001404,2025-01-02,TA,3000,10,10016,USD
100,1001405,2025-01-02,TA,3000,10,10000,USD
100,1001406,2025-01-02,TA,3000,10,10048,USD
100,1001407,2025-01-02,TA,3000,10,10025,USD
100,1001408,2025-01-02,TA,3000,10,10014,USD
100,1001409,2025-01-02,TA,3000,10,10016,USD
100,1001410,2025-01-02,TA,3000,10,10017,USD
100,1001411,2025-01-02,TA,3000,10,10027,USD
100,1001412,2025-01-03,TA,3000,10,10004,USD
100,1001413,2025-01-03,TA,3000,10,10038,USD
100,1001414,2025-01-03,TA,3000,10,10035,USD
100,1001415,2025-01-03,TA,3000,10,10011,USD
100,1001416,2025-01-03,TA,3000,10,10031,USD
100,1001417,2025-01-03,TA,3000,10,10014,USD
100,1001418,2025-01-03,TA,3000,10,10000,USD
100,1001419,2025-01-03,TA,3000,10,10010,USD
100,1001420,2025-01-04,TA,3000,10,10027,USD
100,1001421,2025-01-04,TA,3000,10,10028,USD
100,1001422,2025-01-04,TA,3000,10,10030,USD
100,1001423,2025-01-04,TA,3000,10,10028,USD
100,1001424,2025-01-04,TA,3000,10,10007,USD
100,1001425,2025-01-04,TA,3000,10,10006,USD
100,1001426,2025-01-05,TA,3000,10,10035,USD
100,1001427,2025-01-05,TA,3000,10,10014,USD
100,1001428,2025-01-05,TA,3000,10,10025,USD
100,1001429,2025-01-05,TA,3000,10,10026,USD
100,1001430,2025-01-05,TA,3000,10,10029,USD
100,1001431,2025-01-05,TA,3000,10,10000,USD
100,1001432,2025-01-05,TA,3000,10,10002,USD
100,1001433,2025-01-06,TA,3000,10,10005,USD
100,1001434,2025-01-06,TA,3000,10,10002,USD
100,1001435,2025-01-06,TA,3000,10,10019,USD
100,1001436,2025-01-06,TA,3000,10,10015,USD
100,1001437,2025-01-06,TA,3000,10,10013,USD
100,1001438,2025-01-07,TA,3000,10,10031,USD
100,1001439,2025-01-07,TA,3000,10,10004,USD
100,1001440,2025-01-07,TA,3000,10,10001,USD
100,1001441,2025-01-07,TA,3000,10,10034,USD
100,1001442,2025-01-07,TA,3000,10,10014,USD
100,1001443,2025-01-07,TA,3000,10,10044,USD
100,1001444,2025-01-08,TA,3000,10,10016,USD
100,1001445,2025-01-08,TA,3000,10,10041,USD
100,1001446,2025-01-08,TA,3000,10,10003,USD
100,1001447,2025-01-08,TA,3000,10,10001,USD
100,1001448,2025-01-08,TA,3000,10,10013,USD
100,1001449,2025-01-08,TA,3000,10,10018,USD
100,1001450,2025-01-08,TA,3000,10,10034,USD
100,1001451,2025-01-09,TA,3000,10,10012,USD
100,1001452,2025-01-09,TA,3000,10,10037,USD
100,1001453,2025-01-09,TA,3000,10,10043,USD
100,1001454,2025-01-09,TA,3000,10,10037,USD
100,1001455,2025-01-09,TA,3000,10,10007,USD
100,1001456,2025-01-09,TA,3000,10,10006,USD
100,1001457,2025-01-09,TA,3000,10,10045,USD
100,1001458,2025-01-09,TA,3000,10,10018,USD
100,1001459,2025-01-09,TA,3000,10,10026,USD
100,1001460,2025-01-09,TA,3000,10,10032,USD
100,1001461,2025-01-10,TA,3000,10,10019,USD
100,1001462,2025-01-10,TA,3000,10,10043,USD
100,1001463,2025-01-10,TA,3000,10,10007,USD
100,1001464,2025-01-10,TA,3000,10,10040,USD
100,1001465,2025-01-10,TA,3000,10,10023,USD
100,1001466,2025-01-10,TA,3000,10,10021,USD
100,1001467,2025-01-10,TA,3000,10,10042,USD
100,1001468,2025-01-10,TA,3000,10,10042,USD
100,1001469,2025-01-11,TA,3000,10,10042,USD
100,1001470,2025-01-11,TA,3000,10,10041,USD
100,1001471,2025-01-11,TA,3000,10,10048,USD
100,1001472,2025-01-11,TA,3000,10,10023,USD
100,1001473,2025-01-11,TA,3000,10,10018,USD
100,1001474,2025-01-12,TA,3000,10,10038,USD
100,1001475,2025-01-12,TA,3000,10,10044,USD
100,1001476,2025-01-12,TA,3000,10,10033,USD
100,1001477,2025-01-12,TA,3000,10,10013,USD
100,1001478,2025-01-12,TA,3000,10,10041,USD
100,1001479,2025-01-12,TA,3000,10,10009,USD
100,1001480,2025-01-12,TA,3000,10,10037,USD
100,1001481,2025-01-12,TA,3000,10,10007,USD
100,1001482,2025-01-13,TA,3000,10,10022,USD
100,1001483,2025-01-13,TA,3000,10,10003,USD
100,1001484,2025-01-13,TA,3000,10,10029,USD
100,1001485,2025-01-13,TA,3000,10,10020,USD
100,1001486,2025-01-13,TA,3000,10,10033,USD
100,1001487,2025-01-13,TA,3000,10,10035,USD
100,1001488,2025-01-13,TA,3000,10,10011,USD
100,1001489,2025-01-13,TA,3000,10,10042,USD
100,1001490,2025-01-14,TA,3000,10,10014,USD
100,1001491,2025-01-14,TA,3000,10,10048,USD
100,1001492,2025-01-14,TA,3000,10,10037,USD
100,1001493,2025-01-14,TA,3000,10,10028,USD
100,1001494,2025-01-14,TA,3000,10,10005,USD
100,1001495,2025-01-15,TA,3000,10,10046,USD
100,1001496,2025-01-15,TA,3000,10,10002,USD
100,1001497,2025-01-15,TA,3000,10,10005,USD
100,1001498,2025-01-15,TA,3000,10,10038,USD
100,1001499,2025-01-15,TA,3000,10,10012,USD
100,1001500,2025-01-15,TA,3000,10,10023,USD
100,1001501,2025-01-15,TA,3000,10,10026,USD
100,1001502,2025-01-15,TA,3000,10,10006,USD
100,1001503,2025-01-16,TA,3000,10,10029,USD
100,1001504,2025-01-16,TA,3000,10,10018,USD
100,1001505,2025-01-16,TA,3000,10,10028,USD
100,1001506,2025-01-16,TA,3000,10,10000,USD
100,1001507,2025-01-16,TA,3000,10,10039,USD
100,1001508,2025-01-16,TA,3000,10,10040,USD
100,1001509,2025-01-17,TA,3000,10,10019,USD
100,1001510,2025-01-17,TA,3000,10,10040,USD
100,1001511,2025-01-17,TA,3000,10,10023,USD
100,1001512,2025-01-17,TA,3000,10,10016,USD
100,1001513,2025-01-17,TA,3000,10,10046,USD
100,1001514,2025-01-17,TA,3000,10,10010,USD
100,1001515,2025-01-17,TA,3000,10,10027,USD
100,1001516,2025-01-17,TA,3000,10,10014,USD
100,1001517,2025-01-17,TA,3000,10,10000,USD
100,1001518,2025-01-17,TA,3000,10,10012,USD
100,1001519,2025-01-18,TA,3000,10,10013,USD
100,1001520,2025-01-18,TA,3000,10,10046,USD
100,1001521,2025-01-18,TA,3000,10,10022,USD
100,1001522,2025-01-18,TA,3000,10,10046,USD
100,1001523,2025-01-18,TA,3000,10,10007,USD
100,1001524,2025-01-19,TA,3000,10,10020,USD
100,1001525,2025-01-19,TA,3000,10,10021,USD
100,1001526,2025-01-19,TA,3000,10,10017,USD
100,1001527,2025-01-19,TA,3000,10,10025,USD
100,1001528,2025-01-19,TA,3000,10,10014,USD
100,1001529,2025-01-20,TA,3000,10,10032,USD
100,1001530,2025-01-20,TA,3000,10,10002,USD
100,1001531,2025-01-20,TA,3000,10,10017,USD
100,1001532,2025-01-20,TA,3000,10,10023,USD
100,1001533,2025-01-20,TA,3000,10,10036,USD
100,1001534,2025-01-20,TA,3000,10,10029,USD
100,1001535,2025-01-21,TA,3000,10,10039,USD
100,1001536,2025-01-21,TA,3000,10,10000,USD
100,1001537,2025-01-21,TA,3000,10,10024,USD
100,1001538,2025-01-21,TA,3000,10,10016,USD
100,1001539,2025-01-21,TA,3000,10,10004,USD
100,1001540,2025-01-21,TA,3000,10,10022,USD
100,1001541,2025-01-21,TA,3000,10,10004,USD
100,1001542,2025-01-21,TA,3000,10,10006,USD
100,1001543,2025-01-22,TA,3000,10,10011,USD
100,1001544,2025-01-22,TA,3000,10,10041,USD
100,1001545,2025-01-22,TA,3000,10,10038,USD
100,1001546,2025-01-22,TA,3000,10,10013,USD
100,1001547,2025-01-22,TA,3000,10,10010,USD
