MANDT,AUFNR,AUART,ERDAT,KTEXT,IDAT2
100,801468,PM02,2024-12-06,Mant. Preventivo 1000173,2024-12-07
100,801469,PM02,2024-12-07,Mant. Preventivo 1000141,2024-12-08
100,801470,PM02,2024-12-07,Mant. Preventivo 1000196,2024-12-08
100,801471,PM02,2024-12-07,Mant. Preventivo 1000047,2024-12-08
100,801472,PM02,2024-12-07,Mant. Preventivo 1000195,2024-12-08
100,801473,PM02,2024-12-07,Mant. Preventivo 1000035,2024-12-08
100,801474,PM02,2024-12-07,Mant. Preventivo 1000174,2024-12-08
100,801475,PM02,2024-12-08,Mant. Preventivo 1000090,2024-12-09
100,801476,PM02,2024-12-08,Mant. Preventivo 1000001,2024-12-09
100,801477,PM02,2024-12-08,Mant. Preventivo 1000094,2024-12-09
100,801478,PM02,2024-12-08,Mant. Preventivo 1000087,2024-12-09
100,801479,PM02,2024-12-08,Mant. Preventivo 1000013,2024-12-09
100,801480,PM02,2024-12-09,Mant. Preventivo 1000167,2024-12-10
100,801481,PM02,2024-12-09,Mant. Preventivo 1000191,2024-12-10
100,801482,PM02,2024-12-09,Mant. Preventivo 1000116,2024-12-10
100,801483,PM02,2024-12-10,Mant. Preventivo 1000134,2024-12-11
100,801484,PM02,2024-12-10,Mant. Preventivo 1000031,2024-12-11
100,801485,PM02,2024-12-10,Mant. Preventivo 1000194,2024-12-11
100,801486,PM02,2024-12-11,Mant. Preventivo 1000001,2024-12-12
100,801487,PM02,2024-12-11,Mant. Preventivo 1000081,2024-12-12
100,801488,PM02,2024-12-11,Mant. Preventivo 1000196,2024-12-12
100,801489,PM02,2024-12-11,Mant. Preventivo 1000117,2024-12-12
100,801490,PM02,2024-12-11,Mant. Preventivo 1000168,2024-12-12
100,801491,PM02,2024-12-12,Mant. Preventivo 1000046,2024-12-13
100,801492,PM02,2024-12-12,Mant. Preventivo 1000110,2024-12-13
100,801493,PM02,2024-12-12,Mant. Preventivo 1000046,2024-12-13
100,801494,PM02,2024-12-12,Mant. Preventivo 1000137,2024-12-13
100,801495,PM02,2024-12-12,Mant. Preventivo 1000069,2024-12-13
100,801496,PM02,2024-12-13,Mant. Preventivo 1000016,2024-12-14
100,801497,PM02,2024-12-13,Mant. Preventivo 1000026,2024-12-14
100,801498,PM02,2024-12-13,Mant. Preventivo 1000019,2024-12-14
100,801499,PM02,2024-12-13,Mant. Preventivo 1000178,2024-12-14
100,801500,PM02,2024-12-14,Mant. Preventivo 1000184,2024-12-15
100,801501,PM02,2024-12-14,Mant. Preventivo 1000001,2024-12-15
100,801502,PM02,2024-12-14,Mant. Preventivo 1000123,2024-12-15
100,801503,PM02,2024-12-14,Mant. Preventivo 1000057,2024-12-15
100,801504,PM02,2024-12-14,Mant. Preventivo 1000112,2024-12-15
100,801505,PM02,2024-12-15,Mant. Preventivo 1000165,2024-12-16
100,801506,PM02,2024-12-15,Mant. Preventivo 1000135,2024-12-16
100,801507,PM02,2024-12-15,Mant. Preventivo 1000087,2024-12-16
100,801508,PM02,2024-12-15,Mant. Preventivo 1000002,2024-12-16
100,801509,PM02,2024-12-16,Mant. Preventivo 1000073,2024-12-17
100,801510,PM02,2024-12-16,Mant. Preventivo 1000143,2024-12-17
100,801511,PM02,2024-12-16,Mant. Preventivo 1000088,2024-12-17
100,801512,PM02,2024-12-16,Mant. Preventivo 1000176,2024-12-17
100,801513,PM02,2024-12-17,Mant. Preventivo 1000178,2024-12-18
100,801514,PM02,2024-12-17,Mant. Preventivo 1000128,2024-12-18
100,801515,PM02,2024-12-17,Mant. Preventivo 1000057,2024-12-18
100,801516,PM01,2024-12-18,FALLA CRITICA SISTEMA HIDRÁULICO - 1000062,2024-12-25
100,801517,PM02,2024-12-18,Mant. Preventivo 1000103,2024-12-19
100,801518,PM02,2024-12-18,Mant. Preventivo 1000136,2024-12-19
100,801519,PM02,2024-12-18,Mant. Preventivo 1000075,2024-12-19
100,801520,PM02,2024-12-19,Mant. Preventivo 1000050,2024-12-20
100,801521,PM02,2024-12-19,Mant. Preventivo 1000173,2024-12-20
100,801522,PM02,2024-12-19,Mant. Preventivo 1000175,2024-12-20
100,801523,PM02,2024-12-19,Mant. Preventivo 1000086,2024-12-20
100,801524,PM02,2024-12-20,Mant. Preventivo 1000187,2024-12-21
100,801525,PM02,2024-12-20,Mant. Preventivo 1000124,2024-12-21
100,801526,PM02,2024-12-20,Mant. Preventivo 1000175,2024-12-21
100,801527,PM02,2024-12-20,Mant. Preventivo 1000011,2024-12-21
100,801528,PM02,2024-12-20,Mant. Preventivo 1000113,2024-12-21
100,801529,PM01,2024-12-21,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000085,2024-12-28
100,801530,PM02,2024-12-21,Mant. Preventivo 1000097,2024-12-22
100,801531,PM02,2024-12-21,Mant. Preventivo 1000020,2024-12-22
100,801532,PM02,2024-12-21,Mant. Preventivo 1000149,2024-12-22
100,801533,PM02,2024-12-21,Mant. Preventivo 1000061,2024-12-22
100,801534,PM02,2024-12-21,Mant. Preventivo 1000147,2024-12-22
100,801535,PM02,2024-12-22,Mant. Preventivo 1000000,2024-12-23
100,801536,PM02,2024-12-22,Mant. Preventivo 1000048,2024-12-23
100,801537,PM02,2024-12-23,Mant. Preventivo 1000095,2024-12-24
100,801538,PM02,2024-12-23,Mant. Preventivo 1000057,2024-12-24
100,801539,PM02,2024-12-23,Mant. Preventivo 1000156,2024-12-24
100,801540,PM02,2024-12-23,Mant. Preventivo 1000194,2024-12-24
100,801541,PM02,2024-12-24,Mant. Preventivo 1000131,2024-12-25
100,801542,PM02,2024-12-24,Mant. Preventivo 1000071,2024-12-25
100,801543,PM02,2024-12-24,Mant. Preventivo 1000162,2024-12-25
100,801544,PM02,2024-12-24,Mant. Preventivo 1000021,2024-12-25
100,801545,PM02,2024-12-24,Mant. Preventivo 1000165,2024-12-25
100,801546,PM02,2024-12-24,Mant. Preventivo 1000140,2024-12-25
100,801547,PM01,2024-12-25,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000173,2025-01-01
100,801548,PM02,2024-12-25,Mant. Preventivo 1000190,2024-12-26
100,801549,PM02,2024-12-25,Mant. Preventivo 1000092,2024-12-26
100,801550,PM02,2024-12-25,Mant. Preventivo 1000169,2024-12-26
100,801551,PM02,2024-12-25,Mant. Preventivo 1000050,2024-12-26
100,801552,PM02,2024-12-26,Mant. Preventivo 1000071,2024-12-27
100,801553,PM02,2024-12-26,Mant. Preventivo 1000110,2024-12-27
100,801554,PM02,2024-12-26,Mant. Preventivo 1000157,2024-12-27
100,801555,PM02,2024-12-26,Mant. Preventivo 1000153,2024-12-27
100,801556,PM02,2024-12-26,Mant. Preventivo 1000024,2024-12-27
100,801557,PM02,2024-12-26,Mant. Preventivo 1000074,2024-12-27
100,801558,PM01,2024-12-27,FALLA CRITICA SISTEMA HIDRÁULICO - 1000102,2025-01-03
100,801559,PM02,2024-12-27,Mant. Preventivo 1000060,2024-12-28
100,801560,PM02,2024-12-27,Mant. Preventivo 1000174,2024-12-28
100,801561,PM02,2024-12-27,Mant. Preventivo 1000080,2024-12-28
100,801562,PM02,2024-12-28,Mant. Preventivo 1000120,2024-12-29
100,801563,PM02,2024-12-28,Mant. Preventivo 1000133,2024-12-29
100,801564,PM02,2024-12-29,Mant. Preventivo 1000142,2024-12-30
100,801565,PM02,2024-12-29,Mant. Preventivo 1000158,2024-12-30
100,801566,PM02,2024-12-29,Mant. Preventivo 1000089,2024-12-30
100,801567,PM02,2024-12-29,Mant. Preventivo 1000010,2024-12-30
100,801568,PM02,2024-12-29,Mant. Preventivo 1000036,2024-12-30
100,801569,PM01,2024-12-30,FALLA CRITICA SISTEMA HIDRÁULICO - 1000191,2025-01-06
100,801570,PM02,2024-12-30,Mant. Preventivo 1000038,2024-12-31
100,801571,PM02,2024-12-30,Mant. Preventivo 1000032,2024-12-31
100,801572,PM02,2024-12-30,Mant. Preventivo 1000182,2024-12-31
100,801573,PM02,2024-12-30,Mant. Preventivo 1000154,2024-12-31
100,801574,PM02,2024-12-30,Mant. Preventivo 1000037,2024-12-31
100,801575,PM02,2024-12-31,Mant. Preventivo 1000180,2025-01-01
100,801576,PM02,2024-12-31,Mant. Preventivo 1000128,2025-01-01
100,801577,PM02,2024-12-31,Mant. Preventivo 1000185,2025-01-01
100,801578,PM02,2024-12-31,Mant. Preventivo 1000014,2025-01-01
100,801579,PM02,2024-12-31,Mant. Preventivo 1000080,2025-01-01
100,801580,PM02,2025-01-01,Mant. Preventivo 1000029,2025-01-02
100,801581,PM02,2025-01-01,Mant. Preventivo 1000151,2025-01-02
100,801582,PM02,2025-01-01,Mant. Preventivo 1000155,2025-01-02
100,801583,PM02,2025-01-02,Mant. Preventivo 1000191,2025-01-03
100,801584,PM02,2025-01-02,Mant. Preventivo 1000142,2025-01-03
100,801585,PM02,2025-01-02,Mant. Preventivo 1000121,2025-01-03
100,801586,PM02,2025-01-02,Mant. Preventivo 1000004,2025-01-03
100,801587,PM02,2025-01-02,Mant. Preventivo 1000181,2025-01-03
100,801588,PM02,2025-01-03,Mant. Preventivo 1000000,2025-01-04
100,801589,PM02,2025-01-03,Mant. Preventivo 1000134,2025-01-04
100,801590,PM02,2025-01-04,Mant. Preventivo 1000108,2025-01-05
100,801591,PM02,2025-01-04,Mant. Preventivo 1000104,2025-01-05
100,801592,PM02,2025-01-04,Mant. Preventivo 1000176,2025-01-05
100,801593,PM02,2025-01-04,Mant. Preventivo 1000164,2025-01-05
100,801594,PM02,2025-01-04,Mant. Preventivo 1000107,2025-01-05
100,801595,PM02,2025-01-04,Mant. Preventivo 1000008,2025-01-05
100,801596,PM02,2025-01-05,Mant. Preventivo 1000115,2025-01-06
100,801597,PM02,2025-01-05,Mant. Preventivo 1000110,2025-01-06
100,801598,PM02,2025-01-05,Mant. Preventivo 1000074,2025-01-06
100,801599,PM02,2025-01-05,Mant. Preventivo 1000119,2025-01-06
100,801600,PM02,2025-01-05,Mant. Preventivo 1000109,2025-01-06
100,801601,PM02,2025-01-05,Mant. Preventivo 1000100,2025-01-06
100,801602,PM02,2025-01-06,Mant. Preventivo 1000005,2025-01-07
100,801603,PM02,2025-01-06,Mant. Preventivo 1000088,2025-01-07
100,801604,PM02,2025-01-06,Mant. Preventivo 1000196,2025-01-07
100,801605,PM02,2025-01-06,Mant. Preventivo 1000046,2025-01-07
100,801606,PM02,2025-01-07,Mant. Preventivo 1000047,2025-01-08
100,801607,PM02,2025-01-07,Mant. Preventivo 1000157,2025-01-08
100,801608,PM02,2025-01-07,Mant. Preventivo 1000030,2025-01-08
100,801609,PM02,2025-01-07,Mant. Preventivo 1000141,2025-01-08
100,801610,PM02,2025-01-07,Mant. Preventivo 1000129,2025-01-08
100,801611,PM02,2025-01-08,Mant. Preventivo 1000014,2025-01-09
100,801612,PM02,2025-01-08,Mant. Preventivo 1000031,2025-01-09
100,801613,PM02,2025-01-08,Mant. Preventivo 1000008,2025-01-09
100,801614,PM02,2025-01-09,Mant. Preventivo 1000169,2025-01-10
100,801615,PM02,2025-01-09,Mant. Preventivo 1000112,2025-01-10
100,801616,PM02,2025-01-09,Mant. Preventivo 1000076,2025-01-10
100,801617,PM02,2025-01-10,Mant. Preventivo 1000077,2025-01-11
100,801618,PM02,2025-01-10,Mant. Preventivo 1000190,2025-01-11
100,801619,PM02,2025-01-11,Mant. Preventivo 1000181,2025-01-12
100,801620,PM02,2025-01-11,Mant. Preventivo 1000146,2025-01-12
100,801621,PM02,2025-01-11,Mant. Preventivo 1000127,2025-01-12
100,801622,PM02,2025-01-12,Mant. Preventivo 1000062,2025-01-13
100,801623,PM02,2025-01-12,Mant. Preventivo 1000166,2025-01-13
100,801624,PM02,2025-01-12,Mant. Preventivo 1000165,2025-01-13
100,801625,PM02,2025-01-13,Mant. Preventivo 1000024,2025-01-14
100,801626,PM02,2025-01-13,Mant. Preventivo 1000010,2025-01-14
100,801627,PM02,2025-01-13,Mant. Preventivo 1000190,2025-01-14
100,801628,PM02,2025-01-13,Mant. Preventivo 1000157,2025-01-14
100,801629,PM02,2025-01-13,Mant. Preventivo 1000188,2025-01-14
100,801630,PM02,2025-01-13,Mant. Preventivo 1000011,2025-01-14
100,801631,PM02,2025-01-14,Mant. Preventivo 1000045,2025-01-15
100,801632,PM02,2025-01-14,Mant. Preventivo 1000105,2025-01-15
100,801633,PM02,2025-01-15,Mant. Preventivo 1000174,2025-01-16
100,801634,PM02,2025-01-15,Mant. Preventivo 1000191,2025-01-16
100,801635,PM02,2025-01-15,Mant. Preventivo 1000085,2025-01-16
100,801636,PM02,2025-01-15,Mant. Preventivo 1000175,2025-01-16
100,801637,PM02,2025-01-15,Mant. Preventivo 1000028,2025-01-16
100,801638,PM02,2025-01-16,Mant. Preventivo 1000116,2025-01-17
100,801639,PM02,2025-01-16,Mant. Preventivo 1000113,2025-01-17
100,801640,PM02,2025-01-17,Mant. Preventivo 1000006,2025-01-18
100,801641,PM02,2025-01-17,Mant. Preventivo 1000171,2025-01-18
100,801642,PM02,2025-01-17,Mant. Preventivo 1000134,2025-01-18
100,801643,PM02,2025-01-17,Mant. Preventivo 1000125,2025-01-18
100,801644,PM02,2025-01-17,Mant. Preventivo 1000012,2025-01-18
100,801645,PM02,2025-01-17,Mant. Preventivo 1000171,2025-01-18
100,801646,PM02,2025-01-18,Mant. Preventivo 1000095,2025-01-19
100,801647,PM02,2025-01-18,Mant. Preventivo 1000157,2025-01-19
100,801648,PM02,2025-01-18,Mant. Preventivo 1000170,2025-01-19
100,801649,PM02,2025-01-19,Mant. Preventivo 1000112,2025-01-20
100,801650,PM02,2025-01-19,Mant. Preventivo 1000130,2025-01-20
100,801651,PM02,2025-01-20,Mant. Preventivo 1000102,2025-01-21
100,801652,PM02,2025-01-20,Mant. Preventivo 1000069,2025-01-21
100,801653,PM02,2025-01-21,Mant. Preventivo 1000111,2025-01-22
100,801654,PM02,2025-01-21,Mant. Preventivo 1000021,2025-01-22
100,801655,PM02,2025-01-21,Mant. Preventivo 1000085,2025-01-22
100,801656,PM02,2025-01-21,Mant. Preventivo 1000049,2025-01-22
100,801657,PM02,2025-01-22,Mant. Preventivo 1000031,2025-01-23
100,801658,PM02,2025-01-22,Mant. Preventivo 1000098,2025-01-23
100,801659,PM02,2025-01-22,Mant. Preventivo 1000171,2025-01-23
100,801660,PM02,2025-01-22,Mant. Preventivo 1000155,2025-01-23
100,801661,PM02,2025-01-22,Mant. Preventivo 1000106,2025-01-23
100,801662,PM02,2025-01-22,Mant. Preventivo 1000069,2025-01-23
100,801663,PM02,2025-01-23,Mant. Preventivo 1000130,2025-01-24
100,801664,PM02,2025-01-23,Mant. Preventivo 1000097,2025-01-24
100,801665,PM02,2025-01-23,Mant. Preventivo 1000171,2025-01-24
100,801666,PM02,2025-01-24,Mant. Preventivo 1000060,2025-01-25
100,801667,PM02,2025-01-24,Mant. Preventivo 1000036,2025-01-25
100,801668,PM02,2025-01-24,Mant. Preventivo 1000066,2025-01-25
100,801669,PM02,2025-01-24,Mant. Preventivo 1000179,2025-01-25
100,801670,PM02,2025-01-24,Mant. Preventivo 1000128,2025-01-25
100,801671,PM02,2025-01-25,Mant. Preventivo 1000047,2025-01-26
100,801672,PM02,2025-01-25,Mant. Preventivo 1000072,2025-01-26
100,801673,PM02,2025-01-25,Mant. Preventivo 1000146,2025-01-26
100,801674,PM02,2025-01-26,Mant. Preventivo 1000055,2025-01-27
100,801675,PM02,2025-01-26,Mant. Preventivo 1000118,2025-01-27
100,801676,PM02,2025-01-27,Mant. Preventivo 1000117,2025-01-28
100,801677,PM02,2025-01-27,Mant. Preventivo 1000071,2025-01-28
100,801678,PM02,2025-01-27,Mant. Preventivo 1000175,2025-01-28
100,801679,PM02,2025-01-28,Mant. Preventivo 1000193,2025-01-29
100,801680,PM02,2025-01-28,Mant. Preventivo 1000198,2025-01-29
100,801681,PM02,2025-01-29,Mant. Preventivo 1000198,2025-01-30
100,801682,PM02,2025-01-29,Mant. Preventivo 1000031,2025-01-30
100,801683,PM02,2025-01-29,Mant. Preventivo 1000027,2025-01-30
100,801684,PM02,2025-01-29,Mant. Preventivo 1000080,2025-01-30
100,801685,PM02,2025-01-30,Mant. Preventivo 1000007,2025-01-31
100,801686,PM02,2025-01-30,Mant. Preventivo 1000036,2025-01-31
100,801687,PM02,2025-01-30,Mant. Preventivo 1000034,2025-01-31
100,801688,PM02,2025-01-30,Mant. Preventivo 1000026,2025-01-31
100,801689,PM02,2025-01-30,Mant. Preventivo 1000075,2025-01-31
100,801690,PM02,2025-01-31,Mant. Preventivo 1000183,2025-02-01
100,801691,PM02,2025-01-31,Mant. Preventivo 1000055,2025-02-01
100,801692,PM02,2025-01-31,Mant. Preventivo 1000197,2025-02-01
100,801693,PM02,2025-02-01,Mant. Preventivo 1000158,2025-02-02
100,801694,PM02,2025-02-01,Mant. Preventivo 1000159,2025-02-02
100,801695,PM02,2025-02-01,Mant. Preventivo 1000118,2025-02-02
100,801696,PM02,2025-02-01,Mant. Preventivo 1000029,2025-02-02
100,801697,PM02,2025-02-02,Mant. Preventivo 1000172,2025-02-03
100,801698,PM02,2025-02-02,Mant. Preventivo 1000107,2025-02-03
100,801699,PM02,2025-02-02,Mant. Preventivo 1000188,2025-02-03
100,801700,PM02,2025-02-02,Mant. Preventivo 1000178,2025-02-03
100,801701,PM02,2025-02-02,Mant. Preventivo 1000092,2025-02-03
100,801702,PM02,2025-02-02,Mant. Preventivo 1000114,2025-02-03
100,801703,PM02,2025-02-03,Mant. Preventivo 1000030,2025-02-04
100,801704,PM02,2025-02-03,Mant. Preventivo 1000099,2025-02-04
100,801705,PM02,2025-02-03,Mant. Preventivo 1000047,2025-02-04
100,801706,PM02,2025-02-03,Mant. Preventivo 1000039,2025-02-04
100,801707,PM02,2025-02-03,Mant. Preventivo 1000001,2025-02-04
100,801708,PM02,2025-02-04,Mant. Preventivo 1000128,2025-02-05
100,801709,PM02,2025-02-04,Mant. Preventivo 1000044,2025-02-05
100,801710,PM02,2025-02-04,Mant. Preventivo 1000181,2025-02-05
100,801711,PM02,2025-02-04,Mant. Preventivo 1000146,2025-02-05
100,801712,PM02,2025-02-04,Mant. Preventivo 1000162,2025-02-05
100,801713,PM02,2025-02-04,Mant. Preventivo 1000052,2025-02-05
100,801714,PM02,2025-02-05,Mant. Preventivo 1000065,2025-02-06
100,801715,PM02,2025-02-05,Mant. Preventivo 1000049,2025-02-06
100,801716,PM02,2025-02-06,Mant. Preventivo 1000072,2025-02-07
100,801717,PM02,2025-02-06,Mant. Preventivo 1000134,2025-02-07
100,801718,PM02,2025-02-06,Mant. Preventivo 1000029,2025-02-07
100,801719,PM02,2025-02-06,Mant. Preventivo 1000151,2025-02-07
100,801720,PM02,2025-02-06,Mant. Preventivo 1000111,2025-02-07
100,801721,PM02,2025-02-06,Mant. Preventivo 1000186,2025-02-07
100,801722,PM02,2025-02-07,Mant. Preventivo 1000047,2025-02-08
100,801723,PM02,2025-02-07,Mant. Preventivo 1000149,2025-02-08
100,801724,PM02,2025-02-07,Mant. Preventivo 1000144,2025-02-08
100,801725,PM02,2025-02-08,Mant. Preventivo 1000191,2025-02-09
100,801726,PM02,2025-02-08,Mant. Preventivo 1000107,2025-02-09
100,801727,PM02,2025-02-08,Mant. Preventivo 1000064,2025-02-09
100,801728,PM02,2025-02-09,Mant. Preventivo 1000092,2025-02-10
100,801729,PM02,2025-02-09,Mant. Preventivo 1000104,2025-02-10
100,801730,PM02,2025-02-09,Mant. Preventivo 1000105,2025-02-10
100,801731,PM02,2025-02-09,Mant. Preventivo 1000163,2025-02-10
100,801732,PM02,2025-02-09,Mant. Preventivo 1000058,2025-02-10
100,801733,PM02,2025-02-09,Mant. Preventivo 1000114,2025-02-10
100,801734,PM02,2025-02-10,Mant. Preventivo 1000077,2025-02-11
100,801735,PM02,2025-02-10,Mant. Preventivo 1000100,2025-02-11
100,801736,PM02,2025-02-10,Mant. Preventivo 1000079,2025-02-11
100,801737,PM02,2025-02-10,Mant. Preventivo 1000056,2025-02-11
100,801738,PM02,2025-02-11,Mant. Preventivo 1000154,2025-02-12
100,801739,PM02,2025-02-11,Mant. Preventivo 1000063,2025-02-12
100,801740,PM02,2025-02-11,Mant. Preventivo 1000156,2025-02-12
100,801741,PM02,2025-02-11,Mant. Preventivo 1000000,2025-02-12
100,801742,PM02,2025-02-11,Mant. Preventivo 1000172,2025-02-12
100,801743,PM02,2025-02-12,Mant. Preventivo 1000045,2025-02-13
100,801744,PM02,2025-02-12,Mant. Preventivo 1000042,2025-02-13
100,801745,PM02,2025-02-13,Mant. Preventivo 1000125,2025-02-14
100,801746,PM02,2025-02-13,Mant. Preventivo 1000059,2025-02-14
100,801747,PM02,2025-02-13,Mant. Preventivo 1000129,2025-02-14
100,801748,PM02,2025-02-13,Mant. Preventivo 1000115,2025-02-14
100,801749,PM02,2025-02-13,Mant. Preventivo 1000012,2025-02-14
100,801750,PM02,2025-02-14,Mant. Preventivo 1000136,2025-02-15
100,801751,PM02,2025-02-14,Mant. Preventivo 1000144,2025-02-15
100,801752,PM02,2025-02-14,Mant. Preventivo 1000060,2025-02-15
100,801753,PM02,2025-02-15,Mant. Preventivo 1000069,2025-02-16
100,801754,PM02,2025-02-15,Mant. Preventivo 1000164,2025-02-16
100,801755,PM02,2025-02-15,Mant. Preventivo 1000064,2025-02-16
100,801756,PM02,2025-02-15,Mant. Preventivo 1000073,2025-02-16
100,801757,PM02,2025-02-15,Mant. Preventivo 1000152,2025-02-16
100,801758,PM02,2025-02-16,Mant. Preventivo 1000065,2025-02-17
100,801759,PM02,2025-02-16,Mant. Preventivo 1000047,2025-02-17
100,801760,PM02,2025-02-17,Mant. Preventivo 1000189,2025-02-18
100,801761,PM02,2025-02-17,Mant. Preventivo 1000034,2025-02-18
100,801762,PM02,2025-02-17,Mant. Preventivo 1000196,2025-02-18
100,801763,PM02,2025-02-17,Mant. Preventivo 1000104,2025-02-18
100,801764,PM02,2025-02-17,Mant. Preventivo 1000098,2025-02-18
100,801765,PM02,2025-02-18,Mant. Preventivo 1000186,2025-02-19
100,801766,PM02,2025-02-18,Mant. Preventivo 1000039,2025-02-19
100,801767,PM02,2025-02-18,Mant. Preventivo 1000043,2025-02-19
100,801768,PM02,2025-02-18,Mant. Preventivo 1000084,2025-02-19
100,801769,PM02,2025-02-19,Mant. Preventivo 1000073,2025-02-20
100,801770,PM02,2025-02-19,Mant. Preventivo 1000156,2025-02-20
100,801771,PM02,2025-02-20,Mant. Preventivo 1000080,2025-02-21
100,801772,PM02,2025-02-20,Mant. Preventivo 1000007,2025-02-21
100,801773,PM02,2025-02-20,Mant. Preventivo 1000036,2025-02-21
100,801774,PM02,2025-02-20,Mant. Preventivo 1000004,2025-02-21
100,801775,PM02,2025-02-20,Mant. Preventivo 1000108,2025-02-21
100,801776,PM02,2025-02-20,Mant. Preventivo 1000112,2025-02-21
100,801777,PM02,2025-02-21,Mant. Preventivo 1000043,2025-02-22
100,801778,PM02,2025-02-21,Mant. Preventivo 1000039,2025-02-22
100,801779,PM02,2025-02-21,Mant. Preventivo 1000188,2025-02-22
100,801780,PM02,2025-02-21,Mant. Preventivo 1000126,2025-02-22
100,801781,PM02,2025-02-22,Mant. Preventivo 1000056,2025-02-23
100,801782,PM02,2025-02-22,Mant. Preventivo 1000085,2025-02-23
100,801783,PM02,2025-02-23,Mant. Preventivo 1000052,2025-02-24
100,801784,PM02,2025-02-23,Mant. Preventivo 1000090,2025-02-24
100,801785,PM02,2025-02-23,Mant. Preventivo 1000095,2025-02-24
100,801786,PM02,2025-02-23,Mant. Preventivo 1000187,2025-02-24
100,801787,PM02,2025-02-23,Mant. Preventivo 1000196,2025-02-24
100,801788,PM02,2025-02-24,Mant. Preventivo 1000170,2025-02-25
100,801789,PM02,2025-02-24,Mant. Preventivo 1000168,2025-02-25
100,801790,PM02,2025-02-24,Mant. Preventivo 1000181,2025-02-25
100,801791,PM02,2025-02-25,Mant. Preventivo 1000144,2025-02-26
100,801792,PM02,2025-02-25,Mant. Preventivo 1000189,2025-02-26
100,801793,PM02,2025-02-25,Mant. Preventivo 1000093,2025-02-26
100,801794,PM02,2025-02-26,Mant. Preventivo 1000034,2025-02-27
100,801795,PM02,2025-02-26,Mant. Preventivo 1000045,2025-02-27
100,801796,PM02,2025-02-27,Mant. Preventivo 1000104,2025-02-28
100,801797,PM02,2025-02-27,Mant. Preventivo 1000176,2025-02-28
100,801798,PM02,2025-02-27,Mant. Preventivo 1000170,2025-02-28
100,801799,PM02,2025-02-28,Mant. Preventivo 1000063,2025-03-01
100,801800,PM02,2025-02-28,Mant. Preventivo 1000139,2025-03-01
100,801801,PM02,2025-02-28,Mant. Preventivo 1000019,2025-03-01
100,801802,PM02,2025-02-28,Mant. Preventivo 1000109,2025-03-01
100,801803,PM02,2025-02-28,Mant. Preventivo 1000107,2025-03-01
100,801804,PM02,2025-03-01,Mant. Preventivo 1000019,2025-03-02
100,801805,PM02,2025-03-01,Mant. Preventivo 1000086,2025-03-02
100,801806,PM02,2025-03-01,Mant. Preventivo 1000135,2025-03-02
100,801807,PM02,2025-03-01,Mant. Preventivo 1000163,2025-03-02
100,801808,PM02,2025-03-02,Mant. Preventivo 1000195,2025-03-03
100,801809,PM02,2025-03-02,Mant. Preventivo 1000100,2025-03-03
100,801810,PM02,2025-03-03,Mant. Preventivo 1000098,2025-03-04
100,801811,PM02,2025-03-03,Mant. Preventivo 1000160,2025-03-04
100,801812,PM02,2025-03-03,Mant. Preventivo 1000112,2025-03-04
100,801813,PM02,2025-03-03,Mant. Preventivo 1000175,2025-03-04
100,801814,PM02,2025-03-04,Mant. Preventivo 1000162,2025-03-05
100,801815,PM02,2025-03-04,Mant. Preventivo 1000079,2025-03-05
100,801816,PM02,2025-03-05,Mant. Preventivo 1000146,2025-03-06
100,801817,PM02,2025-03-05,Mant. Preventivo 1000068,2025-03-06
100,801818,PM02,2025-03-05,Mant. Preventivo 1000003,2025-03-06
100,801819,PM02,2025-03-05,Mant. Preventivo 1000017,2025-03-06
100,801820,PM02,2025-03-05,Mant. Preventivo 1000003,2025-03-06
100,801821,PM02,2025-03-05,Mant. Preventivo 1000193,2025-03-06
100,801822,PM02,2025-03-06,Mant. Preventivo 1000075,2025-03-07
100,801823,PM02,2025-03-06,Mant. Preventivo 1000063,2025-03-07
100,801824,PM02,2025-03-06,Mant. Preventivo 1000176,2025-03-07
100,801825,PM02,2025-03-06,Mant. Preventivo 1000093,2025-03-07
100,801826,PM02,2025-03-06,Mant. Preventivo 1000193,2025-03-07
100,801827,PM02,2025-03-06,Mant. Preventivo 1000064,2025-03-07
100,801828,PM02,2025-03-07,Mant. Preventivo 1000085,2025-03-08
100,801829,PM02,2025-03-07,Mant. Preventivo 1000080,2025-03-08
100,801830,PM02,2025-03-08,Mant. Preventivo 1000049,2025-03-09
100,801831,PM02,2025-03-08,Mant. Preventivo 1000152,2025-03-09
100,801832,PM02,2025-03-09,Mant. Preventivo 1000088,2025-03-10
100,801833,PM02,2025-03-09,Mant. Preventivo 1000153,2025-03-10
100,801834,PM02,2025-03-09,Mant. Preventivo 1000119,2025-03-10
100,801835,PM02,2025-03-09,Mant. Preventivo 1000074,2025-03-10
100,801836,PM02,2025-03-09,Mant. Preventivo 1000007,2025-03-10
100,801837,PM02,2025-03-09,Mant. Preventivo 1000065,2025-03-10
100,801838,PM02,2025-03-10,Mant. Preventivo 1000197,2025-03-11
100,801839,PM02,2025-03-10,Mant. Preventivo 1000030,2025-03-11
100,801840,PM02,2025-03-10,Mant. Preventivo 1000125,2025-03-11
100,801841,PM02,2025-03-11,Mant. Preventivo 1000130,2025-03-12
100,801842,PM02,2025-03-11,Mant. Preventivo 1000118,2025-03-12
